id	script	reading	english	tags	status	checks	note
x012	再见！｜明天见！	Zài jiàn! | Míng tiān jiàn!	Goodbye! | See you tomorrow!	greet,exchange	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: restored: compounds of HSK 1 words (吃饭, 好吃, 明天见) are accepted course-wide, as in the verified phrase course; one reviewer applied a stricter list-entry rule
x013	谢谢你！｜不客气。	Xiè xie nǐ! | Bú kè qi.	Thank you! | You're welcome.	greet,exchange	verified	claude-blind,claude-review	
x014	对不起！｜没关系。	Duì bu qǐ! | Méi guān xi.	Sorry! | It's okay.	greet,exchange	verified	claude-blind,claude-review	
x015	你好漂亮！｜谢谢！	Nǐ hǎo piào liang! | Xiè xie!	You're so pretty! | Thanks!	greet,exchange	verified	claude-blind,claude-review	
x016	你的衣服很漂亮。｜谢谢你！	Nǐ de yī fu hěn piào liang. | Xiè xie nǐ!	Your clothes are very pretty. | Thank you!	greet,exchange	verified	claude-blind,claude-review	
x017	我爱你。｜谢谢！我很高兴。	Wǒ ài nǐ. | Xiè xie! Wǒ hěn gāo xìng.	I love you. | Thanks! I'm very happy.	greet,exchange	verified	claude-blind,claude-review	
x018	你喜欢这儿吗？｜我很喜欢这儿。	Nǐ xǐ huan zhèr ma? | Wǒ hěn xǐ huan zhèr.	Do you like it here? | I like it here very much.	greet,exchange	verified	claude-blind,claude-review	
x019	你想吃什么？｜我想吃米饭。	Nǐ xiǎng chī shén me? | Wǒ xiǎng chī mǐ fàn.	What do you want to eat? | I want to eat rice.	food,exchange	verified	claude-blind,claude-review	
x020	你吃饭了吗？｜我没有吃饭。｜我们去吃饭。	Nǐ chī fàn le ma? | Wǒ méi yǒu chī fàn. | Wǒ men qù chī fàn.	Have you eaten? | I haven't eaten. | Let's go and eat.	food,exchange	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: restored: compounds of HSK 1 words (吃饭, 好吃, 明天见) are accepted course-wide, as in the verified phrase course; one reviewer applied a stricter list-entry rule
x021	我想吃东西。｜这儿有苹果。｜谢谢！	Wǒ xiǎng chī dōng xi. | Zhèr yǒu píng guǒ. | Xiè xie!	I want to eat something. | There are apples here. | Thanks!	food,exchange	verified	claude-blind,claude-review	
x022	这是什么？｜这是苹果。｜我能吃吗？｜能！	Zhè shì shén me? | Zhè shì píng guǒ. | Wǒ néng chī ma? | Néng!	What is this? | This is an apple. | Can I eat it? | Yes!	food,exchange	verified	claude-blind,claude-review	
x023	这个好吃吗？｜很好吃！	Zhè ge hǎo chī ma? | Hěn hǎo chī!	Is this tasty? | Very tasty!	food,exchange	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: restored: compounds of HSK 1 words (吃饭, 好吃, 明天见) are accepted course-wide, as in the verified phrase course; one reviewer applied a stricter list-entry rule
x024	你喜欢什么水果？｜我喜欢苹果。	Nǐ xǐ huan shén me shuǐ guǒ? | Wǒ xǐ huan píng guǒ.	What fruit do you like? | I like apples.	food,exchange	verified	claude-blind,claude-review	
x025	你想喝什么？｜我想喝茶。｜好的。	Nǐ xiǎng hē shén me? | Wǒ xiǎng hē chá. | Hǎo de.	What would you like to drink? | I'd like tea. | Okay.	food,exchange	verified	claude-blind,claude-review	
x026	请喝茶。｜谢谢，我很喜欢喝茶。	Qǐng hē chá. | Xiè xie, wǒ hěn xǐ huan hē chá.	Please have some tea. | Thanks, I really like tea.	food,exchange	verified	claude-blind,claude-review	
x027	你喜欢吃中国菜吗？｜很喜欢！	Nǐ xǐ huan chī zhōng guó cài ma? | Hěn xǐ huan!	Do you like Chinese food? | Very much!	food,exchange	verified	claude-blind,claude-review	
x028	中午吃什么？｜吃米饭。	Zhōng wǔ chī shén me? | Chī mǐ fàn.	What's for lunch? | Rice.	food,exchange	verified	claude-blind,claude-review	
x029	你想睡觉吗？｜我很想睡觉。	Nǐ xiǎng shuì jiào ma? | Wǒ hěn xiǎng shuì jiào.	Do you want to sleep? | I really want to sleep.	sleep,exchange	verified	claude-blind,claude-review	
x030	你睡觉了吗？｜没有。	Nǐ shuì jiào le ma? | Méi yǒu.	Have you gone to bed? | No.	sleep,exchange	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: English corrected to match the p052 ruling: 睡觉了 is going to bed, not being asleep
x031	现在几点？｜现在三点。｜我想睡觉了。	Xiàn zài jǐ diǎn? | Xiàn zài sān diǎn. | Wǒ xiǎng shuì jiào le.	What time is it? | It's three o'clock. | I want to sleep now.	sleep,exchange	verified	claude-blind,claude-review	
x032	你想回家吗？｜想，我想睡觉。	Nǐ xiǎng huí jiā ma? | Xiǎng, wǒ xiǎng shuì jiào.	Do you want to go home? | Yes, I want to sleep.	sleep,exchange	verified	claude-blind,claude-review	
x033	今天天气怎么样？｜今天很热。	Jīn tiān tiān qì zěn me yàng? | Jīn tiān hěn rè.	How's the weather today? | It's hot today.	weather,exchange	verified	claude-blind,claude-review	
x034	今天很冷。｜是的，太冷了！	Jīn tiān hěn lěng. | Shì de, tài lěng le!	It's cold today. | Yes, it's too cold!	weather,exchange	verified	claude-blind,claude-review	
x035	明天会下雨吗？｜会。	Míng tiān huì xià yǔ ma? | Huì.	Will it rain tomorrow? | It will.	weather,exchange	verified	claude-blind,claude-review	
x036	下雨了！｜我们回家。	Xià yǔ le! | Wǒ men huí jiā.	It's raining! | We're going home.	weather,exchange	verified	claude-blind,claude-review	
x037	你冷吗？｜我很冷。	Nǐ lěng ma? | Wǒ hěn lěng.	Are you cold? | I'm very cold.	weather,exchange	verified	claude-blind,claude-review	
x038	你热吗？｜不热。	Nǐ rè ma? | Bú rè.	Are you hot? | No.	weather,exchange	verified	claude-blind,claude-review	
x039	你去哪儿？｜我去商店。｜你想买什么？｜我想买苹果。	Nǐ qù nǎr? | Wǒ qù shāng diàn. | Nǐ xiǎng mǎi shén me? | Wǒ xiǎng mǎi píng guǒ.	Where are you going? | I'm going to the shop. | What do you want to buy? | I want to buy apples.	random,exchange	verified	claude-blind,claude-review	
x040	这个多少钱？｜三块钱。｜太多了！	Zhè ge duō shao qián? | Sān kuài qián. | Tài duō le!	How much is this? | Three yuan. | That's too much!	random,exchange	verified	claude-blind,claude-review	
x041	你几岁？｜我八岁。你呢？｜我九岁。	Nǐ jǐ suì? | Wǒ bā suì. Nǐ ne? | Wǒ jiǔ suì.	How old are you? | I'm eight. And you? | I'm nine.	random,exchange	verified	claude-blind,claude-review	
x042	你家有几个人？｜我家有五个人。	Nǐ jiā yǒu jǐ gè rén? | Wǒ jiā yǒu wǔ gè rén.	How many people are in your family? | There are five people in my family.	random,exchange	verified	claude-blind,claude-review	
x043	你会说汉语吗？｜我会说一点儿。	Nǐ huì shuō hàn yǔ ma? | Wǒ huì shuō yì diǎnr.	Can you speak Chinese? | I can speak a little.	random,exchange	verified	claude-blind,claude-review	
x044	你在学习汉语吗？｜是的，汉语很好。	Nǐ zài xué xí hàn yǔ ma? | Shì de, hàn yǔ hěn hǎo.	Are you studying Chinese? | Yes, Chinese is great.	random,exchange	verified	claude-blind,claude-review	
x045	你会写这个字吗？｜我不会。	Nǐ huì xiě zhè ge zì ma? | Wǒ bú huì.	Can you write this character? | I can't.	random,exchange	verified	claude-blind,claude-review	
x046	你是老师吗？｜不是，我是学生。	Nǐ shì lǎo shī ma? | Bú shì, wǒ shì xué sheng.	Are you a teacher? | No, I'm a student.	random,exchange	verified	claude-blind,claude-review	
x047	今天是星期几？｜今天星期六。｜太好了！	Jīn tiān shì xīng qī jǐ? | Jīn tiān xīng qī liù. | Tài hǎo le!	What day is it today? | Today is Saturday. | Great!	random,exchange	verified	claude-blind,claude-review	
x048	这是你的吗？｜不是，是他的。	Zhè shì nǐ de ma? | Bú shì, shì tā de.	Is this yours? | No, it's his.	random,exchange	verified	claude-blind,claude-review	
x049	你喜欢猫吗？｜我很喜欢猫。	Nǐ xǐ huan māo ma? | Wǒ hěn xǐ huan māo.	Do you like cats? | I really like cats.	random,exchange	verified	claude-blind,claude-review	
x050	你喜欢狗吗？｜不喜欢。	Nǐ xǐ huan gǒu ma? | Bù xǐ huan.	Do you like dogs? | No.	random,exchange	verified	claude-blind,claude-review	
x051	你喜欢看书吗？｜喜欢，我爱看书。	Nǐ xǐ huan kàn shū ma? | Xǐ huan, wǒ ài kàn shū.	Do you like reading? | Yes, I love reading.	random,exchange	verified	claude-blind,claude-review	
x052	你想看电影吗？｜好！我们去看电影。	Nǐ xiǎng kàn diàn yǐng ma? | Hǎo! Wǒ men qù kàn diàn yǐng.	Do you want to see a film? | Okay! We'll go see a film.	random,exchange	verified	claude-blind,claude-review	
x053	你想去北京吗？｜想！北京很大。	Nǐ xiǎng qù běi jīng ma? | Xiǎng! Běi jīng hěn dà.	Do you want to go to Beijing? | Yes! Beijing is very big.	random,exchange	verified	claude-blind,claude-review	
x054	你能来我家吗？｜能！什么时候？｜明天上午。	Nǐ néng lái wǒ jiā ma? | Néng! Shén me shí hou? | Míng tiān shàng wǔ.	Can you come to my home? | Yes! When? | Tomorrow morning.	random,exchange	verified	claude-blind,claude-review	
x055	你的猫在哪儿？｜在桌子下面。	Nǐ de māo zài nǎr? | Zài zhuō zi xià mian.	Where is your cat? | Under the table.	random,exchange	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: kept 下面: reviewers disagreed on list scope; 猫在桌子下面 is already verified as p161 and is the natural form
x056	我没有钱。｜没关系，我有。	Wǒ méi yǒu qián. | Méi guān xi, wǒ yǒu.	I don't have money. | It's okay, I do.	random,exchange	verified	claude-blind,claude-review	
x057	你想坐这个椅子吗？｜好的，谢谢。	Nǐ xiǎng zuò zhè ge yǐ zi ma? | Hǎo de, xiè xie.	Do you want to sit in this chair? | Okay, thanks.	random,exchange	verified	claude-blind,claude-review	settled by claude-blind,claude-review: authored by the round-1 reviewer; round-2 blind reading matched exactly
x058	请坐！｜谢谢。	Qǐng zuò! | Xiè xie.	Please sit! | Thanks.	random,exchange	verified	claude-blind,claude-review	
x059	你去医院吗？｜不去。	Nǐ qù yī yuàn ma? | Bú qù.	Are you going to the hospital? | No.	random,exchange	verified	claude-blind,claude-review	
x060	我看见你了！｜你好！	Wǒ kàn jiàn nǐ le! | Nǐ hǎo!	I see you! | Hello!	random,exchange	verified	claude-blind,claude-review	
