id	script	reading	english	tags	status	checks	note
h2p095	你给我的菜很好吃。	Nǐ gěi wǒ de cài hěn hǎo chī.	The food you gave me is very tasty.	fed	verified	claude-blind,claude-review	
h2p096	再来一次！	Zài lái yí cì!	Once more!	pet	verified	claude-blind,claude-review	
h2p097	别走！	Bié zǒu!	Don't go!	pet,lonely	verified	claude-blind,claude-review	
h2p098	我最喜欢这样了。	Wǒ zuì xǐ huan zhè yàng le.	I like this the most.	pet	verified	claude-blind,claude-review	
h2p099	你可以再来一次吗？	Nǐ kě yǐ zài lái yí cì ma?	Can you do it once more?	pet	verified	claude-blind,claude-review	
h2p100	真好！	Zhēn hǎo!	That's really nice!	pet	verified	claude-blind,claude-review	
h2p101	你对我真好。	Nǐ duì wǒ zhēn hǎo.	You're really good to me.	pet,fed	verified	claude-blind,claude-review	
h2p102	我要走了。	Wǒ yào zǒu le.	I'm going to go.	goodbye	verified	claude-blind,claude-review	
h2p103	晚上见！	Wǎn shang jiàn!	See you tonight!	goodbye	verified	claude-blind,claude-review	
h2p104	我先走了，再见！	Wǒ xiān zǒu le, zài jiàn!	I'll go first, bye!	goodbye	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading says the same thing in other words (慢走 read literally as 'walk slowly' is the set farewell the gloss gives)
h2p105	慢走！	Màn zǒu!	Take care! (to someone leaving)	goodbye	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading says the same thing in other words (慢走 read literally as 'walk slowly' is the set farewell the gloss gives)
h2p106	您慢走。	Nín màn zǒu.	Take care. (polite, to someone leaving)	goodbye	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading says the same thing in other words (慢走 read literally as 'walk slowly' is the set farewell the gloss gives)
h2p107	明天早上见。	Míng tiān zǎo shang jiàn.	See you tomorrow morning.	goodbye	verified	claude-blind,claude-review	
h2p108	我起床了！	Wǒ qǐ chuáng le!	I'm up!	wake	verified	claude-blind,claude-review	
h2p109	现在几点了？我睡了多长时间？	Xiàn zài jǐ diǎn le? Wǒ shuì le duō cháng shí jiān?	What time is it? How long did I sleep?	wake	verified	claude-blind,claude-review	
h2p110	我还想睡。	Wǒ hái xiǎng shuì.	I still want to sleep.	wake,tired	verified	claude-blind,claude-review	
h2p111	我睡得很好。	Wǒ shuì de hěn hǎo.	I slept well.	wake	verified	claude-blind,claude-review	
h2p112	已经晚上了吗？	Yǐ jīng wǎn shang le ma?	Is it already evening?	wake	verified	claude-blind,claude-review	
h2p113	我睡了十个小时。	Wǒ shuì le shí gè xiǎo shí.	I slept for ten hours.	wake	verified	claude-blind,claude-review	
h2p114	今天是晴天。	Jīn tiān shì qíng tiān.	It's sunny today.	random	verified	claude-blind,claude-review	
h2p115	今天是阴天。	Jīn tiān shì yīn tiān.	It's overcast today.	random	verified	claude-blind,claude-review	
h2p116	外面下雪了！	Wài mian xià xuě le!	It's snowing outside!	random	verified	claude-blind,claude-review	
h2p117	明天可能下雨。	Míng tiān kě néng xià yǔ.	It might rain tomorrow.	random	verified	claude-blind,claude-review	
h2p118	今天比昨天冷。	Jīn tiān bǐ zuó tiān lěng.	Today is colder than yesterday.	random	verified	claude-blind,claude-review	
h2p119	今天天气非常好。	Jīn tiān tiān qì fēi cháng hǎo.	The weather is extremely good today.	random	verified	claude-blind,claude-review	
h2p120	下雪了，我们出去玩吧！	Xià xuě le, wǒ men chū qù wán ba!	It's snowing, let's go out and play!	random	verified	claude-blind,claude-review	
h2p121	我喜欢下雪。	Wǒ xǐ huan xià xuě.	I like it when it snows.	random	verified	claude-blind,claude-review	
h2p122	外面很冷，多穿点儿衣服。	Wài mian hěn lěng, duō chuān diǎnr yī fu.	It's cold outside, put on more clothes.	random	verified	claude-blind,claude-review	
h2p123	今天太热了，我想去游泳。	Jīn tiān tài rè le, wǒ xiǎng qù yóu yǒng.	It's too hot today, I want to go swimming.	random	verified	claude-blind,claude-review	
h2p124	明天是晴天吗？	Míng tiān shì qíng tiān ma?	Will it be sunny tomorrow?	random	verified	claude-blind,claude-review	
h2p125	天阴了，可能要下雨。	Tiān yīn le, kě néng yào xià yǔ.	The sky has clouded over; it might rain.	random	verified	claude-blind,claude-review	
h2p126	我有一个哥哥。	Wǒ yǒu yí gè gē ge.	I have an older brother.	random	verified	claude-blind,claude-review	
h2p127	我姐姐是医生。	Wǒ jiě jie shì yī shēng.	My older sister is a doctor.	random	verified	claude-blind,claude-review	
h2p128	我弟弟六岁。	Wǒ dì di liù suì.	My younger brother is six.	random	verified	claude-blind,claude-review	
h2p129	我妹妹很漂亮。	Wǒ mèi mei hěn piào liang.	My younger sister is very pretty.	random	verified	claude-blind,claude-review	
h2p130	他是我丈夫。	Tā shì wǒ zhàng fu.	He is my husband.	random	verified	claude-blind,claude-review	
h2p131	她是我妻子。	Tā shì wǒ qī zi.	She is my wife.	random	verified	claude-blind,claude-review	
h2p132	你有孩子吗？	Nǐ yǒu hái zi ma?	Do you have children?	random	verified	claude-blind,claude-review	
h2p133	我哥哥比我高。	Wǒ gē ge bǐ wǒ gāo.	My older brother is taller than me.	random	verified	claude-blind,claude-review	
h2p134	你有几个姐姐？	Nǐ yǒu jǐ gè jiě jie?	How many older sisters do you have?	random	verified	claude-blind,claude-review	
h2p135	我的孩子喜欢踢足球。	Wǒ de hái zi xǐ huan tī zú qiú.	My child likes playing football.	random	verified	claude-blind,claude-review	
h2p136	我们几点上课？	Wǒ men jǐ diǎn shàng kè?	What time is our class?	random	verified	claude-blind,claude-review	
h2p137	今天有考试。	Jīn tiān yǒu kǎo shì.	There's an exam today.	random	verified	claude-blind,claude-review	
h2p138	这个题我不会。	Zhè ge tí wǒ bú huì.	I can't do this question.	random	verified	claude-blind,claude-review	
h2p139	我不懂这个问题。	Wǒ bù dǒng zhè ge wèn tí.	I don't understand this question.	random	verified	claude-blind,claude-review	
h2p140	你懂了吗？	Nǐ dǒng le ma?	Do you understand?	random	verified	claude-blind,claude-review	
h2p141	我懂了！	Wǒ dǒng le!	I get it!	random	verified	claude-blind,claude-review	
h2p142	老师在教室里。	Lǎo shī zài jiào shì lǐ.	The teacher is in the classroom.	random	verified	claude-blind,claude-review	
h2p143	我要准备考试。	Wǒ yào zhǔn bèi kǎo shì.	I need to prepare for the exam.	random	verified	claude-blind,claude-review	
h2p144	考试开始了！	Kǎo shì kāi shǐ le!	The exam has started!	random	verified	claude-blind,claude-review	
h2p145	你考得怎么样？	Nǐ kǎo de zěn me yàng?	How did your exam go?	random	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading says the same thing in other words (慢走 read literally as 'walk slowly' is the set farewell the gloss gives)
h2p146	我可以问你一个问题吗？	Wǒ kě yǐ wèn nǐ yí gè wèn tí ma?	Can I ask you a question?	random	verified	claude-blind,claude-review	
h2p147	请回答我的问题。	Qǐng huí dá wǒ de wèn tí.	Please answer my question.	random	verified	claude-blind,claude-review	
h2p148	我学习汉语已经一年了。	Wǒ xué xí hàn yǔ yǐ jīng yì nián le.	I've been studying Chinese for a year now.	random	verified	claude-blind,claude-review	
h2p149	这个字是什么意思？	Zhè ge zì shì shén me yì si?	What does this character mean?	random	verified	claude-blind,claude-review	
h2p150	你说的是什么意思？	Nǐ shuō de shì shén me yì si?	What do you mean?	random	verified	claude-blind,claude-review	
h2p151	我不知道。	Wǒ bù zhī dào.	I don't know.	random	verified	claude-blind,claude-review	
h2p152	你知道吗？	Nǐ zhī dào ma?	Do you know?	random	verified	claude-blind,claude-review	
h2p153	我知道了！	Wǒ zhī dào le!	Got it!	random	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading says the same thing in other words (慢走 read literally as 'walk slowly' is the set farewell the gloss gives)
h2p154	铅笔在桌子上。	Qiān bǐ zài zhuō zi shang.	The pencil is on the table.	random	verified	claude-blind,claude-review	
h2p155	我找不到我的铅笔了。	Wǒ zhǎo bú dào wǒ de qiān bǐ le.	I can't find my pencil.	random	verified	claude-blind,claude-review	
h2p156	这是我第一次来北京。	Zhè shì wǒ dì yī cì lái běi jīng.	This is my first time in Beijing.	random	verified	claude-blind,claude-review	
h2p157	我哥哥在公司工作。	Wǒ gē ge zài gōng sī gōng zuò.	My older brother works at a company.	random	verified	claude-blind,claude-review	
h2p158	我要去上班了。	Wǒ yào qù shàng bān le.	I'm off to work.	random	verified	claude-blind,claude-review	
h2p159	你每天几点上班？	Nǐ měi tiān jǐ diǎn shàng bān?	What time do you start work every day?	random	verified	claude-blind,claude-review	
h2p160	他工作很忙。	Tā gōng zuò hěn máng.	He's very busy with work.	random	verified	claude-blind,claude-review	
h2p161	我今天不上班。	Wǒ jīn tiān bú shàng bān.	I'm not working today.	random	verified	claude-blind,claude-review	
h2p162	我喜欢打篮球。	Wǒ xǐ huan dǎ lán qiú.	I like playing basketball.	random	verified	claude-blind,claude-review	
h2p163	我们一起去踢足球吧！	Wǒ men yì qǐ qù tī zú qiú ba!	Let's go play football together!	random	verified	claude-blind,claude-review	
h2p164	我每天早上跑步。	Wǒ měi tiān zǎo shang pǎo bù.	I run every morning.	random	verified	claude-blind,claude-review	
h2p165	你会游泳吗？	Nǐ huì yóu yǒng ma?	Can you swim?	random	verified	claude-blind,claude-review	
h2p166	我游得很快。	Wǒ yóu de hěn kuài.	I swim fast.	random	verified	claude-blind,claude-review	
h2p167	运动对身体好。	Yùn dòng duì shēn tǐ hǎo.	Exercise is good for your health.	random	verified	claude-blind,claude-review	
h2p168	他跑得非常快。	Tā pǎo de fēi cháng kuài.	He runs extremely fast.	random	verified	claude-blind,claude-review	
h2p169	你喜欢什么运动？	Nǐ xǐ huan shén me yùn dòng?	What sport do you like?	random	verified	claude-blind,claude-review	
h2p170	我们去唱歌吧！	Wǒ men qù chàng gē ba!	Let's go singing!	random	verified	claude-blind,claude-review	
h2p171	她跳舞跳得很好。	Tā tiào wǔ tiào de hěn hǎo.	She dances very well.	random	verified	claude-blind,claude-review	
h2p172	太贵了！	Tài guì le!	Too expensive!	random	verified	claude-blind,claude-review	
h2p173	这个很便宜。	Zhè ge hěn pián yi.	This is very cheap.	random	verified	claude-blind,claude-review	
h2p174	有没有便宜一点儿的？	Yǒu méi yǒu pián yi yì diǎnr de?	Is there a cheaper one?	random	verified	claude-blind,claude-review	
h2p175	我想买一件衣服。	Wǒ xiǎng mǎi yí jiàn yī fu.	I want to buy a piece of clothing.	random	verified	claude-blind,claude-review	
h2p176	你喜欢什么颜色？	Nǐ xǐ huan shén me yán sè?	What colour do you like?	random	verified	claude-blind,claude-review	
h2p177	我最喜欢红色。	Wǒ zuì xǐ huan hóng sè.	My favourite colour is red.	random	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading says the same thing in other words (慢走 read literally as 'walk slowly' is the set farewell the gloss gives)
h2p178	我觉得白的好看。	Wǒ jué de bái de hǎo kàn.	I think the white one looks nicer.	random	verified	claude-blind,claude-review	
h2p179	他穿着一件黑衣服。	Tā chuān zhe yí jiàn hēi yī fu.	He's wearing black clothes.	random	verified	claude-blind,claude-review	
h2p180	这儿卖西瓜吗？	Zhèr mài xī guā ma?	Do they sell watermelon here?	random	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading says the same thing in other words (慢走 read literally as 'walk slowly' is the set farewell the gloss gives)
h2p181	商店几点开门？	Shāng diàn jǐ diǎn kāi mén?	What time does the shop open?	random	verified	claude-blind,claude-review	
h2p182	这个比那个贵。	Zhè ge bǐ nà ge guì.	This one is more expensive than that one.	random	verified	claude-blind,claude-review	
h2p183	我没有时间。	Wǒ méi yǒu shí jiān.	I don't have time.	random	verified	claude-blind,claude-review	
h2p184	你有时间吗？	Nǐ yǒu shí jiān ma?	Do you have time?	random	verified	claude-blind,claude-review	
h2p185	你的生日是几月几号？	Nǐ de shēng rì shì jǐ yuè jǐ hào?	When is your birthday?	random	verified	claude-blind,claude-review	
h2p186	今天是我的生日！	Jīn tiān shì wǒ de shēng rì!	Today is my birthday!	random,happy	verified	claude-blind,claude-review	
h2p187	我去年去了北京。	Wǒ qù nián qù le běi jīng.	I went to Beijing last year.	random	verified	claude-blind,claude-review	
h2p188	我已经吃饭了。	Wǒ yǐ jīng chī fàn le.	I've already eaten.	random,fed	verified	claude-blind,claude-review	
h2p189	他已经走了。	Tā yǐ jīng zǒu le.	He's already gone.	random	verified	claude-blind,claude-review	
h2p190	我等了一个小时。	Wǒ děng le yí gè xiǎo shí.	I waited for an hour.	random	verified	claude-blind,claude-review	
h2p191	还有十分钟。	Hái yǒu shí fēn zhōng.	There are still ten minutes.	random	verified	claude-blind,claude-review	
h2p192	我们快点儿走吧！	Wǒ men kuài diǎnr zǒu ba!	Let's hurry up and go!	random	verified	claude-blind,claude-review	
h2p193	时间到了！	Shí jiān dào le!	Time's up!	random	verified	claude-blind,claude-review	
h2p194	每天都很忙。	Měi tiān dōu hěn máng.	Every day is busy.	random	verified	claude-blind,claude-review	
h2p195	我每天八点起床。	Wǒ měi tiān bā diǎn qǐ chuáng.	I get up at eight every day.	random	verified	claude-blind,claude-review	
h2p196	晚上我们去看电影吧。	Wǎn shang wǒ men qù kàn diàn yǐng ba.	Let's go see a movie tonight.	random	verified	claude-blind,claude-review	
h2p197	我想去旅游。	Wǒ xiǎng qù lǚ yóu.	I want to go travelling.	random	verified	claude-blind,claude-review	
h2p198	机场离这儿远吗？	Jī chǎng lí zhèr yuǎn ma?	Is the airport far from here?	random	verified	claude-blind,claude-review	
h2p199	医院离这儿很近。	Yī yuàn lí zhèr hěn jìn.	The hospital is very close to here.	random	verified	claude-blind,claude-review	
h2p200	我们坐公共汽车去吧。	Wǒ men zuò gōng gòng qì chē qù ba.	Let's take the bus.	random	verified	claude-blind,claude-review	
h2p201	我们住在宾馆。	Wǒ men zhù zài bīn guǎn.	We're staying at a hotel.	random	verified	claude-blind,claude-review	
h2p202	你的房间在哪儿？	Nǐ de fáng jiān zài nǎr?	Where is your room?	random	verified	claude-blind,claude-review	
h2p203	往左边走。	Wǎng zuǒ bian zǒu.	Go to the left.	random	verified	claude-blind,claude-review	
h2p204	往右边走。	Wǎng yòu bian zǒu.	Go to the right.	random	verified	claude-blind,claude-review	
h2p205	学校在医院旁边。	Xué xiào zài yī yuàn páng biān.	The school is next to the hospital.	random	verified	claude-blind,claude-review	
h2p206	商店在右边。	Shāng diàn zài yòu bian.	The shop is on the right.	random	verified	claude-blind,claude-review	
h2p207	我从北京来。	Wǒ cóng běi jīng lái.	I come from Beijing.	random	verified	claude-blind,claude-review	
h2p208	你从哪儿来？	Nǐ cóng nǎr lái?	Where do you come from?	random	verified	claude-blind,claude-review	
h2p209	北京离这儿很远。	Běi jīng lí zhèr hěn yuǎn.	Beijing is far from here.	random	verified	claude-blind,claude-review	
h2p210	路上车很多。	Lù shang chē hěn duō.	There are lots of cars on the road.	random	verified	claude-blind,claude-review	
h2p211	飞机票很贵。	Fēi jī piào hěn guì.	Plane tickets are expensive.	random	verified	claude-blind,claude-review	
h2p212	我买到票了！	Wǒ mǎi dào piào le!	I got the tickets!	random	verified	claude-blind,claude-review	
h2p213	你去过中国吗？	Nǐ qù guo zhōng guó ma?	Have you been to China?	random	verified	claude-blind,claude-review	
h2p214	我去过北京。	Wǒ qù guo běi jīng.	I've been to Beijing.	random	verified	claude-blind,claude-review	
h2p215	你的眼睛很漂亮。	Nǐ de yǎn jing hěn piào liang.	Your eyes are very pretty.	random,pet	verified	claude-blind,claude-review	
h2p216	我有一个很大的眼睛。	Wǒ yǒu yí gè hěn dà de yǎn jing.	I have one very big eye.	random	verified	claude-blind,claude-review	
h2p217	猫在门外面。	Māo zài mén wài mian.	The cat is outside the door.	random	verified	claude-blind,claude-review	
h2p218	它是我的猫。	Tā shì wǒ de māo.	It's my cat.	random	verified	claude-blind,claude-review	
h2p219	它叫什么名字？	Tā jiào shén me míng zi?	What's its name?	random	verified	claude-blind,claude-review	
h2p220	你说得对。	Nǐ shuō de duì.	You're right.	random	verified	claude-blind,claude-review	
