id	script	reading	english	gloss	status	checks	note
x028	中午吃什么？｜吃米饭。	Zhōng wǔ chī shén me? | Chī mǐ fàn.	What's for lunch? | Rice.	¿Qué comemos al mediodía? | Arroz.	verified	claude-blind,claude-review	
x029	你想睡觉吗？｜我很想睡觉。	Nǐ xiǎng shuì jiào ma? | Wǒ hěn xiǎng shuì jiào.	Do you want to sleep? | I really want to sleep.	¿Quieres dormir? | Tengo muchas ganas de dormir.	verified	claude-blind,claude-review	
x030	你睡觉了吗？｜没有。	Nǐ shuì jiào le ma? | Méi yǒu.	Have you gone to bed? | No.	¿Ya te dormiste? | No.	verified	claude-blind,claude-review	
x031	现在几点？｜现在三点。｜我想睡觉了。	Xiàn zài jǐ diǎn? | Xiàn zài sān diǎn. | Wǒ xiǎng shuì jiào le.	What time is it? | It's three o'clock. | I want to sleep now.	¿Qué hora es? | Son las tres. | Ya quiero dormir.	verified	claude-blind,claude-review	
x032	你想回家吗？｜想，我想睡觉。	Nǐ xiǎng huí jiā ma? | Xiǎng, wǒ xiǎng shuì jiào.	Do you want to go home? | Yes, I want to sleep.	¿Quieres ir a casa? | Sí, quiero dormir.	verified	claude-blind,claude-review	
x033	今天天气怎么样？｜今天很热。	Jīn tiān tiān qì zěn me yàng? | Jīn tiān hěn rè.	How's the weather today? | It's hot today.	¿Cómo está el clima hoy? | Hoy hace mucho calor.	verified	claude-blind,claude-review	
x034	今天很冷。｜是的，太冷了！	Jīn tiān hěn lěng. | Shì de, tài lěng le!	It's cold today. | Yes, it's too cold!	Hoy hace mucho frío. | Sí, ¡hace demasiado frío!	verified	claude-blind,claude-review	
x035	明天会下雨吗？｜会。	Míng tiān huì xià yǔ ma? | Huì.	Will it rain tomorrow? | It will.	¿Mañana va a llover? | Sí.	verified	claude-blind,claude-review	
x036	下雨了！｜我们回家。	Xià yǔ le! | Wǒ men huí jiā.	It's raining! | We're going home.	¡Está lloviendo! | Vamos a casa.	verified	claude-blind,claude-review	
x037	你冷吗？｜我很冷。	Nǐ lěng ma? | Wǒ hěn lěng.	Are you cold? | I'm very cold.	¿Tienes frío? | Tengo mucho frío.	verified	claude-blind,claude-review	
x038	你热吗？｜不热。	Nǐ rè ma? | Bú rè.	Are you hot? | No.	¿Tienes calor? | No.	verified	claude-blind,claude-review	
x039	你去哪儿？｜我去商店。｜你想买什么？｜我想买苹果。	Nǐ qù nǎr? | Wǒ qù shāng diàn. | Nǐ xiǎng mǎi shén me? | Wǒ xiǎng mǎi píng guǒ.	Where are you going? | I'm going to the shop. | What do you want to buy? | I want to buy apples.	¿Adónde vas? | Voy a la tienda. | ¿Qué quieres comprar? | Quiero comprar manzanas.	verified	claude-blind,claude-review	
x040	这个多少钱？｜三块钱。｜太多了！	Zhè ge duō shao qián? | Sān kuài qián. | Tài duō le!	How much is this? | Three yuan. | That's too much!	¿Cuánto cuesta esto? | Tres yuanes. | ¡Es demasiado!	verified	claude-blind,claude-review	
x041	你几岁？｜我八岁。你呢？｜我九岁。	Nǐ jǐ suì? | Wǒ bā suì. Nǐ ne? | Wǒ jiǔ suì.	How old are you? | I'm eight. And you? | I'm nine.	¿Cuántos años tienes? | Tengo ocho años. ¿Y tú? | Tengo nueve.	verified	claude-blind,claude-review	
x042	你家有几个人？｜我家有五个人。	Nǐ jiā yǒu jǐ gè rén? | Wǒ jiā yǒu wǔ gè rén.	How many people are in your family? | There are five people in my family.	¿Cuántas personas hay en tu familia? | En mi familia somos cinco.	verified	claude-blind,claude-review	
x043	你会说汉语吗？｜我会说一点儿。	Nǐ huì shuō hàn yǔ ma? | Wǒ huì shuō yì diǎnr.	Can you speak Chinese? | I can speak a little.	¿Sabes hablar chino? | Sé hablar un poco.	verified	claude-blind,claude-review	
x044	你在学习汉语吗？｜是的，汉语很好。	Nǐ zài xué xí hàn yǔ ma? | Shì de, hàn yǔ hěn hǎo.	Are you studying Chinese? | Yes, Chinese is great.	¿Estás estudiando chino? | Sí, el chino es genial.	verified	claude-blind,claude-review	
x045	你会写这个字吗？｜我不会。	Nǐ huì xiě zhè ge zì ma? | Wǒ bú huì.	Can you write this character? | I can't.	¿Sabes escribir este carácter? | No sé.	verified	claude-blind,claude-review	
x046	你是老师吗？｜不是，我是学生。	Nǐ shì lǎo shī ma? | Bú shì, wǒ shì xué sheng.	Are you a teacher? | No, I'm a student.	¿Eres maestro? | No, soy estudiante.	verified	claude-blind,claude-review	
x047	今天是星期几？｜今天星期六。｜太好了！	Jīn tiān shì xīng qī jǐ? | Jīn tiān xīng qī liù. | Tài hǎo le!	What day is it today? | Today is Saturday. | Great!	¿Qué día es hoy? | Hoy es sábado. | ¡Qué bien!	verified	claude-blind,claude-review	
x048	这是你的吗？｜不是，是他的。	Zhè shì nǐ de ma? | Bú shì, shì tā de.	Is this yours? | No, it's his.	¿Esto es tuyo? | No, es de él.	verified	claude-blind,claude-review	
x049	你喜欢猫吗？｜我很喜欢猫。	Nǐ xǐ huan māo ma? | Wǒ hěn xǐ huan māo.	Do you like cats? | I really like cats.	¿Te gustan los gatos? | Me gustan mucho los gatos.	verified	claude-blind,claude-review	
x050	你喜欢狗吗？｜不喜欢。	Nǐ xǐ huan gǒu ma? | Bù xǐ huan.	Do you like dogs? | No.	¿Te gustan los perros? | No.	verified	claude-blind,claude-review	
x051	你喜欢看书吗？｜喜欢，我爱看书。	Nǐ xǐ huan kàn shū ma? | Xǐ huan, wǒ ài kàn shū.	Do you like reading? | Yes, I love reading.	¿Te gusta leer? | Sí, me encanta leer.	verified	claude-blind,claude-review	
x052	你想看电影吗？｜好！我们去看电影。	Nǐ xiǎng kàn diàn yǐng ma? | Hǎo! Wǒ men qù kàn diàn yǐng.	Do you want to see a film? | Okay! We'll go see a film.	¿Quieres ver una película? | ¡Bueno! Vamos a ver una película.	verified	claude-blind,claude-review	
x053	你想去北京吗？｜想！北京很大。	Nǐ xiǎng qù běi jīng ma? | Xiǎng! Běi jīng hěn dà.	Do you want to go to Beijing? | Yes! Beijing is very big.	¿Quieres ir a Beijing? | ¡Sí! Beijing es muy grande.	verified	claude-blind,claude-review	
x054	你能来我家吗？｜能！什么时候？｜明天上午。	Nǐ néng lái wǒ jiā ma? | Néng! Shén me shí hou? | Míng tiān shàng wǔ.	Can you come to my home? | Yes! When? | Tomorrow morning.	¿Puedes venir a mi casa? | ¡Sí! ¿Cuándo? | Mañana por la mañana.	verified	claude-blind,claude-review	
x055	你的猫在哪儿？｜在桌子下面。	Nǐ de māo zài nǎr? | Zài zhuō zi xià mian.	Where is your cat? | Under the table.	¿Dónde está tu gato? | Debajo de la mesa.	verified	claude-blind,claude-review	
x056	我没有钱。｜没关系，我有。	Wǒ méi yǒu qián. | Méi guān xi, wǒ yǒu.	I don't have money. | It's okay, I do.	No tengo dinero. | No hay problema, yo sí tengo.	verified	claude-blind,claude-review	
x057	你想坐这个椅子吗？｜好的，谢谢。	Nǐ xiǎng zuò zhè ge yǐ zi ma? | Hǎo de, xiè xie.	Do you want to sit in this chair? | Okay, thanks.	¿Quieres sentarte en esta silla? | Está bien, gracias.	verified	claude-blind,claude-review	
x058	请坐！｜谢谢。	Qǐng zuò! | Xiè xie.	Please sit! | Thanks.	¡Siéntate! | Gracias.	verified	claude-blind,claude-review	
x059	你去医院吗？｜不去。	Nǐ qù yī yuàn ma? | Bú qù.	Are you going to the hospital? | No.	¿Vas al hospital? | No.	verified	claude-blind,claude-review	
x060	我看见你了！｜你好！	Wǒ kàn jiàn nǐ le! | Nǐ hǎo!	I see you! | Hello!	¡Te veo! | ¡Hola!	verified	claude-blind,claude-review	
