id	script	reading	english	tags	status	checks	note
h2x017	这个苹果很贵。｜是的，但是很好吃。	Zhè ge píng guǒ hěn guì. | Shì de, dàn shì hěn hǎo chī.	This apple is quite expensive. | Yeah, but it's very tasty.	exchange,food	verified	claude-blind,claude-review	
h2x018	你在准备晚饭吗？｜是，我在做鸡蛋面。	Nǐ zài zhǔn bèi wǎn fàn ma? | Shì, wǒ zài zuò jī dàn miàn.	Are you preparing dinner? | Yes, I'm making egg noodles.	exchange,food	verified	claude-blind,claude-review	
h2x019	你已经吃饭了吗？｜还没有，我想现在吃。	Nǐ yǐ jīng chī fàn le ma? | Hái méi yǒu, wǒ xiǎng xiàn zài chī.	Have you already eaten? | Not yet, I want to eat now.	exchange,food	verified	claude-blind,claude-review	
h2x020	我们一起去饭店吃饭吧！｜好，我也想吃鱼。	Wǒ men yì qǐ qù fàn diàn chī fàn ba! | Hǎo, wǒ yě xiǎng chī yú.	Let's go eat at a restaurant together! | Sure, I want to eat fish too.	exchange,food	verified	claude-blind,claude-review	
h2x021	你吃过羊肉吗？｜吃过，很好吃，但是有点儿贵。	Nǐ chī guo yáng ròu ma? | Chī guo, hěn hǎo chī, dàn shì yǒu diǎnr guì.	Have you had mutton before? | Yes, it's tasty, but a bit expensive.	exchange,food	verified	claude-blind,claude-review	
h2x022	你觉得咖啡好喝吗？｜好喝，我很喜欢咖啡。	Nǐ jué de kā fēi hǎo hē ma? | Hǎo hē, wǒ hěn xǐ huan kā fēi.	Do you think coffee tastes good? | It does, I really like coffee.	exchange,food	verified	claude-blind,claude-review	
h2x023	今天天气怎么样？｜今天很晴，非常漂亮。	Jīn tiān tiān qì zěn me yàng? | Jīn tiān hěn qíng, fēi cháng piào liang.	How's the weather today? | It's sunny today, really beautiful.	exchange,weather	rejected	claude-blind,claude-review,claude-adjudicated	settled by claude-adjudicated: 非常漂亮 for weather is a calque of 'beautiful'
h2x024	明天会下雪吗？｜可能会，天气很冷。	Míng tiān huì xià xuě ma? | Kě néng huì, tiān qì hěn lěng.	Will it snow tomorrow? | Maybe, it's very cold.	exchange,weather	verified	claude-blind,claude-review	
h2x025	今天是晴天还是阴天？｜是阴天，可能要下雨。	Jīn tiān shì qíng tiān hái shì yīn tiān? | Shì yīn tiān, kě néng yào xià yǔ.	Is it sunny or cloudy today? | It's cloudy, it might rain.	exchange,weather	verified	claude-blind,claude-review	
h2x026	外面在下雪！｜真的吗？我们出去玩吧！	Wài mian zài xià xuě! | Zhēn de ma? Wǒ men chū qù wán ba!	It's snowing outside! | Really? Let's go out and play!	exchange,weather	verified	claude-blind,claude-review	
h2x027	今天非常热，你热吗？｜我也很热，想去游泳。	Jīn tiān fēi cháng rè, nǐ rè ma? | Wǒ yě hěn rè, xiǎng qù yóu yǒng.	It's extremely hot today, are you hot? | I'm hot too, I want to go swimming.	exchange,weather	verified	claude-blind,claude-review	
h2x028	现在天气怎么样？｜现在很冷，但是明天会晴。	Xiàn zài tiān qì zěn me yàng? | Xiàn zài hěn lěng, dàn shì míng tiān huì qíng.	What's the weather like now? | It's cold now, but tomorrow will be sunny.	exchange,weather	verified	claude-blind,claude-review	
h2x029	下雨了，我们回家吧。｜好，我们等一下再走。	Xià yǔ le, wǒ men huí jiā ba. | Hǎo, wǒ men děng yí xià zài zǒu.	It's raining, let's go home. | Okay, let's wait a bit and then go.	exchange,weather	verified	claude-blind,claude-review	
h2x030	今天天气真好！｜是的，我们一起去外面玩吧。	Jīn tiān tiān qì zhēn hǎo! | Shì de, wǒ men yì qǐ qù wài mian wán ba.	The weather's really nice today! | Yeah, let's go outside and play together.	exchange,weather	verified	claude-blind,claude-review	
h2x031	你几点睡觉？｜我晚上十点睡觉，你呢？｜我十一点睡觉。	Nǐ jǐ diǎn shuì jiào? | Wǒ wǎn shang shí diǎn shuì jiào, nǐ ne? | Wǒ shí yī diǎn shuì jiào.	What time do you go to sleep? | I go to sleep at ten in the evening, and you? | I go to sleep at eleven.	exchange,sleep	verified	claude-blind,claude-review	
h2x032	你今天很累吗？｜非常累，我想早点休息。	Nǐ jīn tiān hěn lèi ma? | Fēi cháng lèi, wǒ xiǎng zǎo diǎn xiū xi.	Are you very tired today? | Extremely tired, I want to rest a bit early.	exchange,sleep	verified	claude-blind,claude-review	
h2x033	你几点起床？｜我早上七点起床。	Nǐ jǐ diǎn qǐ chuáng? | Wǒ zǎo shang qī diǎn qǐ chuáng.	What time do you get up? | I get up at seven in the morning.	exchange,sleep	verified	claude-blind,claude-review	
h2x034	你昨天晚上睡得好吗？｜睡得很好，我现在不累。	Nǐ zuó tiān wǎn shang shuì de hǎo ma? | Shuì de hěn hǎo, wǒ xiàn zài bú lèi.	Did you sleep well last night? | I slept really well, I'm not tired now.	exchange,sleep	verified	claude-blind,claude-review	
h2x035	你昨天睡了几个小时？｜我睡了八个小时。	Nǐ zuó tiān shuì le jǐ gè xiǎo shí? | Wǒ shuì le bā gè xiǎo shí.	How many hours did you sleep yesterday? | I slept for eight hours.	exchange,sleep	verified	claude-blind,claude-review	
h2x036	你有哥哥吗？｜没有，但是我有一个弟弟和一个妹妹。	Nǐ yǒu gē ge ma? | Méi yǒu, dàn shì wǒ yǒu yí gè dì di hé yí gè mèi mei.	Do you have an older brother? | No, but I have a younger brother and a younger sister.	exchange,random	verified	claude-blind,claude-review	
h2x037	你姐姐做什么工作？｜她在一家公司上班。	Nǐ jiě jie zuò shén me gōng zuò? | Tā zài yì jiā gōng sī shàng bān.	What does your older sister do for work? | She works at a company.	exchange,random	verified	claude-blind,claude-review	
h2x038	你喜欢什么运动？｜我喜欢踢足球，你呢？｜我喜欢打篮球。	Nǐ xǐ huan shén me yùn dòng? | Wǒ xǐ huan tī zú qiú, nǐ ne? | Wǒ xǐ huan dǎ lán qiú.	What sport do you like? | I like playing football, and you? | I like playing basketball.	exchange,random	verified	claude-blind,claude-review	
h2x039	你每天跑步吗？｜是，我每天跑步，身体很好。	Nǐ měi tiān pǎo bù ma? | Shì, wǒ měi tiān pǎo bù, shēn tǐ hěn hǎo.	Do you jog every day? | Yes, I jog every day, I'm very healthy.	exchange,random	verified	claude-blind,claude-review	
h2x040	明天有考试吗？｜有，是汉语考试，我有点儿忙。	Míng tiān yǒu kǎo shì ma? | Yǒu, shì hàn yǔ kǎo shì, wǒ yǒu diǎnr máng.	Is there an exam tomorrow? | Yes, a Chinese exam, I'm a bit busy.	exchange,random	verified	claude-blind,claude-review	
h2x041	这个问题你懂吗？｜不懂，你可以告诉我吗？｜可以，我来帮助你。	Zhè ge wèn tí nǐ dǒng ma? | Bù dǒng, nǐ kě yǐ gào su wǒ ma? | Kě yǐ, wǒ lái bāng zhù nǐ.	Do you understand this problem? | I don't, can you tell me? | Sure, I'll help you.	exchange,random	verified	claude-blind,claude-review	
h2x042	老师问了一个问题，你回答了吗？｜回答了，但是我觉得我错了。	Lǎo shī wèn le yí gè wèn tí, nǐ huí dá le ma? | Huí dá le, dàn shì wǒ jué de wǒ cuò le.	The teacher asked a question, did you answer it? | I did, but I think I got it wrong.	exchange,random	verified	claude-blind,claude-review	
h2x043	你的手机在哪儿？｜在桌子上边。	Nǐ de shǒu jī zài nǎr? | Zài zhuō zi shàng bian.	Where's your phone? | It's on the table.	exchange,random	verified	claude-blind,claude-review	
h2x044	宾馆在哪儿？离这儿远吗？｜不远，很近，在你的右边。	Bīn guǎn zài nǎr? Lí zhèr yuǎn ma? | Bù yuǎn, hěn jìn, zài nǐ de yòu bian.	Where's the hotel? Is it far from here? | Not far, it's close, on your right.	exchange,random	verified	claude-blind,claude-review	
h2x045	机场怎么走？｜往前走，机场就在左边。	Jī chǎng zěn me zǒu? | Wǎng qián zǒu, jī chǎng jiù zài zuǒ bian.	How do I get to the airport? | Go straight ahead, the airport is right on the left.	exchange,random	verified	claude-blind,claude-review	
h2x046	这件衣服多少钱？｜不贵，很便宜。｜太好了，我买了。	Zhè jiàn yī fu duō shao qián? | Bú guì, hěn pián yi. | Tài hǎo le, wǒ mǎi le.	How much is this piece of clothing? | Not expensive, it's cheap. | Great, I'll buy it.	exchange,random	verified	claude-blind,claude-review	
h2x047	你想买铅笔吗？｜想，我也要买报纸。	Nǐ xiǎng mǎi qiān bǐ ma? | Xiǎng, wǒ yě yào mǎi bào zhǐ.	Do you want to buy a pencil? | Yes, I also want to buy a newspaper.	exchange,random	verified	claude-blind,claude-review	
h2x048	你去年去哪儿旅游了？｜我去年去了北京，非常漂亮。	Nǐ qù nián qù nǎr lǚ yóu le? | Wǒ qù nián qù le běi jīng, fēi cháng piào liang.	Where did you travel last year? | I went to Beijing last year, it's very beautiful.	exchange,random	verified	claude-blind,claude-review	
h2x049	飞机快到机场了吗？｜快到了，我们准备下飞机吧。	Fēi jī kuài dào jī chǎng le ma? | Kuài dào le, wǒ men zhǔn bèi xià fēi jī ba.	Is the plane about to reach the airport? | Almost there, let's get ready to get off.	exchange,random	verified	claude-blind,claude-review	
h2x050	你最喜欢什么颜色？｜我最喜欢红色，你呢？｜我喜欢黑色。	Nǐ zuì xǐ huan shén me yán sè? | Wǒ zuì xǐ huan hóng sè, nǐ ne? | Wǒ xǐ huan hēi sè.	What's your favorite color? | I like red the most, and you? | I like black.	exchange,random	verified	claude-blind,claude-review	
h2x051	你今天为什么不快乐？｜因为我的手表不见了。	Nǐ jīn tiān wèi shén me bú kuài lè? | Yīn wèi wǒ de shǒu biǎo bú jiàn le.	Why aren't you happy today? | Because my watch is missing.	exchange,random	verified	claude-blind,claude-review	
h2x052	你笑什么？｜我觉得今天很快乐。	Nǐ xiào shén me? | Wǒ jué de jīn tiān hěn kuài lè.	What are you smiling about? | I just feel happy today.	exchange,random	verified	claude-blind,claude-review	
h2x053	你怎么了？｜我可能生病了，身体不太好。	Nǐ zěn me le? | Wǒ kě néng shēng bìng le, shēn tǐ bú tài hǎo.	What's wrong? | I might be sick, I'm not feeling well.	exchange,random	verified	claude-blind,claude-review	
h2x054	你要去医院吗？｜要，我想买一点儿药。	Nǐ yào qù yī yuàn ma? | Yào, wǒ xiǎng mǎi yì diǎnr yào.	Are you going to the hospital? | Yes, I want to buy some medicine.	exchange,random	verified	claude-blind,claude-review	
h2x055	你会跳舞吗？｜会一点儿，我也喜欢唱歌。	Nǐ huì tiào wǔ ma? | Huì yì diǎnr, wǒ yě xǐ huan chàng gē.	Can you dance? | A little, I also like singing.	exchange,random	verified	claude-blind,claude-review	
h2x056	公共汽车什么时候到？｜可能五分钟就到。	Gōng gòng qì chē shén me shí hou dào? | Kě néng wǔ fēn zhōng jiù dào.	When will the bus arrive? | It'll probably arrive in five minutes.	exchange,random	verified	claude-blind,claude-review	
h2x057	他是你的丈夫吗？｜是，我们已经认识十年了。	Tā shì nǐ de zhàng fu ma? | Shì, wǒ men yǐ jīng rèn shi shí nián le.	Is he your husband? | Yes, we've known each other for ten years already.	exchange,random	verified	claude-blind,claude-review	
h2x058	她是你的妻子吗？｜是，她是一个很好的老师。	Tā shì nǐ de qī zi ma? | Shì, tā shì yí gè hěn hǎo de lǎo shī.	Is she your wife? | Yes, she's a very good teacher.	exchange,random	verified	claude-blind,claude-review	
h2x059	你在找什么？｜我在找我的手机，你看见了吗？｜没看见。	Nǐ zài zhǎo shén me? | Wǒ zài zhǎo wǒ de shǒu jī, nǐ kàn jiàn le ma? | Méi kàn jiàn.	What are you looking for? | I'm looking for my phone, have you seen it? | No, I haven't.	exchange,random	verified	claude-blind,claude-review	
h2x060	你正在做什么？｜我正在洗衣服，你呢？｜我在看报纸。	Nǐ zhèng zài zuò shén me? | Wǒ zhèng zài xǐ yī fu, nǐ ne? | Wǒ zài kàn bào zhǐ.	What are you doing right now? | I'm washing clothes, and you? | I'm reading the newspaper.	exchange,random	verified	claude-blind,claude-review	
