id	script	reading	english	gloss	gloss_reading	status	checks	note
h2p046	我累了。	Wǒ lèi le.	I'm tired.	أَنَا تَعِبٌ.	Anā taʿib.	verified	claude-blind,claude-review	
h2p047	我太累了。	Wǒ tài lèi le.	I'm too tired.	أَنَا تَعِبٌ جِدًّا.	Anā taʿibun jiddan.	verified	claude-blind,claude-review	
h2p048	我想休息一下。	Wǒ xiǎng xiū xi yí xià.	I want to rest for a bit.	أُرِيدُ أَنْ أَسْتَرِيحَ قَلِيلًا.	Urīdu an astarīḥa qalīlan.	verified	claude-blind,claude-review	
h2p049	我要去睡觉了。	Wǒ yào qù shuì jiào le.	I'm going to bed.	سَأَذْهَبُ لِلنَّوْمِ.	Saʾadhhabu li-n-nawm.	verified	claude-blind,claude-review	
h2p050	我已经很累了。	Wǒ yǐ jīng hěn lèi le.	I'm already very tired.	أَنَا تَعِبٌ جِدًّا بِالْفِعْلِ.	Anā taʿibun jiddan bi-l-fiʿl.	verified	claude-blind,claude-review	
h2p051	我今天想早点儿休息。	Wǒ jīn tiān xiǎng zǎo diǎnr xiū xi.	I want to rest early today.	أُرِيدُ أَنْ أَسْتَرِيحَ مُبَكِّرًا الْيَوْمَ.	Urīdu an astarīḥa mubakkiran al-yawm.	verified	claude-blind,claude-review	
h2p052	让我休息一下吧。	Ràng wǒ xiū xi yí xià ba.	Let me rest for a bit.	دَعْنِي أَسْتَرِحْ قَلِيلًا.	Daʿnī astariḥ qalīlan.	verified	claude-blind,claude-review	
h2p053	我今天非常累。	Wǒ jīn tiān fēi cháng lèi.	I'm extremely tired today.	أَنَا تَعِبٌ جِدًّا الْيَوْمَ.	Anā taʿibun jiddan al-yawm.	verified	claude-blind,claude-review	
h2p054	我不想起床。	Wǒ bù xiǎng qǐ chuáng.	I don't want to get up.	لَا أُرِيدُ أَنْ أَقُومَ.	Lā urīdu an aqūm.	verified	claude-blind,claude-review	
h2p055	别说话，我想睡觉。	Bié shuō huà, wǒ xiǎng shuì jiào.	Don't talk, I want to sleep.	لَا تَتَكَلَّمْ، أُرِيدُ أَنْ أَنَامَ.	Lā tatakallam, urīdu an anām.	verified	claude-blind,claude-review	
h2p056	我走不动了。	Wǒ zǒu bú dòng le.	I can't walk any further.	لَا أَسْتَطِيعُ الْمَشْيَ أَكْثَرَ.	Lā astaṭīʿu al-mashya akthar.	verified	claude-blind,claude-review	
h2p057	我们休息一下吧。	Wǒ men xiū xi yí xià ba.	Let's take a break.	لِنَسْتَرِحْ قَلِيلًا.	Linastariḥ qalīlan.	verified	claude-blind,claude-review	
h2p058	我很快乐！	Wǒ hěn kuài lè!	I'm very happy!	أَنَا سَعِيدٌ جِدًّا!	Anā saʿīdun jiddan!	verified	claude-blind,claude-review	
h2p059	今天真好！	Jīn tiān zhēn hǎo!	Today is really great!	الْيَوْمُ رَائِعٌ حَقًّا!	Al-yawmu rāʾiʿun ḥaqqan!	verified	claude-blind,claude-review	
h2p060	我非常高兴！	Wǒ fēi cháng gāo xìng!	I'm extremely happy!	أَنَا مَسْرُورٌ جِدًّا!	Anā masrūrun jiddan!	verified	claude-blind,claude-review	
h2p061	我最喜欢你了！	Wǒ zuì xǐ huan nǐ le!	I like you the most!	أُحِبُّكَ أَكْثَرَ مِنْ أَيِّ أَحَدٍ آخَرَ!	Uḥibbuka akthara min ayyi aḥadin ākhar!	verified	claude-blind,claude-review	
h2p062	你真好！	Nǐ zhēn hǎo!	You're really nice!	أَنْتَ لَطِيفٌ حَقًّا!	Anta laṭīfun ḥaqqan!	verified	claude-blind,claude-review	
h2p063	我觉得很好。	Wǒ jué de hěn hǎo.	I feel great.	أَشْعُرُ بِخَيْرٍ.	Ashʿuru bikhayr.	verified	claude-blind,claude-review	
h2p064	我想唱歌！	Wǒ xiǎng chàng gē!	I want to sing!	أُرِيدُ أَنْ أُغَنِّيَ!	Urīdu an ughanniy!	verified	claude-blind,claude-review	
h2p065	我们一起跳舞吧！	Wǒ men yì qǐ tiào wǔ ba!	Let's dance together!	لِنَرْقُصْ مَعًا!	Linarquṣ maʿan!	verified	claude-blind,claude-review	
h2p066	你看，我在笑！	Nǐ kàn, wǒ zài xiào!	Look, I'm smiling!	اُنْظُرْ، أَنَا أَضْحَكُ!	Unẓur, anā aḍḥak!	verified	claude-blind,claude-review	
h2p067	我每天都很快乐。	Wǒ měi tiān dōu hěn kuài lè.	I'm happy every day.	أَنَا سَعِيدٌ كُلَّ يَوْمٍ.	Anā saʿīdun kulla yawm.	verified	claude-blind,claude-review	
h2p068	生日快乐！	Shēng rì kuài lè!	Happy birthday!	عِيدَ مِيلَادٍ سَعِيدًا!	ʿĪda mīlādin saʿīdan!	verified	claude-blind,claude-review	
h2p069	大家都去哪儿了？	Dà jiā dōu qù nǎr le?	Where did everyone go?	أَيْنَ ذَهَبَ الْجَمِيعُ؟	Ayna dhahaba al-jamīʿ?	verified	claude-blind,claude-review	
h2p070	没有人和我玩。	Méi yǒu rén hé wǒ wán.	Nobody plays with me.	لَا أَحَدَ يَلْعَبُ مَعِي.	Lā aḥada yalʿabu maʿī.	verified	claude-blind,claude-review	
h2p071	谁来和我玩？	Shéi lái hé wǒ wán?	Who will come and play with me?	مَنْ سَيَأْتِي لِيَلْعَبَ مَعِي؟	Man sayaʾtī liyalʿaba maʿī?	verified	claude-blind,claude-review	
h2p072	我等你很长时间了。	Wǒ děng nǐ hěn cháng shí jiān le.	I've been waiting for you for a long time.	اِنْتَظَرْتُكَ وَقْتًا طَوِيلًا.	Intaẓartuka waqtan ṭawīlan.	verified	claude-blind,claude-review	
h2p073	你什么时候回来？我等你。	Nǐ shén me shí hou huí lái? Wǒ děng nǐ.	When are you coming back? I'll wait for you.	مَتَى سَتَعُودُ؟ سَأَنْتَظِرُكَ.	Matā sataʿūd? Saʾantaẓiruk.	verified	claude-blind,claude-review	
h2p074	我一个人，真没意思。	Wǒ yí gè rén, zhēn méi yì si.	On my own, it's really boring.	أَنَا وَحْدِي، وَهٰذَا مُمِلٌّ حَقًّا.	Anā waḥdī, wahādhā mumillun ḥaqqan.	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same as the English (wording only)
h2p075	你们都很忙吗？	Nǐ men dōu hěn máng ma?	Are you all busy?	هَلْ أَنْتُمْ مَشْغُولُونَ جَمِيعًا؟	Hal antum mashghūlūna jamīʿan?	verified	claude-blind,claude-review	
h2p076	我想和大家一起玩。	Wǒ xiǎng hé dà jiā yì qǐ wán.	I want to play with everyone.	أُرِيدُ أَنْ أَلْعَبَ مَعَ الْجَمِيعِ.	Urīdu an alʿaba maʿa al-jamīʿ.	verified	claude-blind,claude-review	
h2p077	我想坐你旁边。	Wǒ xiǎng zuò nǐ páng biān.	I want to sit next to you.	أُرِيدُ أَنْ أَجْلِسَ بِجَانِبِكَ.	Urīdu an ajlisa bijānibik.	verified	claude-blind,claude-review	
h2p078	别这样！	Bié zhè yàng!	Don't do that!	لَا تَفْعَلْ هَكَذَا!	Lā tafʿal hakadhā!	verified	claude-blind,claude-review	
h2p079	你要做什么？	Nǐ yào zuò shén me?	What are you going to do?	مَاذَا سَتَفْعَلُ؟	Mādhā satafʿal?	verified	claude-blind,claude-review	
h2p080	我们要去哪儿？	Wǒ men yào qù nǎr?	Where are we going?	إِلَى أَيْنَ سَنَذْهَبُ؟	Ilā ayna sanadhhab?	verified	claude-blind,claude-review	
h2p081	太高了！	Tài gāo le!	Too high!	مُرْتَفِعٌ جِدًّا!	Murtafiʿun jiddan!	verified	claude-blind,claude-review	
h2p082	让我下去！	Ràng wǒ xià qù!	Let me down!	أَنْزِلْنِي!	Anzilnī!	verified	claude-blind,claude-review	
h2p083	快让我下来！	Kuài ràng wǒ xià lái!	Quick, let me down!	أَنْزِلْنِي بِسُرْعَةٍ!	Anzilnī bisurʿa!	verified	claude-blind,claude-review	
h2p084	我不要！	Wǒ bú yào!	I don't want to!	لَا أُرِيدُ!	Lā urīd!	verified	claude-blind,claude-review	
h2p085	慢一点儿！	Màn yì diǎnr!	Slow down!	أَبْطِئْ قَلِيلًا!	Abṭiʾ qalīlan!	verified	claude-blind,claude-review	
h2p086	你为什么这样做？	Nǐ wèi shén me zhè yàng zuò?	Why did you do that?	لِمَاذَا فَعَلْتَ هَكَذَا؟	Limādhā faʿalta hakadhā?	verified	claude-blind,claude-review	
h2p087	别再这样了！	Bié zài zhè yàng le!	Don't do that again!	لَا تَفْعَلْ هَكَذَا مَرَّةً أُخْرَى!	Lā tafʿal hakadhā marratan ukhrā!	verified	claude-blind,claude-review	
h2p088	这不对！	Zhè bú duì!	That's not right!	هٰذَا غَيْرُ صَحِيحٍ!	Hādhā ghayru ṣaḥīḥ!	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same as the English (wording only)
h2p089	你做错了。	Nǐ zuò cuò le.	You did it wrong.	أَخْطَأْتَ.	Akhṭaʾt.	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same as the English (wording only)
h2p090	谢谢您！	Xiè xie nín!	Thank you! (polite)	شُكْرًا جَزِيلًا!	Shukran jazīlan!	verified	claude-blind,claude-review	
h2p091	真好吃，谢谢！	Zhēn hǎo chī, xiè xie!	Really tasty, thanks!	لَذِيذٌ حَقًّا، شُكْرًا!	Ladhīdhun ḥaqqan, shukran!	verified	claude-blind,claude-review	
h2p092	我最喜欢吃这个。	Wǒ zuì xǐ huan chī zhè ge.	This is my favourite thing to eat.	هٰذَا هُوَ أَكْثَرُ مَا أُحِبُّ أَكْلَهُ.	Hādhā huwa aktharu mā uḥibbu aklah.	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same as the English (wording only)
h2p093	我还想吃！	Wǒ hái xiǎng chī!	I want more!	أُرِيدُ الْمَزِيدَ!	Urīdu al-mazīd!	verified	claude-blind,claude-review	
h2p094	我吃得很好。	Wǒ chī de hěn hǎo.	I ate well.	أَكَلْتُ جَيِّدًا.	Akaltu jayyidan.	verified	claude-blind,claude-review	
h2p095	你给我的菜很好吃。	Nǐ gěi wǒ de cài hěn hǎo chī.	The food you gave me is very tasty.	الطَّعَامُ الَّذِي أَعْطَيْتَنِيهِ لَذِيذٌ جِدًّا.	Aṭ-ṭaʿāmu alladhī aʿṭaytanīhi ladhīdhun jiddan.	verified	claude-blind,claude-review	
h2p096	再来一次！	Zài lái yí cì!	Once more!	مَرَّةً أُخْرَى!	Marratan ukhrā!	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same as the English (wording only)
h2p097	别走！	Bié zǒu!	Don't go!	لَا تَذْهَبْ!	Lā tadhhab!	verified	claude-blind,claude-review	
h2p098	我最喜欢这样了。	Wǒ zuì xǐ huan zhè yàng le.	I like this the most.	أُحِبُّ هٰذَا أَكْثَرَ مِنْ أَيِّ شَيْءٍ.	Uḥibbu hādhā akthara min ayyi shayʾ.	verified	claude-blind,claude-review	
h2p099	你可以再来一次吗？	Nǐ kě yǐ zài lái yí cì ma?	Can you do it once more?	هَلْ يُمْكِنُكَ أَنْ تَفْعَلَهَا مَرَّةً أُخْرَى؟	Hal yumkinuka an tafʿalahā marratan ukhrā?	verified	claude-blind,claude-review	
h2p100	真好！	Zhēn hǎo!	That's really nice!	جَمِيلٌ جِدًّا!	Jamīlun jiddan!	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same as the English (wording only)
h2p101	你对我真好。	Nǐ duì wǒ zhēn hǎo.	You're really good to me.	أَنْتَ لَطِيفٌ جِدًّا مَعِي.	Anta laṭīfun jiddan maʿī.	verified	claude-blind,claude-review	
h2p102	我要走了。	Wǒ yào zǒu le.	I'm going to go.	سَأَذْهَبُ الْآنَ.	Saʾadhhabu al-ʾān.	verified	claude-blind,claude-review	
h2p103	晚上见！	Wǎn shang jiàn!	See you tonight!	أَرَاكَ مَسَاءً!	Arāka masāʾan!	verified	claude-blind,claude-review	
h2p104	我先走了，再见！	Wǒ xiān zǒu le, zài jiàn!	I'll go first, bye!	سَأَذْهَبُ أَوَّلًا، إِلَى اللِّقَاءِ!	Saʾadhhabu awwalan, ilā al-liqāʾ!	verified	claude-blind,claude-review	
h2p105	慢走！	Màn zǒu!	Take care! (to someone leaving)	مَعَ السَّلَامَةِ!	Maʿa as-salāma!	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same as the English (wording only)
h2p106	您慢走。	Nín màn zǒu.	Take care. (polite, to someone leaving)	مَعَ السَّلَامَةِ، اِعْتَنِ بِنَفْسِكَ.	Maʿa as-salāma, iʿtani binafsik.	verified	claude-blind,claude-review	
h2p107	明天早上见。	Míng tiān zǎo shang jiàn.	See you tomorrow morning.	أَرَاكَ غَدًا صَبَاحًا.	Arāka ghadan ṣabāḥan.	verified	claude-blind,claude-review	
h2p108	我起床了！	Wǒ qǐ chuáng le!	I'm up!	لَقَدِ اسْتَيْقَظْتُ!	Laqadi istayqaẓt!	verified	claude-blind,claude-review	
h2p109	现在几点了？我睡了多长时间？	Xiàn zài jǐ diǎn le? Wǒ shuì le duō cháng shí jiān?	What time is it? How long did I sleep?	كَمِ السَّاعَةُ الْآنَ؟ كَمْ نِمْتُ مِنَ الْوَقْتِ؟	Kami as-sāʿatu al-ʾān? Kam nimtu mina al-waqt?	verified	claude-blind,claude-review	
h2p110	我还想睡。	Wǒ hái xiǎng shuì.	I still want to sleep.	مَا زِلْتُ أُرِيدُ أَنْ أَنَامَ.	Mā ziltu urīdu an anām.	verified	claude-blind,claude-review	
h2p111	我睡得很好。	Wǒ shuì de hěn hǎo.	I slept well.	نِمْتُ جَيِّدًا.	Nimtu jayyidan.	verified	claude-blind,claude-review	
h2p112	已经晚上了吗？	Yǐ jīng wǎn shang le ma?	Is it already evening?	هَلْ حَلَّ الْمَسَاءُ بِالْفِعْلِ؟	Hal ḥalla al-masāʾu bi-l-fiʿl?	verified	claude-blind,claude-review	
h2p113	我睡了十个小时。	Wǒ shuì le shí gè xiǎo shí.	I slept for ten hours.	نِمْتُ عَشْرَ سَاعَاتٍ.	Nimtu ʿashra sāʿāt.	verified	claude-blind,claude-review	
h2p114	今天是晴天。	Jīn tiān shì qíng tiān.	It's sunny today.	الْجَوُّ الْيَوْمَ مُشْمِسٌ.	Al-jawwu al-yawma mushmis.	verified	claude-blind,claude-review	
h2p115	今天是阴天。	Jīn tiān shì yīn tiān.	It's overcast today.	الْجَوُّ الْيَوْمَ غَائِمٌ.	Al-jawwu al-yawma ghāʾim.	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same as the English (wording only)
h2p116	外面下雪了！	Wài mian xià xuě le!	It's snowing outside!	الثَّلْجُ يَتَسَاقَطُ فِي الْخَارِجِ!	Ath-thalju yatasāqaṭu fī al-khārij!	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same as the English (wording only)
h2p117	明天可能下雨。	Míng tiān kě néng xià yǔ.	It might rain tomorrow.	رُبَّمَا تُمْطِرُ غَدًا.	Rubbamā tumṭiru ghadan.	verified	claude-blind,claude-review	
h2p118	今天比昨天冷。	Jīn tiān bǐ zuó tiān lěng.	Today is colder than yesterday.	الْيَوْمُ أَبْرَدُ مِنَ الْأَمْسِ.	Al-yawmu abradu mina al-ʾams.	verified	claude-blind,claude-review	
h2p119	今天天气非常好。	Jīn tiān tiān qì fēi cháng hǎo.	The weather is extremely good today.	الطَّقْسُ الْيَوْمَ جَمِيلٌ جِدًّا.	Aṭ-ṭaqsu al-yawma jamīlun jiddan.	verified	claude-blind,claude-review	
h2p120	下雪了，我们出去玩吧！	Xià xuě le, wǒ men chū qù wán ba!	It's snowing, let's go out and play!	الثَّلْجُ يَتَسَاقَطُ، لِنَخْرُجْ لِلَّعِبِ!	Ath-thalju yatasāqaṭ, linakhruj lillaʿib!	verified	claude-blind,claude-review	
h2p121	我喜欢下雪。	Wǒ xǐ huan xià xuě.	I like it when it snows.	أُحِبُّ نُزُولَ الثَّلْجِ.	Uḥibbu nuzūla ath-thalj.	verified	claude-blind,claude-review	
h2p122	外面很冷，多穿点儿衣服。	Wài mian hěn lěng, duō chuān diǎnr yī fu.	It's cold outside, put on more clothes.	الْجَوُّ بَارِدٌ فِي الْخَارِجِ، اِلْبَسْ مَلَابِسَ أَكْثَرَ.	Al-jawwu bāridun fī al-khārij, ilbas malābisa akthar.	verified	claude-blind,claude-review	
h2p123	今天太热了，我想去游泳。	Jīn tiān tài rè le, wǒ xiǎng qù yóu yǒng.	It's too hot today, I want to go swimming.	الْجَوُّ حَارٌّ جِدًّا الْيَوْمَ، أُرِيدُ أَنْ أَذْهَبَ لِلسِّبَاحَةِ.	Al-jawwu ḥārrun jiddan al-yawm, urīdu an adhhaba li-s-sibāḥa.	verified	claude-blind,claude-review	
h2p124	明天是晴天吗？	Míng tiān shì qíng tiān ma?	Will it be sunny tomorrow?	هَلْ سَيَكُونُ الْجَوُّ مُشْمِسًا غَدًا؟	Hal sayakūnu al-jawwu mushmisan ghadan?	verified	claude-blind,claude-review	
h2p125	天阴了，可能要下雨。	Tiān yīn le, kě néng yào xià yǔ.	The sky has clouded over; it might rain.	أَصْبَحَتِ السَّمَاءُ غَائِمَةً، رُبَّمَا تُمْطِرُ.	Aṣbaḥati as-samāʾu ghāʾima, rubbamā tumṭir.	verified	claude-blind,claude-review	
h2p126	我有一个哥哥。	Wǒ yǒu yí gè gē ge.	I have an older brother.	عِنْدِي أَخٌ كَبِيرٌ.	ʿIndī akhun kabīr.	verified	claude-blind,claude-review	
h2p127	我姐姐是医生。	Wǒ jiě jie shì yī shēng.	My older sister is a doctor.	أُخْتِي الْكَبِيرَةُ طَبِيبَةٌ.	Ukhtī al-kabīratu ṭabība.	verified	claude-blind,claude-review	
h2p128	我弟弟六岁。	Wǒ dì di liù suì.	My younger brother is six.	أَخِي الصَّغِيرُ عُمْرُهُ سِتُّ سَنَوَاتٍ.	Akhī aṣ-ṣaghīru ʿumruhu sittu sanawāt.	verified	claude-blind,claude-review	
h2p129	我妹妹很漂亮。	Wǒ mèi mei hěn piào liang.	My younger sister is very pretty.	أُخْتِي الصَّغِيرَةُ جَمِيلَةٌ جِدًّا.	Ukhtī aṣ-ṣaghīratu jamīlatun jiddan.	verified	claude-blind,claude-review	
