id	script	reading	english	gloss	status	checks	note
h3p022	你的比赛什么时候开始？	Nǐ de bǐ sài shén me shí hou kāi shǐ?	When does your match start?	¿Cuándo empieza tu competencia?	verified	claude-blind,claude-review	
h3p023	你的笔记本可以借我吗？	Nǐ de bǐ jì běn kě yǐ jiè wǒ ma?	Can I borrow your notebook?	¿Me prestas tu cuaderno?	verified	claude-blind,claude-review	
h3p024	你必须早点儿睡觉。	Nǐ bì xū zǎo diǎnr shuì jiào.	You must go to bed early.	Tienes que acostarte temprano.	verified	claude-blind,claude-review	
h3p025	天气有变化，要下雨了。	Tiān qì yǒu biàn huà, yào xià yǔ le.	The weather is changing. It's going to rain.	El tiempo está cambiando y va a llover.	verified	claude-blind,claude-review	
h3p026	别人都走了，只有我在这儿。	Bié rén dōu zǒu le, zhǐ yǒu wǒ zài zhèr.	Everyone else has gone. Only I'm here.	Los demás ya se fueron, solo estoy yo aquí.	verified	claude-blind,claude-review	
h3p027	冰箱里有蛋糕吗？	Bīng xiāng lǐ yǒu dàn gāo ma?	Is there any cake in the fridge?	¿Hay pastel en el refrigerador?	verified	claude-blind,claude-review	
h3p028	我不但饿，而且很累。	Wǒ bú dàn è, ér qiě hěn lèi.	I'm not only hungry, I'm tired too.	No solo tengo hambre, además estoy muy cansado.	verified	claude-blind,claude-review	
h3p029	把菜单给我看看吧。	Bǎ cài dān gěi wǒ kàn kan ba.	Let me see the menu.	Enséñame el menú, por favor.	verified	claude-review,claude-blind,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p030	你怎么才回来？	Nǐ zěn me cái huí lái?	Why are you only just back?	¿Por qué llegas tan tarde?	verified	claude-review,claude-blind,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p031	我想参加你的比赛。	Wǒ xiǎng cān jiā nǐ de bǐ sài.	I want to take part in your match.	Quiero participar en tu competencia.	verified	claude-blind,claude-review	
h3p032	外面的草绿了。	Wài mian de cǎo lǜ le.	The grass outside has turned green.	El pasto de afuera se puso verde.	verified	claude-blind,claude-review	
h3p033	你住在几层？	Nǐ zhù zài jǐ céng?	Which floor do you live on?	¿En qué piso vives?	verified	claude-blind,claude-review	
h3p034	我的成绩比上次差。	Wǒ de chéng jì bǐ shàng cì chà.	My grade is worse than last time.	Mi calificación es peor que la de la vez pasada.	verified	claude-blind,claude-review	
h3p035	你带我去超市，好吗？	Nǐ dài wǒ qù chāo shì, hǎo ma?	Will you take me to the supermarket?	¿Me llevas al supermercado, sí?	verified	claude-blind,claude-review	
h3p036	你的衬衫真好看。	Nǐ de chèn shān zhēn hǎo kàn.	Your shirt looks really nice.	Qué bonita tu camisa.	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p037	我今天的成绩不错！	Wǒ jīn tiān de chéng jì bú cuò!	My grade today is pretty good!	¡Mi calificación de hoy está bastante bien!	verified	claude-review,claude-blind,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p038	这个城市很大，也很漂亮。	Zhè ge chéng shì hěn dà, yě hěn piào liang.	This city is big and pretty.	Esta ciudad es grande y también muy bonita.	verified	claude-blind,claude-review	
h3p039	我快迟到了，你快点儿！	Wǒ kuài chí dào le, nǐ kuài diǎnr!	I'm going to be late, hurry up!	¡Ya casi llego tarde, apúrate!	verified	claude-blind,claude-review	
h3p040	你怎么又迟到了？	Nǐ zěn me yòu chí dào le?	Why are you late again?	¿Por qué llegas tarde otra vez?	verified	claude-blind,claude-review	
h3p041	你终于出现了！	Nǐ zhōng yú chū xiàn le!	You finally showed up!	¡Por fin apareces!	verified	claude-blind,claude-review	
h3p042	除了你，我谁也不想见。	Chú le nǐ, wǒ shéi yě bù xiǎng jiàn.	I don't want to see anyone but you.	Aparte de ti, no quiero ver a nadie.	verified	claude-blind,claude-review	
h3p043	厨房里有好吃的东西。	Chú fáng lǐ yǒu hǎo chī de dōng xi.	There's something tasty in the kitchen.	Hay algo rico en la cocina.	verified	claude-blind,claude-review	
h3p044	春天到了，我好高兴！	Chūn tiān dào le, wǒ hǎo gāo xìng!	Spring is here, I'm so happy!	¡Llegó la primavera, qué contento estoy!	verified	claude-blind,claude-review	
h3p045	这个词语是什么意思？	Zhè ge cí yǔ shì shén me yì si?	What does this word mean?	¿Qué significa esta palabra?	verified	claude-blind,claude-review	
h3p046	你真聪明！	Nǐ zhēn cōng ming!	You're so clever!	¡Qué inteligente eres!	verified	claude-blind,claude-review	
h3p047	我打扫得很干净吧？	Wǒ dǎ sǎo de hěn gān jìng ba?	I cleaned it really well, didn't I?	Limpié muy bien, ¿verdad?	verified	claude-blind,claude-review	
h3p048	你今天打算做什么？	Nǐ jīn tiān dǎ suàn zuò shén me?	What do you plan to do today?	¿Qué piensas hacer hoy?	verified	claude-blind,claude-review	
h3p049	我打算去公园玩儿。	Wǒ dǎ suàn qù gōng yuán wánr.	I plan to go and play in the park.	Pienso ir a jugar al parque.	verified	claude-blind,claude-review	
h3p050	你出门要带手机。	Nǐ chū mén yào dài shǒu jī.	Take your phone when you go out.	Lleva tu teléfono cuando salgas.	verified	claude-review,claude-blind,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p051	我很担心你。	Wǒ hěn dān xīn nǐ.	I'm worried about you.	Estoy preocupado por ti.	verified	claude-review,claude-blind,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p052	我想吃蛋糕，想吃很多。	Wǒ xiǎng chī dàn gāo, xiǎng chī hěn duō.	I want cake, a lot of it.	Quiero pastel, mucho pastel.	verified	claude-blind,claude-review	
h3p053	你饿了吗？当然要吃饭！	Nǐ è le ma? Dāng rán yào chī fàn!	Are you hungry? Of course you need to eat!	¿Tienes hambre? ¡Claro que tienes que comer!	verified	claude-blind,claude-review	
h3p054	我慢慢地走过去。	Wǒ màn màn de zǒu guò qù.	I walk over slowly.	Voy caminando hacia allá despacio.	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p055	把灯关了吧，我要睡觉了。	Bǎ dēng guān le ba, wǒ yào shuì jiào le.	Turn off the light, I'm going to sleep.	Apaga la luz, que me voy a dormir.	verified	claude-blind,claude-review	
h3p056	这个地方真漂亮。	Zhè ge dì fang zhēn piào liang.	This place is really pretty.	Este lugar es muy bonito.	verified	claude-blind,claude-review	
h3p057	你坐地铁去上班吗？	Nǐ zuò dì tiě qù shàng bān ma?	Do you take the subway to work?	¿Vas al trabajo en metro?	verified	claude-blind,claude-review	
h3p058	你看得懂这张地图吗？	Nǐ kàn de dǒng zhè zhāng dì tú ma?	Can you read this map?	¿Entiendes este mapa?	verified	claude-blind,claude-review	
h3p059	电梯坏了，只能走楼梯。	Diàn tī huài le, zhǐ néng zǒu lóu tī.	The elevator is broken, so we have to take the stairs.	El ascensor está descompuesto, solo se puede ir por las escaleras.	verified	claude-review,claude-blind,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p060	你有新的电子邮件！	Nǐ yǒu xīn de diàn zǐ yóu jiàn!	You've got a new email!	¡Tienes un correo electrónico nuevo!	verified	claude-blind,claude-review	
h3p061	太阳从东边出来了。	Tài yáng cóng dōng biān chū lái le.	The sun is rising from the east.	El sol sale por el este.	verified	claude-blind,claude-review	
h3p062	冬天太冷了，我不想出门。	Dōng tiān tài lěng le, wǒ bù xiǎng chū mén.	Winter is too cold, I don't want to go out.	El invierno es muy frío y no quiero salir.	verified	claude-blind,claude-review	
h3p063	我最喜欢的动物是猫。	Wǒ zuì xǐ huan de dòng wù shì māo.	My favorite animal is the cat.	Mi animal favorito es el gato.	verified	claude-blind,claude-review	
h3p064	我的腿很短。	Wǒ de tuǐ hěn duǎn.	My legs are short.	Mis piernas son cortas.	verified	claude-blind,claude-review	
h3p065	这段路不太远。	Zhè duàn lù bú tài yuǎn.	This stretch of road isn't far.	Este tramo del camino no queda muy lejos.	verified	claude-blind,claude-review	
h3p066	你每天锻炼吗？	Nǐ měi tiān duàn liàn ma?	Do you exercise every day?	¿Haces ejercicio todos los días?	verified	claude-blind,claude-review	
h3p067	今天天气多么好啊！	Jīn tiān tiān qì duō me hǎo a!	What lovely weather today!	¡Qué buen tiempo hace hoy!	verified	claude-blind,claude-review	
h3p068	我好饿啊，想吃面包。	Wǒ hǎo è a, xiǎng chī miàn bāo.	I'm so hungry. I want bread.	Tengo mucha hambre, quiero pan.	verified	claude-blind,claude-review	
h3p069	我想去，而你不想去。	Wǒ xiǎng qù, ér nǐ bù xiǎng qù.	I want to go, but you don't.	Yo quiero ir, pero tú no.	verified	claude-blind,claude-review	
h3p070	我有两只大耳朵。	Wǒ yǒu liǎng zhī dà ěr duo.	I have two big ears.	Tengo dos orejas grandes.	verified	claude-blind,claude-review	
h3p071	你发烧了吗？	Nǐ fā shāo le ma?	Do you have a fever?	¿Tienes fiebre?	verified	claude-blind,claude-review	
h3p072	我好像发烧了，头很疼。	Wǒ hǎo xiàng fā shāo le, tóu hěn téng.	I think I have a fever. My head hurts.	Creo que tengo fiebre, me duele mucho la cabeza.	verified	claude-blind,claude-review	
h3p073	你发现了什么？	Nǐ fā xiàn le shén me?	What did you find?	¿Qué descubriste?	verified	claude-blind,claude-review	
h3p074	在家很方便，什么都有。	Zài jiā hěn fāng biàn, shén me dōu yǒu.	It's convenient at home, there's everything.	En casa es cómodo, hay de todo.	verified	claude-blind,claude-review	
h3p075	你把杯子放在哪儿了？	Nǐ bǎ bēi zi fàng zài nǎr le?	Where did you put the cup?	¿Dónde pusiste el vaso?	verified	claude-blind,claude-review	
h3p076	你放心，我会在家等你。	Nǐ fàng xīn, wǒ huì zài jiā děng nǐ.	Rest assured, I'll wait for you at home.	Quédate tranquilo, te esperaré en casa.	verified	claude-blind,claude-review	
h3p077	现在几点了？还差五分十二点。	Xiàn zài jǐ diǎn le? Hái chà wǔ fēn shí èr diǎn.	What time is it? Five to twelve.	¿Qué hora es? Faltan cinco para las doce.	verified	claude-blind,claude-review	
h3p078	你发给我的邮件我看到了。	Nǐ fā gěi wǒ de yóu jiàn wǒ kàn dào le.	I saw the email you sent me.	Vi el correo que me enviaste.	verified	claude-blind,claude-review	
h3p079	你在办公室累不累？	Nǐ zài bàn gōng shì lèi bu lèi?	Are you tired at the office?	¿Te cansas en la oficina?	verified	claude-blind,claude-review	
h3p080	好舒服啊，再来一下！	Hǎo shū fu a, zài lái yí xià!	That feels great, do it again!	¡Qué rico se siente, hazlo otra vez!	verified	claude-blind,claude-review	
h3p081	啊，你把我放下来了！	A, nǐ bǎ wǒ fàng xià lái le!	Ah, you put me down!	¡Ah, me bajaste!	verified	claude-blind,claude-review	
h3p082	我一个人在家，好安静啊。	Wǒ yí gè rén zài jiā, hǎo ān jìng a.	I'm home alone. It's so quiet.	Estoy solo en casa, qué tranquilo está todo.	verified	claude-blind,claude-review	
h3p083	你怎么才来？我等了好久。	Nǐ zěn me cái lái? Wǒ děng le hǎo jiǔ.	Why did you only just come? I've waited so long.	¿Por qué llegas hasta ahora? Te esperé mucho tiempo.	verified	claude-blind,claude-review	
h3p084	我好像迟到了，快跑！	Wǒ hǎo xiàng chí dào le, kuài pǎo!	I think I'm late, run!	Creo que llego tarde, ¡corre!	verified	claude-blind,claude-review	
h3p085	啊，天亮了吗？	A, tiān liàng le ma?	Ah, is it morning already?	Ah, ¿ya amaneció?	verified	claude-blind,claude-review	
h3p086	别把我放在冰箱里！	Bié bǎ wǒ fàng zài bīng xiāng lǐ!	Don't put me in the fridge!	¡No me pongas en el refrigerador!	verified	claude-blind,claude-review	
h3p087	你带我去参加比赛吧！	Nǐ dài wǒ qù cān jiā bǐ sài ba!	Take me to the match!	¡Llévame a la competencia!	verified	claude-blind,claude-review	
h3p088	你的成绩怎么样？	Nǐ de chéng jì zěn me yàng?	How were your grades?	¿Cómo te fue en tus calificaciones?	verified	claude-blind,claude-review	
h3p089	我想搬到北方去住。	Wǒ xiǎng bān dào běi fāng qù zhù.	I want to move to the north.	Quiero mudarme a vivir al norte.	verified	claude-blind,claude-review	
h3p090	这个包又大又重。	Zhè ge bāo yòu dà yòu zhòng.	This bag is big and heavy.	Esta bolsa es grande y pesada.	verified	claude-blind,claude-review	
h3p091	超市里有很多吃的。	Chāo shì lǐ yǒu hěn duō chī de.	There's a lot to eat at the supermarket.	En el supermercado hay mucho para comer.	verified	claude-blind,claude-review	
h3p092	你的鼻子和耳朵都红了。	Nǐ de bí zi hé ěr duo dōu hóng le.	Your nose and ears are both red.	Tienes la nariz y las orejas rojas.	verified	claude-blind,claude-review	
h3p093	你打算几点睡觉？	Nǐ dǎ suàn jǐ diǎn shuì jiào?	When do you plan to go to bed?	¿A qué hora piensas dormir?	verified	claude-blind,claude-review	
h3p094	我的爱好是看地上的草。	Wǒ de ài hào shì kàn dì shang de cǎo.	My hobby is watching the grass on the ground.	Mi pasatiempo es mirar el pasto del suelo.	verified	claude-blind,claude-review	
h3p095	这里比较安静，我喜欢。	Zhè lǐ bǐ jiào ān jìng, wǒ xǐ huan.	It's fairly quiet here, I like it.	Aquí es bastante tranquilo, me gusta.	verified	claude-blind,claude-review	
h3p096	别人都说我很矮。	Bié rén dōu shuō wǒ hěn ǎi.	Everyone says I'm short.	Todos dicen que soy bajito.	verified	claude-blind,claude-review	
h3p097	下班了，你快回家吧。	Xià bān le, nǐ kuài huí jiā ba.	Work's over, come home soon.	Ya terminó el trabajo, vuelve pronto a casa.	verified	claude-blind,claude-review	
h3p098	我在家里等你，你别担心。	Wǒ zài jiā lǐ děng nǐ, nǐ bié dān xīn.	I'll wait at home, don't worry.	Te espero en casa, no te preocupes.	verified	claude-blind,claude-review	
h3p099	再见，路上要小心。	Zài jiàn, lù shang yào xiǎo xīn.	Bye, be careful on the way.	Adiós, ten cuidado en el camino.	verified	claude-blind,claude-review	
h3p100	你才走了半个小时，我就想你了。	Nǐ cái zǒu le bàn gè xiǎo shí, wǒ jiù xiǎng nǐ le.	You've only been gone half an hour and I miss you already.	Solo llevas media hora fuera y ya te extraño.	verified	claude-blind,claude-review	
h3p101	厨房的灯还亮着。	Chú fáng de dēng hái liàng zhe.	The kitchen light is still on.	La luz de la cocina todavía está encendida.	verified	claude-blind,claude-review	
h3p102	我想变得更聪明。	Wǒ xiǎng biàn de gèng cōng ming.	I want to become smarter.	Quiero volverme más inteligente.	verified	claude-blind,claude-review	
h3p103	今天我必须锻炼一下。	Jīn tiān wǒ bì xū duàn liàn yí xià.	Today I have to exercise.	Hoy tengo que hacer ejercicio.	verified	claude-blind,claude-review	
h3p104	我们一起打扫房间吧。	Wǒ men yì qǐ dǎ sǎo fáng jiān ba.	Let's clean the room together.	Limpiemos juntos el cuarto.	verified	claude-blind,claude-review	
h3p105	春天到了，外面有很多小动物。	Chūn tiān dào le, wài mian yǒu hěn duō xiǎo dòng wù.	Spring is here, and there are lots of little animals outside.	Llegó la primavera y afuera hay muchos animalitos.	verified	claude-blind,claude-review	
h3p106	我把蛋糕吃完了，真好吃！	Wǒ bǎ dàn gāo chī wán le, zhēn hǎo chī!	I finished the cake, it was so yummy!	¡Me acabé el pastel, estaba muy rico!	verified	claude-blind,claude-review	
h3p107	这个菜单上的词语我都不懂。	Zhè ge cài dān shàng de cí yǔ wǒ dōu bù dǒng.	I don't understand any of the words on this menu.	No entiendo ninguna de las palabras de este menú.	verified	claude-blind,claude-review	
h3p108	你的电子邮件写得太短了。	Nǐ de diàn zǐ yóu jiàn xiě de tài duǎn le.	The email you wrote is too short.	Tu correo electrónico quedó demasiado corto.	verified	claude-blind,claude-review	
h3p109	我的成绩进步了，你看！	Wǒ de chéng jì jìn bù le, nǐ kàn!	My grades have improved, look!	¡Mis calificaciones mejoraron, mira!	verified	claude-blind,claude-review	
h3p110	今天的比赛我很开心！	Jīn tiān de bǐ sài wǒ hěn kāi xīn!	I had so much fun at the match today!	¡Me divertí mucho en la competencia de hoy!	verified	claude-blind,claude-review	
h3p111	你的办法真好！	Nǐ de bàn fǎ zhēn hǎo!	Your idea is really good!	¡Qué buena idea tienes!	verified	claude-blind,claude-review	
h3p112	你要去哪个地方？	Nǐ yào qù nǎ ge dì fang?	Which place are you going to?	¿A qué lugar vas a ir?	verified	claude-blind,claude-review	
h3p113	这个地铁站人真多。	Zhè ge dì tiě zhàn rén zhēn duō.	There are so many people at this subway station.	¡Cuánta gente hay en esta estación de metro!	verified	claude-blind,claude-review	
h3p114	我在冰箱里发现了蛋糕！	Wǒ zài bīng xiāng lǐ fā xiàn le dàn gāo!	I found cake in the fridge!	¡Encontré pastel en el refrigerador!	verified	claude-blind,claude-review	
h3p115	我一个人，好想有人帮忙。	Wǒ yí gè rén, hǎo xiǎng yǒu rén bāng máng.	I'm all alone, I wish someone would help.	Estoy solo, ojalá alguien me ayudara.	verified	claude-blind,claude-review	
h3p116	我想复习一下昨天的故事。	Wǒ xiǎng fù xí yí xià zuó tiān de gù shì.	I want to go over yesterday's story again.	Quiero repasar el cuento de ayer.	verified	claude-blind,claude-review	
h3p117	我刚才洗了脚，现在很干净！	Wǒ gāng cái xǐ le jiǎo, xiàn zài hěn gān jìng!	I just washed my feet, and now they're so clean!	Me lavé los pies hace un momento, ¡y ahora están muy limpios!	verified	claude-blind,claude-review	
h3p118	我好像感冒了，头有点儿疼。	Wǒ hǎo xiàng gǎn mào le, tóu yǒu diǎnr téng.	I think I've caught a cold. My head hurts a little.	Creo que me resfrié, me duele un poco la cabeza.	verified	claude-blind,claude-review	
h3p119	我对你的手机很感兴趣。	Wǒ duì nǐ de shǒu jī hěn gǎn xìng qù.	I'm really curious about your phone.	Tu teléfono me interesa mucho.	verified	claude-blind,claude-review	
h3p120	刚才有一只鸟从我头上飞过去。	Gāng cái yǒu yì zhī niǎo cóng wǒ tóu shàng fēi guò qù.	A bird just flew over my head.	Hace un momento un pájaro pasó volando sobre mi cabeza.	verified	claude-blind,claude-review	
h3p121	天阴了，我担心会下雨。	Tiān yīn le, wǒ dān xīn huì xià yǔ.	The sky has clouded over. I'm worried it will rain.	El cielo se nubló y me preocupa que llueva.	verified	claude-review,claude-blind,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p122	我想跟你一起去公园。	Wǒ xiǎng gēn nǐ yì qǐ qù gōng yuán.	I want to go to the park with you.	Quiero ir contigo al parque.	verified	claude-blind,claude-review	
h3p123	我最喜欢你的手，很舒服。	Wǒ zuì xǐ huan nǐ de shǒu, hěn shū fu.	I like your hands best. They feel nice.	Tus manos son lo que más me gusta, se sienten muy bien.	verified	claude-blind,claude-review	
h3p124	公园里的花开了，好看极了！	Gōng yuán lǐ de huā kāi le, hǎo kàn jí le!	The flowers in the park are out. They're so pretty!	¡Las flores del parque ya se abrieron, están preciosas!	verified	claude-review,claude-blind,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p125	给我讲一个故事吧。	Gěi wǒ jiǎng yí gè gù shì ba.	Tell me a story.	Cuéntame un cuento.	verified	claude-blind,claude-review	
h3p126	外面在刮风，我不想出去。	Wài mian zài guā fēng, wǒ bù xiǎng chū qù.	It's windy outside. I don't want to go out.	Afuera hay viento y no quiero salir.	verified	claude-blind,claude-review	
h3p127	请把灯关了，我想睡觉。	Qǐng bǎ dēng guān le, wǒ xiǎng shuì jiào.	Please turn off the light. I want to sleep.	Por favor, apaga la luz, quiero dormir.	verified	claude-blind,claude-review	
h3p128	你和我的关系最好了！	Nǐ hé wǒ de guān xi zuì hǎo le!	You and I are the best of friends!	¡Tú y yo somos los mejores amigos!	verified	claude-review,claude-blind,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p129	谢谢你这么关心我。	Xiè xie nǐ zhè me guān xīn wǒ.	Thank you for caring about me so much.	Gracias por preocuparte tanto por mí.	verified	claude-blind,claude-review	
h3p130	关于明天，你有什么打算？	Guān yú míng tiān, nǐ yǒu shén me dǎ suàn?	What are your plans for tomorrow?	¿Qué planes tienes para mañana?	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p131	你去过几个国家？	Nǐ qù guo jǐ gè guó jiā?	How many countries have you been to?	¿En cuántos países has estado?	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: the blind reading of the Chinese agrees with this Spanish (reviewer's fix, or wording only)
h3p132	过去我住在水里。	Guò qù wǒ zhù zài shuǐ lǐ.	I used to live in the water.	Antes yo vivía en el agua.	verified	claude-blind,claude-review	
h3p133	你想吃蛋糕还是面包？	Nǐ xiǎng chī dàn gāo hái shì miàn bāo?	Would you like cake or bread?	¿Quieres pastel o pan?	verified	claude-blind,claude-review	
h3p134	外面下大雨，我好害怕。	Wài mian xià dà yǔ, wǒ hǎo hài pà.	It is pouring outside. I am so scared.	Afuera llueve muy fuerte, tengo mucho miedo.	verified	claude-blind,claude-review	
h3p135	黑板上写的字，我看不懂。	Hēi bǎn shàng xiě de zì, wǒ kàn bù dǒng.	I can't read what's written on the blackboard.	No entiendo lo que está escrito en el pizarrón.	verified	claude-blind,claude-review	
h3p136	后来我又睡着了。	Hòu lái wǒ yòu shuì zháo le.	Afterwards I fell asleep again.	Después me volví a dormir.	verified	claude-blind,claude-review	
h3p137	你的护照在哪儿？	Nǐ de hù zhào zài nǎr?	Where's your passport?	¿Dónde está tu pasaporte?	verified	claude-blind,claude-review	
h3p138	我想把钱花在好吃的东西上。	Wǒ xiǎng bǎ qián huā zài hǎo chī de dōng xi shàng.	I want to spend my money on tasty things.	Quiero gastar mi dinero en cosas ricas.	verified	claude-blind,claude-review	
h3p139	我想画一只大鱼。	Wǒ xiǎng huà yì zhī dà yú.	I want to draw a big fish.	Quiero dibujar un pez grande.	verified	claude-blind,claude-review	
h3p140	我的东西坏了，你能帮我吗？	Wǒ de dōng xi huài le, nǐ néng bāng wǒ ma?	Something of mine is broken. Can you help me?	Se me descompuso una cosa, ¿puedes ayudarme?	verified	claude-blind,claude-review	
h3p141	这里的环境真好，很安静。	Zhè lǐ de huán jìng zhēn hǎo, hěn ān jìng.	It's lovely here. So quiet.	El ambiente de aquí es muy bueno, muy tranquilo.	verified	claude-blind,claude-review	
h3p142	我想换一个新的家。	Wǒ xiǎng huàn yí gè xīn de jiā.	I want to switch to a new home.	Quiero cambiarme a una casa nueva.	verified	claude-blind,claude-review	
h3p143	你去过黄河吗？	Nǐ qù guo huáng hé ma?	Have you ever been to the Yellow River?	¿Has ido al río Amarillo?	verified	claude-blind,claude-review	
h3p144	你今天有会议吗？别忘了我！	Nǐ jīn tiān yǒu huì yì ma? Bié wàng le wǒ!	Do you have a meeting today? Don't forget about me!	¿Tienes una reunión hoy? ¡No te olvides de mí!	verified	claude-blind,claude-review	
h3p145	茶或者果汁，我都可以喝。	Chá huò zhě guǒ zhī, wǒ dōu kě yǐ hē.	Tea or juice, either is fine with me.	Té o jugo, cualquiera de los dos me parece bien.	verified	claude-blind,claude-review	
h3p146	我几乎每天都想你。	Wǒ jī hū měi tiān dōu xiǎng nǐ.	I think of you almost every day.	Casi todos los días pienso en ti.	verified	claude-blind,claude-review	
