id	script	reading	english	gloss	gloss_reading	status	checks	note
x018	你喜欢这儿吗？｜我很喜欢这儿。	Nǐ xǐ huan zhèr ma? | Wǒ hěn xǐ huan zhèr.	Do you like it here? | I like it here very much.	هَلْ تُحِبُّ هٰذَا الْمَكَانَ؟ | أُحِبُّهُ كَثِيرًا.	Hal tuḥibbu hādhā al-makān? | Uḥibbuhu kathīran.	verified	claude-blind,claude-review	
x019	你想吃什么？｜我想吃米饭。	Nǐ xiǎng chī shén me? | Wǒ xiǎng chī mǐ fàn.	What do you want to eat? | I want to eat rice.	مَاذَا تُرِيدُ أَنْ تَأْكُلَ؟ | أُرِيدُ أَنْ آكُلَ أُرُزًّا.	Mādhā turīdu an taʾkul? | Urīdu an ākula uruzzan.	verified	claude-blind,claude-review	
x020	你吃饭了吗？｜我没有吃饭。｜我们去吃饭。	Nǐ chī fàn le ma? | Wǒ méi yǒu chī fàn. | Wǒ men qù chī fàn.	Have you eaten? | I haven't eaten. | Let's go and eat.	هَلْ أَكَلْتَ؟ | لَمْ آكُلْ. | لِنَذْهَبْ لِنَأْكُلَ.	Hal akalt? | Lam ākul. | Linadhhab linaʾkul.	verified	claude-blind,claude-review	
x021	我想吃东西。｜这儿有苹果。｜谢谢！	Wǒ xiǎng chī dōng xi. | Zhèr yǒu píng guǒ. | Xiè xie!	I want to eat something. | There are apples here. | Thanks!	أُرِيدُ أَنْ آكُلَ شَيْئًا. | هُنَا تُفَّاحٌ. | شُكْرًا!	Urīdu an ākula shayʾan. | Hunā tuffāḥ. | Shukran!	verified	claude-blind,claude-review	
x022	这是什么？｜这是苹果。｜我能吃吗？｜能！	Zhè shì shén me? | Zhè shì píng guǒ. | Wǒ néng chī ma? | Néng!	What is this? | This is an apple. | Can I eat it? | Yes!	مَا هٰذَا؟ | هٰذَا تُفَّاحٌ. | هَلْ يُمْكِنُنِي أَنْ آكُلَهُ؟ | نَعَمْ!	Mā hādhā? | Hādhā tuffāḥ. | Hal yumkinunī an ākulah? | Naʿam!	verified	claude-blind,claude-review	
x023	这个好吃吗？｜很好吃！	Zhè ge hǎo chī ma? | Hěn hǎo chī!	Is this tasty? | Very tasty!	هَلْ هٰذَا لَذِيذٌ؟ | لَذِيذٌ جِدًّا!	Hal hādhā ladhīdh? | Ladhīdhun jiddan!	verified	claude-blind,claude-review	
x024	你喜欢什么水果？｜我喜欢苹果。	Nǐ xǐ huan shén me shuǐ guǒ? | Wǒ xǐ huan píng guǒ.	What fruit do you like? | I like apples.	أَيُّ فَاكِهَةٍ تُحِبُّ؟ | أُحِبُّ التُّفَّاحَ.	Ayyu fākihatin tuḥibb? | Uḥibbu at-tuffāḥ.	verified	claude-blind,claude-review	
x025	你想喝什么？｜我想喝茶。｜好的。	Nǐ xiǎng hē shén me? | Wǒ xiǎng hē chá. | Hǎo de.	What would you like to drink? | I'd like tea. | Okay.	مَاذَا تُرِيدُ أَنْ تَشْرَبَ؟ | أُرِيدُ أَنْ أَشْرَبَ شَايًا. | حَسَنًا.	Mādhā turīdu an tashrab? | Urīdu an ashraba shāyan. | Ḥasanan.	verified	claude-blind,claude-review	
x026	请喝茶。｜谢谢，我很喜欢喝茶。	Qǐng hē chá. | Xiè xie, wǒ hěn xǐ huan hē chá.	Please have some tea. | Thanks, I really like tea.	تَفَضَّلْ بِالشَّايِ. | شُكْرًا، أَنَا أُحِبُّ الشَّايَ كَثِيرًا.	Tafaḍḍal bi-sh-shāy. | Shukran, anā uḥibbu ash-shāya kathīran.	verified	claude-blind,claude-review	
x027	你喜欢吃中国菜吗？｜很喜欢！	Nǐ xǐ huan chī zhōng guó cài ma? | Hěn xǐ huan!	Do you like Chinese food? | Very much!	هَلْ تُحِبُّ الطَّعَامَ الصِّينِيَّ؟ | أُحِبُّهُ كَثِيرًا!	Hal tuḥibbu aṭ-ṭaʿāma aṣ-ṣīniyy? | Uḥibbuhu kathīran!	verified	claude-blind,claude-review	
x028	中午吃什么？｜吃米饭。	Zhōng wǔ chī shén me? | Chī mǐ fàn.	What's for lunch? | Rice.	مَاذَا سَنَأْكُلُ لِلْغَدَاءِ؟ | أَرُزًّا.	Mādhā sanaʾkulu li-l-ghadāʾ? | Aruzzan.	conflict		reviewer proposed a fix (عَلَى الْغَدَاءِ is colloquial; أُرُزٌّ vowelling nonstandard, use أَرُزًّا); blind reading was "What are we eating for lunch? | Rice." · re-check next round
x029	你想睡觉吗？｜我很想睡觉。	Nǐ xiǎng shuì jiào ma? | Wǒ hěn xiǎng shuì jiào.	Do you want to sleep? | I really want to sleep.	هَلْ تُرِيدُ أَنْ تَنَامَ؟ | أُرِيدُ أَنْ أَنَامَ بِشِدَّةٍ.	Hal turīdu an tanām? | Urīdu an anāma bishidda.	verified	claude-blind,claude-review	
x030	你睡觉了吗？｜没有。	Nǐ shuì jiào le ma? | Méi yǒu.	Have you gone to bed? | No.	هَلْ نِمْتَ؟ | لَا.	Hal nimt? | Lā.	verified	claude-blind,claude-review	
x031	现在几点？｜现在三点。｜我想睡觉了。	Xiàn zài jǐ diǎn? | Xiàn zài sān diǎn. | Wǒ xiǎng shuì jiào le.	What time is it? | It's three o'clock. | I want to sleep now.	كَمِ السَّاعَةُ الْآنَ؟ | السَّاعَةُ الْآنَ الثَّالِثَةُ. | أُرِيدُ أَنْ أَنَامَ الْآنَ.	Kami as-sāʿatu al-ʾān? | As-sāʿatu al-ʾāna ath-thālitha. | Urīdu an anāma al-ʾān.	verified	claude-blind,claude-review	
x032	你想回家吗？｜想，我想睡觉。	Nǐ xiǎng huí jiā ma? | Xiǎng, wǒ xiǎng shuì jiào.	Do you want to go home? | Yes, I want to sleep.	هَلْ تُرِيدُ أَنْ تَعُودَ إِلَى الْبَيْتِ؟ | نَعَمْ، أُرِيدُ أَنْ أَنَامَ.	Hal turīdu an taʿūda ilā al-bayt? | Naʿam, urīdu an anām.	verified	claude-blind,claude-review	
x033	今天天气怎么样？｜今天很热。	Jīn tiān tiān qì zěn me yàng? | Jīn tiān hěn rè.	How's the weather today? | It's hot today.	كَيْفَ الطَّقْسُ الْيَوْمَ؟ | الطَّقْسُ حَارٌّ الْيَوْمَ.	Kayfa aṭ-ṭaqsu al-yawm? | Aṭ-ṭaqsu ḥārrun al-yawm.	verified	claude-blind,claude-review	
x034	今天很冷。｜是的，太冷了！	Jīn tiān hěn lěng. | Shì de, tài lěng le!	It's cold today. | Yes, it's too cold!	الطَّقْسُ بَارِدٌ الْيَوْمَ. | نَعَمْ، بَارِدٌ جِدًّا!	Aṭ-ṭaqsu bāridun al-yawm. | Naʿam, bāridun jiddan!	verified	claude-blind,claude-review	
x035	明天会下雨吗？｜会。	Míng tiān huì xià yǔ ma? | Huì.	Will it rain tomorrow? | It will.	هَلْ سَتُمْطِرُ غَدًا؟ | نَعَمْ.	Hal satumṭiru ghadan? | Naʿam.	verified	claude-blind,claude-review	
x036	下雨了！｜我们回家。	Xià yǔ le! | Wǒ men huí jiā.	It's raining! | We're going home.	إِنَّهَا تُمْطِرُ! | نَحْنُ نَعُودُ إِلَى الْبَيْتِ.	Innahā tumṭir! | Naḥnu naʿūdu ilā al-bayt.	verified	claude-blind,claude-review	
x037	你冷吗？｜我很冷。	Nǐ lěng ma? | Wǒ hěn lěng.	Are you cold? | I'm very cold.	هَلْ تَشْعُرُ بِالْبَرْدِ؟ | أَشْعُرُ بِبَرْدٍ شَدِيدٍ.	Hal tashʿuru bi-l-bard? | Ashʿuru bibardin shadīd.	verified	claude-blind,claude-review	
x038	你热吗？｜不热。	Nǐ rè ma? | Bú rè.	Are you hot? | No.	هَلْ تَشْعُرُ بِالْحَرِّ؟ | لَا.	Hal tashʿuru bi-l-ḥarr? | Lā.	verified	claude-blind,claude-review	
x039	你去哪儿？｜我去商店。｜你想买什么？｜我想买苹果。	Nǐ qù nǎr? | Wǒ qù shāng diàn. | Nǐ xiǎng mǎi shén me? | Wǒ xiǎng mǎi píng guǒ.	Where are you going? | I'm going to the shop. | What do you want to buy? | I want to buy apples.	إِلَى أَيْنَ تَذْهَبُ؟ | أَذْهَبُ إِلَى الْمَتْجَرِ. | مَاذَا تُرِيدُ أَنْ تَشْتَرِيَ؟ | أُرِيدُ أَنْ أَشْتَرِيَ تُفَّاحًا.	Ilā ayna tadhhab? | Adhhabu ilā al-matjar. | Mādhā turīdu an tashtariy? | Urīdu an ashtariya tuffāḥan.	verified	claude-blind,claude-review	
x040	这个多少钱？｜三块钱。｜太多了！	Zhè ge duō shao qián? | Sān kuài qián. | Tài duō le!	How much is this? | Three yuan. | That's too much!	بِكَمْ هٰذَا؟ | بِثَلَاثَةِ يُوَانَاتٍ. | هٰذَا كَثِيرٌ جِدًّا!	Bikam hādhā? | Bithalāthati yuwānāt. | Hādhā kathīrun jiddan!	verified	claude-blind,claude-review	
x041	你几岁？｜我八岁。你呢？｜我九岁。	Nǐ jǐ suì? | Wǒ bā suì. Nǐ ne? | Wǒ jiǔ suì.	How old are you? | I'm eight. And you? | I'm nine.	كَمْ عُمْرُكَ؟ | عُمْرِي ثَمَانِي سَنَوَاتٍ. وَأَنْتَ؟ | عُمْرِي تِسْعُ سَنَوَاتٍ.	Kam ʿumruk? | ʿUmrī thamānī sanawāt. Waʾant? | ʿUmrī tisʿu sanawāt.	verified	claude-blind,claude-review	
x042	你家有几个人？｜我家有五个人。	Nǐ jiā yǒu jǐ gè rén? | Wǒ jiā yǒu wǔ gè rén.	How many people are in your family? | There are five people in my family.	كَمْ فَرْدًا فِي عَائِلَتِكَ؟ | فِي عَائِلَتِي خَمْسَةُ أَفْرَادٍ.	Kam fardan fī ʿāʾilatik? | Fī ʿāʾilatī khamsatu afrād.	verified	claude-blind,claude-review	
x043	你会说汉语吗？｜我会说一点儿。	Nǐ huì shuō hàn yǔ ma? | Wǒ huì shuō yì diǎnr.	Can you speak Chinese? | I can speak a little.	هَلْ تَسْتَطِيعُ أَنْ تَتَكَلَّمَ الصِّينِيَّةَ؟ | أَسْتَطِيعُ أَنْ أَتَكَلَّمَ قَلِيلًا.	Hal tastaṭīʿu an tatakallama aṣ-ṣīniyya? | Astaṭīʿu an atakallama qalīlan.	verified	claude-blind,claude-review	
x044	你在学习汉语吗？｜是的，汉语很好。	Nǐ zài xué xí hàn yǔ ma? | Shì de, hàn yǔ hěn hǎo.	Are you studying Chinese? | Yes, Chinese is great.	هَلْ تَدْرُسُ الصِّينِيَّةَ؟ | نَعَمْ، الصِّينِيَّةُ رَائِعَةٌ.	Hal tadrusu aṣ-ṣīniyya? | Naʿam, aṣ-ṣīniyyatu rāʾiʿa.	verified	claude-blind,claude-review	
x045	你会写这个字吗？｜我不会。	Nǐ huì xiě zhè ge zì ma? | Wǒ bú huì.	Can you write this character? | I can't.	هَلْ تَسْتَطِيعُ أَنْ تَكْتُبَ هٰذَا الْحَرْفَ الصِّينِيَّ؟ | لَا أَسْتَطِيعُ.	Hal tastaṭīʿu an taktuba hādhā al-ḥarfa aṣ-ṣīniyy? | Lā astaṭīʿ.	verified	claude-blind,claude-review	
x046	你是老师吗？｜不是，我是学生。	Nǐ shì lǎo shī ma? | Bú shì, wǒ shì xué sheng.	Are you a teacher? | No, I'm a student.	هَلْ أَنْتَ مُعَلِّمٌ؟ | لَا، أَنَا طَالِبٌ.	Hal anta muʿallim? | Lā, anā ṭālib.	verified	claude-blind,claude-review	
x047	今天是星期几？｜今天星期六。｜太好了！	Jīn tiān shì xīng qī jǐ? | Jīn tiān xīng qī liù. | Tài hǎo le!	What day is it today? | Today is Saturday. | Great!	أَيُّ يَوْمٍ هُوَ الْيَوْمُ؟ | الْيَوْمُ السَّبْتُ. | رَائِعٌ!	Ayyu yawmin huwa al-yawm? | Al-yawmu as-sabt. | Rāʾiʿ!	verified	claude-blind,claude-review	
x048	这是你的吗？｜不是，是他的。	Zhè shì nǐ de ma? | Bú shì, shì tā de.	Is this yours? | No, it's his.	هَلْ هٰذَا لَكَ؟ | لَا، هُوَ لَهُ.	Hal hādhā lak? | Lā, huwa lah.	verified	claude-blind,claude-review	
x049	你喜欢猫吗？｜我很喜欢猫。	Nǐ xǐ huan māo ma? | Wǒ hěn xǐ huan māo.	Do you like cats? | I really like cats.	هَلْ تُحِبُّ الْقِطَطَ؟ | أُحِبُّ الْقِطَطَ كَثِيرًا.	Hal tuḥibbu al-qiṭaṭ? | Uḥibbu al-qiṭaṭa kathīran.	verified	claude-blind,claude-review	
x050	你喜欢狗吗？｜不喜欢。	Nǐ xǐ huan gǒu ma? | Bù xǐ huan.	Do you like dogs? | No.	هَلْ تُحِبُّ الْكِلَابَ؟ | لَا.	Hal tuḥibbu al-kilāb? | Lā.	verified	claude-blind,claude-review	
x051	你喜欢看书吗？｜喜欢，我爱看书。	Nǐ xǐ huan kàn shū ma? | Xǐ huan, wǒ ài kàn shū.	Do you like reading? | Yes, I love reading.	هَلْ تُحِبُّ الْقِرَاءَةَ؟ | نَعَمْ، أُحِبُّ الْقِرَاءَةَ كَثِيرًا.	Hal tuḥibbu al-qirāʾa? | Naʿam, uḥibbu al-qirāʾata kathīran.	verified	claude-blind,claude-review	
x052	你想看电影吗？｜好！我们去看电影。	Nǐ xiǎng kàn diàn yǐng ma? | Hǎo! Wǒ men qù kàn diàn yǐng.	Do you want to see a film? | Okay! We'll go see a film.	هَلْ تُرِيدُ أَنْ تُشَاهِدَ فِيلْمًا؟ | حَسَنًا! لِنَذْهَبْ لِنُشَاهِدَ فِيلْمًا.	Hal turīdu an tushāhida fīlman? | Ḥasanan! Linadhhab linushāhida fīlman.	verified	claude-blind,claude-review	
x053	你想去北京吗？｜想！北京很大。	Nǐ xiǎng qù běi jīng ma? | Xiǎng! Běi jīng hěn dà.	Do you want to go to Beijing? | Yes! Beijing is very big.	هَلْ تُرِيدُ أَنْ تَذْهَبَ إِلَى بِكِينَ؟ | نَعَمْ! بِكِينُ كَبِيرَةٌ جِدًّا.	Hal turīdu an tadhhaba ilā bikīn? | Naʿam! Bikīnu kabīratun jiddan.	verified	claude-blind,claude-review	
x054	你能来我家吗？｜能！什么时候？｜明天上午。	Nǐ néng lái wǒ jiā ma? | Néng! Shén me shí hou? | Míng tiān shàng wǔ.	Can you come to my home? | Yes! When? | Tomorrow morning.	هَلْ تَسْتَطِيعُ أَنْ تَأْتِيَ إِلَى بَيْتِي؟ | نَعَمْ! مَتَى؟ | غَدًا صَبَاحًا.	Hal tastaṭīʿu an taʾtiya ilā baytī? | Naʿam! Matā? | Ghadan ṣabāḥan.	verified	claude-blind,claude-review	
x055	你的猫在哪儿？｜在桌子下面。	Nǐ de māo zài nǎr? | Zài zhuō zi xià mian.	Where is your cat? | Under the table.	أَيْنَ قِطُّكَ؟ | تَحْتَ الطَّاوِلَةِ.	Ayna qiṭṭuk? | Taḥta aṭ-ṭāwila.	verified	claude-blind,claude-review	
x056	我没有钱。｜没关系，我有。	Wǒ méi yǒu qián. | Méi guān xi, wǒ yǒu.	I don't have money. | It's okay, I do.	لَيْسَ عِنْدِي مَالٌ. | لَا بَأْسَ، عِنْدِي.	Laysa ʿindī māl. | Lā baʾs, ʿindī.	verified	claude-blind,claude-review	
x057	你想坐这个椅子吗？｜好的，谢谢。	Nǐ xiǎng zuò zhè ge yǐ zi ma? | Hǎo de, xiè xie.	Do you want to sit in this chair? | Okay, thanks.	هَلْ تُرِيدُ أَنْ تَجْلِسَ عَلَى هٰذَا الْكُرْسِيِّ؟ | حَسَنًا، شُكْرًا.	Hal turīdu an tajlisa ʿalā hādhā al-kursiyy? | Ḥasanan, shukran.	verified	claude-blind,claude-review	
x058	请坐！｜谢谢。	Qǐng zuò! | Xiè xie.	Please sit! | Thanks.	تَفَضَّلْ بِالْجُلُوسِ! | شُكْرًا.	Tafaḍḍal bi-l-julūs! | Shukran.	verified	claude-blind,claude-review	
x059	你去医院吗？｜不去。	Nǐ qù yī yuàn ma? | Bú qù.	Are you going to the hospital? | No.	هَلْ تَذْهَبُ إِلَى الْمُسْتَشْفَى؟ | لَا.	Hal tadhhabu ilā al-mustashfā? | Lā.	verified	claude-blind,claude-review	
x060	我看见你了！｜你好！	Wǒ kàn jiàn nǐ le! | Nǐ hǎo!	I see you! | Hello!	رَأَيْتُكَ! | مَرْحَبًا!	Raʾaytuk! | Marḥaban!	verified	claude-blind,claude-review	
