id	script	reading	english	tags	status	checks	note
p100	喂？	Wèi?	Hello?	lonely	verified	claude-blind,claude-review	
p101	谁在那儿？	Shéi zài nàr?	Who's there?	lonely	verified	claude-blind,claude-review	
p102	我想你。	Wǒ xiǎng nǐ.	I miss you.	lonely	verified	claude-blind,claude-review	
p103	你什么时候回来？	Nǐ shén me shí hou huí lái?	When are you coming back?	lonely	verified	claude-blind,claude-review	
p104	我没有朋友。	Wǒ méi yǒu péng you.	I have no friends.	lonely	verified	claude-blind,claude-review	
p105	我想看看你。	Wǒ xiǎng kàn kan nǐ.	I want to see you.	lonely	verified	claude-blind,claude-review	
p106	你去哪儿了？	Nǐ qù nǎr le?	Where did you go?	lonely	verified	claude-blind,claude-review	
p107	今天很热。	Jīn tiān hěn rè.	It's hot today.	random	verified	claude-blind,claude-review	
p108	今天很冷。	Jīn tiān hěn lěng.	It's cold today.	random	verified	claude-blind,claude-review	
p109	今天天气很好。	Jīn tiān tiān qì hěn hǎo.	The weather is nice today.	random	verified	claude-blind,claude-review	
p110	今天天气怎么样？	Jīn tiān tiān qì zěn me yàng?	How's the weather today?	random	verified	claude-blind,claude-review	
p111	明天会下雨吗？	Míng tiān huì xià yǔ ma?	Will it rain tomorrow?	random	verified	claude-blind,claude-review	
p112	下雨了。	Xià yǔ le.	It's raining.	random	verified	claude-blind,claude-review	
p113	我喜欢下雨。	Wǒ xǐ huan xià yǔ.	I like rain.	random	verified	claude-blind,claude-review	
p114	昨天下雨了。	Zuó tiān xià yǔ le.	It rained yesterday.	random	verified	claude-blind,claude-review	
p115	今天是几号？	Jīn tiān shì jǐ hào?	What's the date today?	random	verified	claude-blind,claude-review	
p116	今天几月几号？	Jīn tiān jǐ yuè jǐ hào?	What's today's date?	random	verified	claude-blind,claude-review	
p117	现在三点。	Xiàn zài sān diǎn.	It's three o'clock.	random	verified	claude-blind,claude-review	
p118	现在十点了。	Xiàn zài shí diǎn le.	It's ten o'clock already.	random	verified	claude-blind,claude-review	
p119	你几岁？	Nǐ jǐ suì?	How old are you?	random	verified	claude-blind,claude-review	
p120	你多大？	Nǐ duō dà?	How old are you?	random	verified	claude-blind,claude-review	
p121	我八岁。	Wǒ bā suì.	I'm eight years old.	random	verified	claude-blind,claude-review	
p122	我有很多朋友。	Wǒ yǒu hěn duō péng you.	I have many friends.	random	verified	claude-blind,claude-review	
p123	我有三个朋友。	Wǒ yǒu sān gè péng you.	I have three friends.	random	verified	claude-blind,claude-review	
p124	我家有五个人。	Wǒ jiā yǒu wǔ gè rén.	There are five people in my family.	random	verified	claude-blind,claude-review	
p125	我爸爸是医生。	Wǒ bà ba shì yī shēng.	My dad is a doctor.	random	verified	claude-blind,claude-review	
p126	我妈妈是老师。	Wǒ mā ma shì lǎo shī.	My mom is a teacher.	random	verified	claude-blind,claude-review	
p127	我是学生。	Wǒ shì xué sheng.	I'm a student.	random	verified	claude-blind,claude-review	
p128	我们是同学。	Wǒ men shì tóng xué.	We are classmates.	random	verified	claude-blind,claude-review	
p129	他是我的老师。	Tā shì wǒ de lǎo shī.	He is my teacher.	random	verified	claude-blind,claude-review	
p130	她是我的同学。	Tā shì wǒ de tóng xué.	She is my classmate.	random	verified	claude-blind,claude-review	
p131	他是谁？	Tā shì shéi?	Who is he?	random	verified	claude-blind,claude-review	
p132	她是谁？	Tā shì shéi?	Who is she?	random	verified	claude-blind,claude-review	
p133	她很漂亮。	Tā hěn piào liang.	She is very pretty.	random	verified	claude-blind,claude-review	
p134	他是中国人。	Tā shì zhōng guó rén.	He is Chinese.	random	verified	claude-blind,claude-review	
p135	你是中国人吗？	Nǐ shì zhōng guó rén ma?	Are you Chinese?	random	verified	claude-blind,claude-review	
p136	我会说汉语。	Wǒ huì shuō hàn yǔ.	I can speak Chinese.	random	verified	claude-blind,claude-review	
p137	我会说一点儿汉语。	Wǒ huì shuō yì diǎnr hàn yǔ.	I can speak a little Chinese.	random	verified	claude-blind,claude-review	
p138	你会说汉语吗？	Nǐ huì shuō hàn yǔ ma?	Can you speak Chinese?	random	verified	claude-blind,claude-review	
p139	我在学习汉语。	Wǒ zài xué xí hàn yǔ.	I'm studying Chinese.	random	verified	claude-blind,claude-review	
p140	这个字怎么写？	Zhè ge zì zěn me xiě?	How do you write this character?	random	verified	claude-blind,claude-review	
p141	我会写这个字。	Wǒ huì xiě zhè ge zì.	I can write this character.	random	verified	claude-blind,claude-review	
p142	我想去北京。	Wǒ xiǎng qù běi jīng.	I want to go to Beijing.	random	verified	claude-blind,claude-review	
p143	北京很大。	Běi jīng hěn dà.	Beijing is very big.	random	verified	claude-blind,claude-review	
p144	我想去中国。	Wǒ xiǎng qù zhōng guó.	I want to go to China.	random	verified	claude-blind,claude-review	
p145	中国很大。	Zhōng guó hěn dà.	China is very big.	random	verified	claude-blind,claude-review	
p146	我住在北京。	Wǒ zhù zài běi jīng.	I live in Beijing.	random	verified	claude-blind,claude-review	
p147	你住在哪儿？	Nǐ zhù zài nǎr?	Where do you live?	random	verified	claude-blind,claude-review	
p148	我坐飞机去北京。	Wǒ zuò fēi jī qù běi jīng.	I'm flying to Beijing.	random	verified	claude-blind,claude-review	
p149	我坐出租车去。	Wǒ zuò chū zū chē qù.	I'll go by taxi.	random	verified	claude-blind,claude-review	
p150	我们去商店。	Wǒ men qù shāng diàn.	We're going to the shop.	random	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind gloss is a synonym of the intended English
p151	你想买什么？	Nǐ xiǎng mǎi shén me?	What do you want to buy?	random	verified	claude-blind,claude-review	
p152	我想买一本书。	Wǒ xiǎng mǎi yì běn shū.	I want to buy a book.	random	verified	claude-blind,claude-review	
p153	我想买衣服。	Wǒ xiǎng mǎi yī fu.	I want to buy clothes.	random	verified	claude-blind,claude-review	
p154	这个多少钱？	Zhè ge duō shao qián?	How much is this?	random	verified	claude-blind,claude-review	
p155	三块钱。	Sān kuài qián.	Three yuan.	random	verified	claude-blind,claude-review	
p156	太多了！	Tài duō le!	That's too much!	random	verified	claude-blind,claude-review	
p157	我没有钱。	Wǒ méi yǒu qián.	I don't have money.	random	verified	claude-blind,claude-review	
p158	我有一点儿钱。	Wǒ yǒu yì diǎnr qián.	I have a little money.	random	verified	claude-blind,claude-review	
p159	我喜欢猫。	Wǒ xǐ huan māo.	I like cats.	random	verified	claude-blind,claude-review	
p160	我喜欢狗。	Wǒ xǐ huan gǒu.	I like dogs.	random	verified	claude-blind,claude-review	
p161	猫在桌子下面。	Māo zài zhuō zi xià mian.	The cat is under the table.	random	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: meaning agreed; tone fixed by a verified word-level override
p162	狗在椅子上。	Gǒu zài yǐ zi shang.	The dog is on the chair.	random	verified	claude-blind,claude-review	
p163	书在桌子上。	Shū zài zhuō zi shang.	The book is on the table.	random	verified	claude-blind,claude-review	
p164	你看见我的书了吗？	Nǐ kàn jiàn wǒ de shū le ma?	Have you seen my book?	random	verified	claude-blind,claude-review	
p165	我在看书。	Wǒ zài kàn shū.	I'm reading a book.	random	verified	claude-blind,claude-review	
p166	我喜欢看书。	Wǒ xǐ huan kàn shū.	I like reading.	random	verified	claude-blind,claude-review	
p167	我喜欢看电影。	Wǒ xǐ huan kàn diàn yǐng.	I like watching films.	random	verified	claude-blind,claude-review	
p168	我们去看电影。	Wǒ men qù kàn diàn yǐng.	We're going to see a film.	random	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: English corrected by review; blind reading agrees in substance
p169	你喜欢看电视吗？	Nǐ xǐ huan kàn diàn shì ma?	Do you like watching TV?	random	verified	claude-blind,claude-review	
p170	我在看电视。	Wǒ zài kàn diàn shì.	I'm watching TV.	random	verified	claude-blind,claude-review	
p171	电脑在哪儿？	Diàn nǎo zài nǎr?	Where is the computer?	random	verified	claude-blind,claude-review	
p172	我想打电话。	Wǒ xiǎng dǎ diàn huà.	I want to make a phone call.	random	verified	claude-blind,claude-review	
p173	请坐。	Qǐng zuò.	Please sit.	random	verified	claude-blind,claude-review	
p174	请喝茶。	Qǐng hē chá.	Please have some tea.	random	verified	claude-blind,claude-review	
p175	你喝什么？	Nǐ hē shén me?	What would you like to drink?	random	verified	claude-blind,claude-review	
p176	我喝水。	Wǒ hē shuǐ.	I'll drink water.	random	verified	claude-blind,claude-review	
p177	我喜欢喝茶。	Wǒ xǐ huan hē chá.	I like drinking tea.	random	verified	claude-blind,claude-review	
p178	我想回家。	Wǒ xiǎng huí jiā.	I want to go home.	random	verified	claude-blind,claude-review	
p179	他去医院了。	Tā qù yī yuàn le.	He went to the hospital.	random	verified	claude-blind,claude-review	
p180	她是医生。	Tā shì yī shēng.	She is a doctor.	random	verified	claude-blind,claude-review	
p181	我不认识他。	Wǒ bú rèn shi tā.	I don't know him.	random	verified	claude-blind,claude-review	
p182	你认识她吗？	Nǐ rèn shi tā ma?	Do you know her?	random	verified	claude-blind,claude-review	
p183	明天我去学校。	Míng tiān wǒ qù xué xiào.	Tomorrow I'm going to school.	random	verified	claude-blind,claude-review	
p184	我们都是朋友。	Wǒ men dōu shì péng you.	We are all friends.	random	verified	claude-blind,claude-review	
p185	我们都很好。	Wǒ men dōu hěn hǎo.	We are all fine.	random	verified	claude-blind,claude-review	
p186	昨天我很高兴。	Zuó tiān wǒ hěn gāo xìng.	I was very happy yesterday.	random	verified	claude-blind,claude-review	
p187	我在家。	Wǒ zài jiā.	I'm at home.	random	verified	claude-blind,claude-review	
p188	我在学校。	Wǒ zài xué xiào.	I'm at school.	random	verified	claude-blind,claude-review	
p189	一，二，三！	Yī, èr, sān!	One, two, three!	random	verified	claude-blind,claude-review	
p190	四，五，六！	Sì, wǔ, liù!	Four, five, six!	random	verified	claude-blind,claude-review	
p191	七，八，九，十！	Qī, bā, jiǔ, shí!	Seven, eight, nine, ten!	random	verified	claude-blind,claude-review	
p192	我有十个苹果。	Wǒ yǒu shí gè píng guǒ.	I have ten apples.	random	verified	claude-blind,claude-review	
p193	我想吃八个苹果。	Wǒ xiǎng chī bā gè píng guǒ.	I want to eat eight apples.	random	verified	claude-blind,claude-review	
p194	你有几个苹果？	Nǐ yǒu jǐ gè píng guǒ?	How many apples do you have?	random	verified	claude-blind,claude-review	
p195	这是我的桌子。	Zhè shì wǒ de zhuō zi.	This is my table.	random	verified	claude-blind,claude-review	
p196	那是你的椅子。	Nà shì nǐ de yǐ zi.	That is your chair.	random	verified	claude-blind,claude-review	
p197	这些是什么？	Zhè xiē shì shén me?	What are these?	random	verified	claude-blind,claude-review	
p198	那些是我的书。	Nà xiē shì wǒ de shū.	Those are my books.	random	verified	claude-blind,claude-review	
p199	你喜欢什么？	Nǐ xǐ huan shén me?	What do you like?	random	verified	claude-blind,claude-review	
p200	我喜欢水果。	Wǒ xǐ huan shuǐ guǒ.	I like fruit.	random	verified	claude-blind,claude-review	
p201	这个很大。	Zhè ge hěn dà.	This is very big.	random	verified	claude-blind,claude-review	
p202	那个很小。	Nà ge hěn xiǎo.	That one is very small.	random	verified	claude-blind,claude-review	
p203	我很小。	Wǒ hěn xiǎo.	I'm very small.	random	verified	claude-blind,claude-review	
p204	你很大。	Nǐ hěn dà.	You're very big.	random	verified	claude-blind,claude-review	
p205	这是一个杯子。	Zhè shì yí gè bēi zi.	This is a cup.	random	verified	claude-blind,claude-review	
p206	请喝一杯茶。	Qǐng hē yì bēi chá.	Please have a cup of tea.	random	verified	claude-blind,claude-review	
p207	我想喝一杯水。	Wǒ xiǎng hē yì bēi shuǐ.	I want a glass of water.	random	verified	claude-blind,claude-review	
p208	他在工作。	Tā zài gōng zuò.	He is working.	random	verified	claude-blind,claude-review	
p209	她在学习。	Tā zài xué xí.	She is studying.	random	verified	claude-blind,claude-review	
p210	我妈妈在做饭。	Wǒ mā ma zài zuò fàn.	My mom is cooking.	random	verified	claude-blind,claude-review	
p211	我下午工作。	Wǒ xià wǔ gōng zuò.	I work in the afternoon.	random	verified	claude-blind,claude-review	
p212	中午我在家吃饭。	Zhōng wǔ wǒ zài jiā chī fàn.	I eat at home at noon.	random	verified	claude-blind,claude-review	
p213	他们是谁？	Tā men shì shéi?	Who are they?	random	verified	claude-blind,claude-review	
p214	他们是我的朋友。	Tā men shì wǒ de péng you.	They are my friends.	random	verified	claude-blind,claude-review	
p215	我有一个女儿。	Wǒ yǒu yí gè nǚ ér.	I have a daughter.	random	verified	claude-blind,claude-review	
p216	他有一个儿子。	Tā yǒu yí gè ér zi.	He has a son.	random	verified	claude-blind,claude-review	
p217	先生，你好！	Xiān sheng, nǐ hǎo!	Hello, sir!	random	verified	claude-blind,claude-review	
p218	小姐，你好！	Xiǎo jiě, nǐ hǎo!	Hello, miss!	random	verified	claude-blind,claude-review	
p219	你们好！	Nǐ men hǎo!	Hello, everyone!	random	verified	claude-blind,claude-review	
p220	我喜欢你的衣服。	Wǒ xǐ huan nǐ de yī fu.	I like your clothes.	random	verified	claude-blind,claude-review	
p221	你的衣服很漂亮。	Nǐ de yī fu hěn piào liang.	Your clothes are very pretty.	random	verified	claude-blind,claude-review	
p222	这个星期我很高兴。	Zhè ge xīng qī wǒ hěn gāo xìng.	I'm very happy this week.	random	verified	claude-blind,claude-review	
p223	我明天不工作。	Wǒ míng tiān bù gōng zuò.	I'm not working tomorrow.	random	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind gloss is a synonym of the intended English
p224	我能看电视吗？	Wǒ néng kàn diàn shì ma?	Can I watch TV?	random	verified	claude-blind,claude-review	
p225	你能看见我吗？	Nǐ néng kàn jiàn wǒ ma?	Can you see me?	random	verified	claude-blind,claude-review	
p226	我看见你了！	Wǒ kàn jiàn nǐ le!	I see you!	random	verified	claude-blind,claude-review	
p227	我想看看。	Wǒ xiǎng kàn kan.	I want to have a look.	random	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: meaning agreed; tone fixed by a verified word-level override
p228	我不会写这个字。	Wǒ bú huì xiě zhè ge zì.	I can't write this character.	random	verified	claude-blind,claude-review	
p229	你会做饭吗？	Nǐ huì zuò fàn ma?	Can you cook?	random	verified	claude-blind,claude-review	
p230	请开电脑。	Qǐng kāi diàn nǎo.	Please turn on the computer.	random	rejected	claude-adjudicated	settled by claude-adjudicated: reviewers disagreed across rounds (打开电脑 vs 开电脑); a contested line is not worth shipping
p231	他什么时候回来？	Tā shén me shí hou huí lái?	When is he coming back?	random	verified	claude-blind,claude-review	
p232	我想和你说汉语。	Wǒ xiǎng hé nǐ shuō hàn yǔ.	I want to speak Chinese with you.	random	verified	claude-blind,claude-review	
p233	我和我的朋友去商店。	Wǒ hé wǒ de péng you qù shāng diàn.	My friend and I are going to the shop.	random	verified	claude-blind,claude-review	
p234	猫和狗都很好。	Māo hé gǒu dōu hěn hǎo.	Cats and dogs are both nice.	random	verified	claude-blind,claude-review	
p235	我不太喜欢这个。	Wǒ bú tài xǐ huan zhè ge.	I don't really like this.	random	verified	claude-blind,claude-review	
p236	太热了！	Tài rè le!	It's too hot!	random	verified	claude-blind,claude-review	
p237	太冷了！	Tài lěng le!	It's too cold!	random	verified	claude-blind,claude-review	
p238	太大了！	Tài dà le!	It's too big!	random	verified	claude-blind,claude-review	
p239	太小了！	Tài xiǎo le!	It's too small!	random	verified	claude-blind,claude-review	
p240	太少了！	Tài shǎo le!	That's too little!	random	verified	claude-blind,claude-review	
p241	我很爱我的家。	Wǒ hěn ài wǒ de jiā.	I love my family very much.	random	verified	claude-blind,claude-review	
p242	你喜欢北京吗？	Nǐ xǐ huan běi jīng ma?	Do you like Beijing?	random	verified	claude-blind,claude-review	
p243	那个商店很大。	Nà ge shāng diàn hěn dà.	That shop is very big.	random	verified	claude-blind,claude-review	
p244	医院在学校后面。	Yī yuàn zài xué xiào hòu mian.	The hospital is behind the school.	random	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: meaning agreed; tone fixed by a verified word-level override
p245	商店在前面。	Shāng diàn zài qián mian.	The shop is up ahead.	random	verified	claude-blind,claude-review	
p246	你家在哪儿？	Nǐ jiā zài nǎr?	Where is your home?	random	verified	claude-blind,claude-review	
p247	我的家很小。	Wǒ de jiā hěn xiǎo.	My home is very small.	random	verified	claude-blind,claude-review	
p248	我想认识你。	Wǒ xiǎng rèn shi nǐ.	I'd like to get to know you.	random	verified	claude-blind,claude-review	
p249	你说什么？	Nǐ shuō shén me?	What did you say?	random	verified	claude-blind,claude-review	
p250	你听！	Nǐ tīng!	Listen!	random	verified	claude-blind,claude-review	
p251	我在听。	Wǒ zài tīng.	I'm listening.	random	verified	claude-blind,claude-review	
p252	你想去哪儿？	Nǐ xiǎng qù nǎr?	Where do you want to go?	random	verified	claude-blind,claude-review	
p253	我们去哪儿吃饭？	Wǒ men qù nǎr chī fàn?	Where shall we eat?	random	verified	claude-blind,claude-review	
