id	script	reading	english	gloss	gloss_reading	status	checks	note
h3p042	除了你，我谁也不想见。	Chú le nǐ, wǒ shéi yě bù xiǎng jiàn.	I don't want to see anyone but you.	لَا أُرِيدُ أَنْ أَرَى أَحَدًا غَيْرَكَ.	Lā urīdu an arā aḥadan ghayrak.	verified	claude-blind,claude-review	
h3p043	厨房里有好吃的东西。	Chú fáng lǐ yǒu hǎo chī de dōng xi.	There's something tasty in the kitchen.	فِي الْمَطْبَخِ شَيْءٌ لَذِيذٌ.	Fī al-maṭbakhi shayʾun ladhīdh.	verified	claude-blind,claude-review	
h3p044	春天到了，我好高兴！	Chūn tiān dào le, wǒ hǎo gāo xìng!	Spring is here, I'm so happy!	جَاءَ الرَّبِيعُ، مَا أَسْعَدَنِي!	Jāʾa ar-rabīʿ, mā asʿadanī!	verified	claude-blind,claude-review	
h3p045	这个词语是什么意思？	Zhè ge cí yǔ shì shén me yì si?	What does this word mean?	مَا مَعْنَى هٰذِهِ الْكَلِمَةِ؟	Mā maʿnā hādhihi al-kalima?	verified	claude-blind,claude-review	
h3p046	你真聪明！	Nǐ zhēn cōng ming!	You're so clever!	مَا أَذْكَاكَ!	Mā adhkāk!	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same as the English (wording only)
h3p047	我打扫得很干净吧？	Wǒ dǎ sǎo de hěn gān jìng ba?	I cleaned it really well, didn't I?	لَقَدْ نَظَّفْتُ الْمَكَانَ جَيِّدًا، أَلَيْسَ كَذٰلِكَ؟	Laqad naẓẓaftu al-makāna jayyidan, alaysa kadhālik?	verified	claude-blind,claude-review	
h3p048	你今天打算做什么？	Nǐ jīn tiān dǎ suàn zuò shén me?	What do you plan to do today?	مَاذَا تَنْوِي أَنْ تَفْعَلَ الْيَوْمَ؟	Mādhā tanwī an tafʿala al-yawm?	verified	claude-blind,claude-review	
h3p049	我打算去公园玩儿。	Wǒ dǎ suàn qù gōng yuán wánr.	I plan to go and play in the park.	أَنْوِي أَنْ أَذْهَبَ إِلَى الْحَدِيقَةِ لِأَلْعَبَ.	Anwī an adhhaba ilā al-ḥadīqati liʾalʿab.	verified	claude-blind,claude-review	
h3p050	你出门要带手机。	Nǐ chū mén yào dài shǒu jī.	Take your phone when you go out.	خُذْ هَاتِفَكَ عِنْدَمَا تَخْرُجُ.	Khudh hātifaka ʿindamā takhruj.	verified	claude-blind,claude-review	
h3p051	我很担心你。	Wǒ hěn dān xīn nǐ.	I'm worried about you.	أَنَا قَلِقٌ عَلَيْكَ.	Anā qaliqun ʿalayk.	verified	claude-blind,claude-review	
h3p052	我想吃蛋糕，想吃很多。	Wǒ xiǎng chī dàn gāo, xiǎng chī hěn duō.	I want cake, a lot of it.	أُرِيدُ كَعْكَةً، أُرِيدُ الْكَثِيرَ مِنْهَا.	Urīdu kaʿka, urīdu al-kathīra minhā.	verified	claude-blind,claude-review	
h3p053	你饿了吗？当然要吃饭！	Nǐ è le ma? Dāng rán yào chī fàn!	Are you hungry? Of course you need to eat!	هَلْ أَنْتَ جَائِعٌ؟ طَبْعًا يَجِبُ أَنْ تَأْكُلَ!	Hal anta jāʾiʿ? Ṭabʿan yajibu an taʾkul!	verified	claude-blind,claude-review	
h3p054	我慢慢地走过去。	Wǒ màn màn de zǒu guò qù.	I walk over slowly.	أَمْشِي إِلَى هُنَاكَ بِبُطْءٍ.	Amshī ilā hunāka bibuṭʾ.	verified	claude-blind,claude-review	
h3p055	把灯关了吧，我要睡觉了。	Bǎ dēng guān le ba, wǒ yào shuì jiào le.	Turn off the light, I'm going to sleep.	أَطْفِئِ الْمِصْبَاحَ، سَأَنَامُ الْآنَ.	Aṭfiʾi al-miṣbāḥ, saʾanāmu al-ʾān.	verified	claude-blind,claude-review	
h3p056	这个地方真漂亮。	Zhè ge dì fang zhēn piào liang.	This place is really pretty.	هٰذَا الْمَكَانُ جَمِيلٌ حَقًّا.	Hādhā al-makānu jamīlun ḥaqqan.	verified	claude-blind,claude-review	
h3p057	你坐地铁去上班吗？	Nǐ zuò dì tiě qù shàng bān ma?	Do you take the subway to work?	هَلْ تَذْهَبُ إِلَى الْعَمَلِ بِالْمِتْرُو؟	Hal tadhhabu ilā al-ʿamali bi-l-mitrū?	verified	claude-blind,claude-review	
h3p058	你看得懂这张地图吗？	Nǐ kàn de dǒng zhè zhāng dì tú ma?	Can you read this map?	هَلْ تَسْتَطِيعُ أَنْ تَقْرَأَ هٰذِهِ الْخَرِيطَةَ؟	Hal tastaṭīʿu an taqraʾa hādhihi al-kharīṭa?	verified	claude-blind,claude-review	
h3p059	电梯坏了，只能走楼梯。	Diàn tī huài le, zhǐ néng zǒu lóu tī.	The elevator is broken, so we have to take the stairs.	الْمِصْعَدُ مُعَطَّلٌ، فَعَلَيْنَا أَنْ نَسْتَخْدِمَ السُّلَّمَ.	Al-miṣʿadu muʿaṭṭal, faʿalaynā an nastakhdima as-sullam.	verified	claude-blind,claude-review	
h3p060	你有新的电子邮件！	Nǐ yǒu xīn de diàn zǐ yóu jiàn!	You've got a new email!	لَدَيْكَ بَرِيدٌ إِلِكْتْرُونِيٌّ جَدِيدٌ!	Ladayka barīdun iliktrūniyyun jadīd!	verified	claude-blind,claude-review,claude-adjudicated	settled by claude-blind,claude-review,claude-adjudicated: reviewer's fix only corrects the vowelling of the loanword (sukun); the blind reading of the meaning agreed
h3p061	太阳从东边出来了。	Tài yáng cóng dōng biān chū lái le.	The sun is rising from the east.	تُشْرِقُ الشَّمْسُ مِنَ الشَّرْقِ.	Tushriqu ash-shamsu mina ash-sharq.	verified	claude-blind,claude-review	
h3p062	冬天太冷了，我不想出门。	Dōng tiān tài lěng le, wǒ bù xiǎng chū mén.	Winter is too cold, I don't want to go out.	الشِّتَاءُ بَارِدٌ أَكْثَرَ مِنَ اللَّازِمِ، لَا أُرِيدُ أَنْ أَخْرُجَ.	Ash-shitāʾu bāridun akthara mina al-lāzim, lā urīdu an akhruj.	verified	claude-blind,claude-review	
h3p063	我最喜欢的动物是猫。	Wǒ zuì xǐ huan de dòng wù shì māo.	My favorite animal is the cat.	حَيَوَانِي الْمُفَضَّلُ هُوَ الْقِطُّ.	Ḥayawānī al-mufaḍḍalu huwa al-qiṭṭ.	verified	claude-blind,claude-review	
h3p064	我的腿很短。	Wǒ de tuǐ hěn duǎn.	My legs are short.	رِجْلَايَ قَصِيرَتَانِ.	Rijlāya qaṣīratān.	verified	claude-blind,claude-review	
h3p065	这段路不太远。	Zhè duàn lù bú tài yuǎn.	This stretch of road isn't far.	هٰذَا الطَّرِيقُ لَيْسَ بَعِيدًا كَثِيرًا.	Hādhā aṭ-ṭarīqu laysa baʿīdan kathīran.	verified	claude-blind,claude-review	
h3p066	你每天锻炼吗？	Nǐ měi tiān duàn liàn ma?	Do you exercise every day?	هَلْ تَتَمَرَّنُ كُلَّ يَوْمٍ؟	Hal tatamarranu kulla yawm?	verified	claude-blind,claude-review	
h3p067	今天天气多么好啊！	Jīn tiān tiān qì duō me hǎo a!	What lovely weather today!	مَا أَجْمَلَ الْجَوَّ الْيَوْمَ!	Mā ajmala al-jawwa al-yawm!	verified	claude-blind,claude-review	
h3p068	我好饿啊，想吃面包。	Wǒ hǎo è a, xiǎng chī miàn bāo.	I'm so hungry. I want bread.	أَنَا جَائِعٌ جِدًّا، أُرِيدُ خُبْزًا.	Anā jāʾiʿun jiddan, urīdu khubzan.	verified	claude-blind,claude-review	
h3p069	我想去，而你不想去。	Wǒ xiǎng qù, ér nǐ bù xiǎng qù.	I want to go, but you don't.	أُرِيدُ أَنْ أَذْهَبَ، أَمَّا أَنْتَ فَلَا تُرِيدُ.	Urīdu an adhhab, ammā anta falā turīd.	verified	claude-blind,claude-review	
h3p070	我有两只大耳朵。	Wǒ yǒu liǎng zhī dà ěr duo.	I have two big ears.	لِي أُذُنَانِ كَبِيرَتَانِ.	Lī udhunāni kabīratān.	verified	claude-blind,claude-review	
h3p071	你发烧了吗？	Nǐ fā shāo le ma?	Do you have a fever?	هَلْ عِنْدَكَ حُمَّى؟	Hal ʿindaka ḥummā?	verified	claude-blind,claude-review	
h3p072	我好像发烧了，头很疼。	Wǒ hǎo xiàng fā shāo le, tóu hěn téng.	I think I have a fever. My head hurts.	أَظُنُّ أَنَّ عِنْدِي حُمَّى، رَأْسِي يُؤْلِمُنِي كَثِيرًا.	Aẓunnu anna ʿindī ḥummā, raʾsī yuʾlimunī kathīran.	verified	claude-blind,claude-review	
h3p073	你发现了什么？	Nǐ fā xiàn le shén me?	What did you find?	مَاذَا وَجَدْتَ؟	Mādhā wajadt?	verified	claude-blind,claude-review	
h3p074	在家很方便，什么都有。	Zài jiā hěn fāng biàn, shén me dōu yǒu.	It's convenient at home, there's everything.	الْبَيْتُ مُرِيحٌ، فِيهِ كُلُّ شَيْءٍ.	Al-baytu murīḥ, fīhi kullu shayʾ.	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same as the English (wording only)
h3p075	你把杯子放在哪儿了？	Nǐ bǎ bēi zi fàng zài nǎr le?	Where did you put the cup?	أَيْنَ وَضَعْتَ الْكُوبَ؟	Ayna waḍaʿta al-kūb?	verified	claude-blind,claude-review	
h3p076	你放心，我会在家等你。	Nǐ fàng xīn, wǒ huì zài jiā děng nǐ.	Rest assured, I'll wait for you at home.	لَا تَقْلَقْ، سَأَنْتَظِرُكَ فِي الْبَيْتِ.	Lā taqlaq, saʾantaẓiruka fī al-bayt.	verified	claude-blind,claude-review	
h3p077	现在几点了？还差五分十二点。	Xiàn zài jǐ diǎn le? Hái chà wǔ fēn shí èr diǎn.	What time is it? Five to twelve.	كَمِ السَّاعَةُ الْآنَ؟ الثَّانِيَةَ عَشْرَةَ إِلَّا خَمْسَ دَقَائِقَ.	Kami as-sāʿatu al-ʾān? Ath-thāniyata ʿashrata illā khamsa daqāʾiq.	verified	claude-blind,claude-review	
h3p078	你发给我的邮件我看到了。	Nǐ fā gěi wǒ de yóu jiàn wǒ kàn dào le.	I saw the email you sent me.	رَأَيْتُ الرِّسَالَةَ الَّتِي أَرْسَلْتَهَا إِلَيَّ.	Raʾaytu ar-risālata allatī arsaltahā ilayy.	verified	claude-blind,claude-review	
h3p079	你在办公室累不累？	Nǐ zài bàn gōng shì lèi bu lèi?	Are you tired at the office?	هَلْ تَتْعَبُ فِي الْمَكْتَبِ؟	Hal tatʿabu fī al-maktab?	verified	claude-blind,claude-review	
h3p080	好舒服啊，再来一下！	Hǎo shū fu a, zài lái yí xià!	That feels great, do it again!	هٰذَا مُرِيحٌ جِدًّا، مَرَّةً أُخْرَى!	Hādhā murīḥun jiddan, marratan ukhrā!	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same as the English (wording only)
h3p081	啊，你把我放下来了！	A, nǐ bǎ wǒ fàng xià lái le!	Ah, you put me down!	آهٍ، لَقَدْ أَنْزَلْتَنِي!	Āh, laqad anzaltanī!	verified	claude-blind,claude-review	
h3p082	我一个人在家，好安静啊。	Wǒ yí gè rén zài jiā, hǎo ān jìng a.	I'm home alone. It's so quiet.	أَنَا وَحْدِي فِي الْبَيْتِ، مَا أَهْدَأَ الْمَكَانَ!	Anā waḥdī fī al-bayt, mā ahdaʾa al-makān!	verified	claude-blind,claude-review	
h3p083	你怎么才来？我等了好久。	Nǐ zěn me cái lái? Wǒ děng le hǎo jiǔ.	Why did you only just come? I've waited so long.	لِمَاذَا لَمْ تَأْتِ إِلَّا الْآنَ؟ انْتَظَرْتُكَ مُنْذُ وَقْتٍ طَوِيلٍ.	Limādhā lam taʾti illā al-ʾān? Intaẓartuka mundhu waqtin ṭawīl.	verified	claude-blind,claude-review	
h3p084	我好像迟到了，快跑！	Wǒ hǎo xiàng chí dào le, kuài pǎo!	I think I'm late, run!	أَظُنُّ أَنَّنِي تَأَخَّرْتُ، لِأَرْكُضْ بِسُرْعَةٍ!	Aẓunnu annanī taʾakhkhart, liʾarkuḍ bisurʿa!	verified	claude-blind,claude-review	
h3p085	啊，天亮了吗？	A, tiān liàng le ma?	Ah, is it morning already?	آهٍ، هَلْ طَلَعَ النَّهَارُ؟	Āh, hal ṭalaʿa an-nahār?	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same as the English (wording only)
h3p086	别把我放在冰箱里！	Bié bǎ wǒ fàng zài bīng xiāng lǐ!	Don't put me in the fridge!	لَا تَضَعْنِي فِي الثَّلَّاجَةِ!	Lā taḍaʿnī fī ath-thallāja!	verified	claude-blind,claude-review	
h3p087	你带我去参加比赛吧！	Nǐ dài wǒ qù cān jiā bǐ sài ba!	Take me to the match!	خُذْنِي إِلَى الْمُبَارَاةِ!	Khudhnī ilā al-mubārāh!	verified	claude-blind,claude-review	
h3p088	你的成绩怎么样？	Nǐ de chéng jì zěn me yàng?	How were your grades?	كَيْفَ كَانَتْ دَرَجَاتُكَ؟	Kayfa kānat darajātuk?	verified	claude-blind,claude-review	
h3p089	我想搬到北方去住。	Wǒ xiǎng bān dào běi fāng qù zhù.	I want to move to the north.	أُرِيدُ أَنْ أَنْتَقِلَ لِأَسْكُنَ فِي الشَّمَالِ.	Urīdu an antaqila liʾaskuna fī ash-shamāl.	verified	claude-blind,claude-review	
h3p090	这个包又大又重。	Zhè ge bāo yòu dà yòu zhòng.	This bag is big and heavy.	هٰذِهِ الْحَقِيبَةُ كَبِيرَةٌ وَثَقِيلَةٌ.	Hādhihi al-ḥaqībatu kabīratun wathaqīla.	verified	claude-blind,claude-review	
h3p091	超市里有很多吃的。	Chāo shì lǐ yǒu hěn duō chī de.	There's a lot to eat at the supermarket.	فِي الْمَتْجَرِ الْكَبِيرِ طَعَامٌ كَثِيرٌ.	Fī al-matjari al-kabīri ṭaʿāmun kathīr.	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same as the English (wording only)
h3p092	你的鼻子和耳朵都红了。	Nǐ de bí zi hé ěr duo dōu hóng le.	Your nose and ears are both red.	احْمَرَّ أَنْفُكَ وَأُذُنَاكَ.	Iḥmarra anfuka waʾudhunāk.	verified	claude-blind,claude-review	
h3p093	你打算几点睡觉？	Nǐ dǎ suàn jǐ diǎn shuì jiào?	When do you plan to go to bed?	فِي أَيِّ سَاعَةٍ تَنْوِي أَنْ تَنَامَ؟	Fī ayyi sāʿatin tanwī an tanām?	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same as the English (wording only)
h3p094	我的爱好是看地上的草。	Wǒ de ài hào shì kàn dì shang de cǎo.	My hobby is watching the grass on the ground.	هِوَايَتِي هِيَ النَّظَرُ إِلَى الْعُشْبِ عَلَى الْأَرْضِ.	Hiwāyatī hiya an-naẓaru ilā al-ʿushbi ʿalā al-ʾarḍ.	verified	claude-blind,claude-review	
h3p095	这里比较安静，我喜欢。	Zhè lǐ bǐ jiào ān jìng, wǒ xǐ huan.	It's fairly quiet here, I like it.	الْمَكَانُ هَادِئٌ نَوْعًا مَا هُنَا، وَهٰذَا يُعْجِبُنِي.	Al-makānu hādiʾun nawʿan mā hunā, wahādhā yuʿjibunī.	verified	claude-blind,claude-review	
h3p096	别人都说我很矮。	Bié rén dōu shuō wǒ hěn ǎi.	Everyone says I'm short.	يَقُولُ الْآخَرُونَ كُلُّهُمْ إِنَّنِي قَصِيرٌ.	Yaqūlu al-ʾākharūna kulluhum innanī qaṣīr.	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same as the English (wording only)
h3p097	下班了，你快回家吧。	Xià bān le, nǐ kuài huí jiā ba.	Work's over, come home soon.	انْتَهَى الْعَمَلُ، عُدْ إِلَى الْبَيْتِ بِسُرْعَةٍ.	Intahā al-ʿamal, ʿud ilā al-bayti bisurʿa.	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same as the English (wording only)
h3p098	我在家里等你，你别担心。	Wǒ zài jiā lǐ děng nǐ, nǐ bié dān xīn.	I'll wait at home, don't worry.	سَأَنْتَظِرُكَ فِي الْبَيْتِ، لَا تَقْلَقْ.	Saʾantaẓiruka fī al-bayt, lā taqlaq.	verified	claude-blind,claude-review	
h3p099	再见，路上要小心。	Zài jiàn, lù shang yào xiǎo xīn.	Bye, be careful on the way.	مَعَ السَّلَامَةِ، انْتَبِهْ فِي الطَّرِيقِ.	Maʿa as-salāma, intabih fī aṭ-ṭarīq.	verified	claude-blind,claude-review	
