id	script	reading	english	gloss	status	checks	note
p020	再见！	Zài jiàn!	Goodbye!	¡Adiós!	verified	claude-blind,claude-review	
p021	明天见！	Míng tiān jiàn!	See you tomorrow!	¡Nos vemos mañana!	verified	claude-blind,claude-review	
p022	下午见！	Xià wǔ jiàn!	See you this afternoon!	¡Nos vemos esta tarde!	verified	claude-blind,claude-review	
p023	我回家了。	Wǒ huí jiā le.	I'm going home.	Me voy a casa.	verified	claude-blind,claude-review	
p024	我去睡觉了。	Wǒ qù shuì jiào le.	I'm going to sleep.	Me voy a dormir.	verified	claude-blind,claude-review	
p025	我想吃东西。	Wǒ xiǎng chī dōng xi.	I want to eat something.	Quiero comer algo.	verified	claude-blind,claude-review	
p026	我想吃饭。	Wǒ xiǎng chī fàn.	I want to eat.	Quiero comer.	verified	claude-blind,claude-review	
p027	我想吃米饭。	Wǒ xiǎng chī mǐ fàn.	I want to eat rice.	Quiero comer arroz.	verified	claude-blind,claude-review	
p028	我想吃苹果。	Wǒ xiǎng chī píng guǒ.	I want to eat an apple.	Quiero comer una manzana.	verified	claude-blind,claude-review	
p029	我想吃水果。	Wǒ xiǎng chī shuǐ guǒ.	I want to eat fruit.	Quiero comer fruta.	verified	claude-blind,claude-review	
p030	我没有吃饭。	Wǒ méi yǒu chī fàn.	I haven't eaten.	No he comido.	verified	claude-blind,claude-review	
p031	我今天没有吃饭。	Wǒ jīn tiān méi yǒu chī fàn.	I haven't eaten today.	Hoy no he comido.	verified	claude-blind,claude-review	
p032	什么时候吃饭？	Shén me shí hou chī fàn?	When do we eat?	¿Cuándo comemos?	verified	claude-blind,claude-review	
p033	中午吃什么？	Zhōng wǔ chī shén me?	What's for lunch?	¿Qué comemos al mediodía?	verified	claude-blind,claude-review	
p034	你有苹果吗？	Nǐ yǒu píng guǒ ma?	Do you have an apple?	¿Tienes una manzana?	verified	claude-blind,claude-review	
p035	你有米饭吗？	Nǐ yǒu mǐ fàn ma?	Do you have rice?	¿Tienes arroz?	verified	claude-blind,claude-review	
p036	我想喝水。	Wǒ xiǎng hē shuǐ.	I want to drink water.	Quiero tomar agua.	verified	claude-blind,claude-review	
p037	我想喝茶。	Wǒ xiǎng hē chá.	I want to drink tea.	Quiero tomar té.	verified	claude-blind,claude-review	
p038	我很想吃东西。	Wǒ hěn xiǎng chī dōng xi.	I really want to eat something.	Tengo muchas ganas de comer algo.	verified	claude-blind,claude-review	
p039	我想吃很多东西。	Wǒ xiǎng chī hěn duō dōng xi.	I want to eat lots of things.	Quiero comer muchas cosas.	verified	claude-blind,claude-review	
p040	这个能吃吗？	Zhè ge néng chī ma?	Can this be eaten?	¿Esto se puede comer?	verified	claude-blind,claude-review	
p041	我能吃这个吗？	Wǒ néng chī zhè ge ma?	May I eat this?	¿Puedo comer esto?	verified	claude-blind,claude-review	
p042	你吃饭了吗？	Nǐ chī fàn le ma?	Have you eaten?	¿Ya comiste?	verified	claude-blind,claude-review	
p043	我们去饭店吃饭。	Wǒ men qù fàn diàn chī fàn.	We're going to a restaurant to eat.	Vamos a un restaurante a comer.	verified	claude-blind,claude-review	
p044	我想睡觉。	Wǒ xiǎng shuì jiào.	I want to sleep.	Quiero dormir.	verified	claude-blind,claude-review	
p045	我很想睡觉。	Wǒ hěn xiǎng shuì jiào.	I really want to sleep.	Tengo muchas ganas de dormir.	verified	claude-blind,claude-review	
p046	我不想工作。	Wǒ bù xiǎng gōng zuò.	I don't want to work.	No quiero trabajar.	verified	claude-blind,claude-review	
p047	现在几点了？	Xiàn zài jǐ diǎn le?	What time is it now?	¿Qué hora es ahora?	verified	claude-blind,claude-review	
p048	我今天做了很多工作。	Wǒ jīn tiān zuò le hěn duō gōng zuò.	I worked a lot today.	Hoy trabajé mucho.	verified	claude-blind,claude-review	
p049	我想回家睡觉。	Wǒ xiǎng huí jiā shuì jiào.	I want to go home and sleep.	Quiero ir a casa a dormir.	verified	claude-blind,claude-review	
p050	我不想读书。	Wǒ bù xiǎng dú shū.	I don't want to study.	No quiero estudiar.	verified	claude-blind,claude-review	
p051	我想坐一下。	Wǒ xiǎng zuò yí xià.	I want to sit for a bit.	Quiero sentarme un rato.	verified	claude-blind,claude-review	
p052	我睡觉了。	Wǒ shuì jiào le.	I'm going to bed.	Me voy a la cama.	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading is an equivalent Spanish rendering (p052: 我睡觉了 is 'going to bed', as adjudicated for the English)
p053	现在几点？	Xiàn zài jǐ diǎn?	What time is it?	¿Qué hora es?	verified	claude-blind,claude-review	
p054	今天是星期几？	Jīn tiān shì xīng qī jǐ?	What day is it today?	¿Qué día es hoy?	verified	claude-blind,claude-review	
p055	你好！我在这儿。	Nǐ hǎo! Wǒ zài zhèr.	Hello! I'm here.	¡Hola! Estoy aquí.	verified	claude-blind,claude-review	
p056	我很高兴！	Wǒ hěn gāo xìng!	I'm very happy!	¡Estoy muy feliz!	verified	claude-blind,claude-review	
p057	太好了！	Tài hǎo le!	Great!	¡Qué bien!	verified	claude-blind,claude-review	
p058	很好！	Hěn hǎo!	Very good!	¡Muy bien!	verified	claude-blind,claude-review	
p059	我很好。	Wǒ hěn hǎo.	I'm fine.	Estoy bien.	verified	claude-blind,claude-review	
p060	我喜欢你。	Wǒ xǐ huan nǐ.	I like you.	Me gustas.	verified	claude-blind,claude-review	
p061	我爱你。	Wǒ ài nǐ.	I love you.	Te amo.	verified	claude-blind,claude-review	
p062	我喜欢这儿。	Wǒ xǐ huan zhèr.	I like it here.	Me gusta aquí.	verified	claude-blind,claude-review	
p063	今天我很高兴。	Jīn tiān wǒ hěn gāo xìng.	I'm happy today.	Hoy estoy feliz.	verified	claude-blind,claude-review	
p064	我们都很高兴。	Wǒ men dōu hěn gāo xìng.	We're all happy.	Todos estamos felices.	verified	claude-blind,claude-review	
p065	谢谢你！	Xiè xie nǐ!	Thank you!	¡Muchas gracias!	verified	claude-blind,claude-review	
p066	谢谢！	Xiè xie!	Thanks!	¡Gracias!	verified	claude-blind,claude-review	
p067	我喜欢这个。	Wǒ xǐ huan zhè ge.	I like this.	Me gusta esto.	verified	claude-blind,claude-review	
p068	你很好。	Nǐ hěn hǎo.	You're very nice.	Eres muy bueno.	verified	claude-blind,claude-review	
p069	你是我的朋友！	Nǐ shì wǒ de péng you!	You're my friend!	¡Eres mi amigo!	verified	claude-blind,claude-review	
p070	我爱你！	Wǒ ài nǐ!	I love you!	¡Te amo!	verified	claude-blind,claude-review	
p071	好吃！	Hǎo chī!	Tasty!	¡Qué rico!	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading is an equivalent Spanish rendering (p052: 我睡觉了 is 'going to bed', as adjudicated for the English)
p072	很好吃！	Hěn hǎo chī!	Very tasty!	¡Muy rico!	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading is an equivalent Spanish rendering (p052: 我睡觉了 is 'going to bed', as adjudicated for the English)
p073	太好吃了！	Tài hǎo chī le!	So tasty!	¡Está riquísimo!	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading is an equivalent Spanish rendering (p052: 我睡觉了 is 'going to bed', as adjudicated for the English)
p074	谢谢，很好吃！	Xiè xie, hěn hǎo chī!	Thanks, it's very tasty!	Gracias, ¡está muy rico!	verified	claude-blind,claude-review	
p075	我喜欢吃这个。	Wǒ xǐ huan chī zhè ge.	I like eating this.	Me gusta comer esto.	verified	claude-blind,claude-review	
p076	我吃了很多。	Wǒ chī le hěn duō.	I ate a lot.	Comí mucho.	verified	claude-blind,claude-review	
p077	这是什么？很好吃！	Zhè shì shén me? Hěn hǎo chī!	What is this? It's very tasty!	¿Qué es esto? ¡Está muy rico!	verified	claude-blind,claude-review	
p079	不！	Bù!	No!	¡No!	verified	claude-blind,claude-review	
p080	不，不，不！	Bù, bù, bù!	No, no, no!	¡No, no, no!	verified	claude-blind,claude-review	
p081	你想做什么？	Nǐ xiǎng zuò shén me?	What do you want to do?	¿Qué quieres hacer?	verified	claude-blind,claude-review	
p082	我不喜欢这个！	Wǒ bù xǐ huan zhè ge!	I don't like this!	¡No me gusta esto!	verified	claude-blind,claude-review	
p083	我在哪儿？	Wǒ zài nǎr?	Where am I?	¿Dónde estoy?	verified	claude-blind,claude-review	
p084	我们去哪儿？	Wǒ men qù nǎr?	Where are we going?	¿Adónde vamos?	verified	claude-blind,claude-review	
p085	对不起！	Duì bu qǐ!	Sorry!	¡Perdón!	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading is an equivalent Spanish rendering (p052: 我睡觉了 is 'going to bed', as adjudicated for the English)
p086	没关系。	Méi guān xi.	It's okay.	No hay problema.	verified	claude-blind,claude-review	
p087	不好！	Bù hǎo!	Not good!	¡Qué mal!	verified	claude-blind,claude-review	
p088	我不喜欢这个。	Wǒ bù xǐ huan zhè ge.	I don't like this.	No me gusta esto.	verified	claude-blind,claude-review	
p089	这是什么？	Zhè shì shén me?	What is this?	¿Qué es esto?	verified	claude-blind,claude-review	
p090	这个是什么东西？	Zhè ge shì shén me dōng xi?	What is this thing?	¿Qué es esta cosa?	verified	claude-blind,claude-review	
p091	我想吃这个。	Wǒ xiǎng chī zhè ge.	I want to eat this.	Quiero comer esto.	verified	claude-blind,claude-review	
p092	这个很好吃。	Zhè ge hěn hǎo chī.	This is very tasty.	Esto está muy rico.	verified	claude-blind,claude-review	
p093	这个不好吃。	Zhè ge bù hǎo chī.	This isn't tasty.	Esto no está rico.	verified	claude-blind,claude-review	
p094	这是我的！	Zhè shì wǒ de!	This is mine!	¡Esto es mío!	verified	claude-blind,claude-review	
p095	那是什么？	Nà shì shén me?	What is that?	¿Qué es eso?	verified	claude-blind,claude-review	
p096	这个电脑很好吃。	Zhè ge diàn nǎo hěn hǎo chī.	This computer is very tasty.	Esta computadora está muy rica.	verified	claude-blind,claude-review	
p097	我在吃东西。	Wǒ zài chī dōng xi.	I'm eating.	Estoy comiendo.	verified	claude-blind,claude-review	
p098	这个字怎么读？	Zhè ge zì zěn me dú?	How do you read this character?	¿Cómo se lee este carácter?	verified	claude-blind,claude-review	
p099	你好？	Nǐ hǎo?	Hello?	¿Hola?	verified	claude-blind,claude-review	
p100	喂？	Wèi?	Hello?	¿Aló?	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading is an equivalent Spanish rendering (p052: 我睡觉了 is 'going to bed', as adjudicated for the English)
p101	谁在那儿？	Shéi zài nàr?	Who's there?	¿Quién está ahí?	verified	claude-blind,claude-review	
p102	我想你。	Wǒ xiǎng nǐ.	I miss you.	Te extraño.	verified	claude-blind,claude-review	
p103	你什么时候回来？	Nǐ shén me shí hou huí lái?	When are you coming back?	¿Cuándo vuelves?	verified	claude-blind,claude-review	
p104	我没有朋友。	Wǒ méi yǒu péng you.	I have no friends.	No tengo amigos.	verified	claude-blind,claude-review	
p105	我想看看你。	Wǒ xiǎng kàn kan nǐ.	I want to see you.	Quiero verte.	verified	claude-blind,claude-review	
p106	你去哪儿了？	Nǐ qù nǎr le?	Where did you go?	¿Adónde fuiste?	verified	claude-blind,claude-review	
p107	今天很热。	Jīn tiān hěn rè.	It's hot today.	Hoy hace mucho calor.	verified	claude-blind,claude-review	
p108	今天很冷。	Jīn tiān hěn lěng.	It's cold today.	Hoy hace mucho frío.	verified	claude-blind,claude-review	
p109	今天天气很好。	Jīn tiān tiān qì hěn hǎo.	The weather is nice today.	Hoy hace buen tiempo.	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading is an equivalent Spanish rendering (p052: 我睡觉了 is 'going to bed', as adjudicated for the English)
p110	今天天气怎么样？	Jīn tiān tiān qì zěn me yàng?	How's the weather today?	¿Cómo está el clima hoy?	verified	claude-blind,claude-review	
p111	明天会下雨吗？	Míng tiān huì xià yǔ ma?	Will it rain tomorrow?	¿Mañana va a llover?	verified	claude-blind,claude-review	
p112	下雨了。	Xià yǔ le.	It's raining.	Está lloviendo.	verified	claude-blind,claude-review	
p113	我喜欢下雨。	Wǒ xǐ huan xià yǔ.	I like rain.	Me gusta la lluvia.	verified	claude-blind,claude-review	
p114	昨天下雨了。	Zuó tiān xià yǔ le.	It rained yesterday.	Ayer llovió.	verified	claude-blind,claude-review	
p115	今天是几号？	Jīn tiān shì jǐ hào?	What's the date today?	¿Qué fecha es hoy?	verified	claude-blind,claude-review	
p116	今天几月几号？	Jīn tiān jǐ yuè jǐ hào?	What's today's date?	¿En qué fecha estamos hoy?	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading is an equivalent Spanish rendering (p052: 我睡觉了 is 'going to bed', as adjudicated for the English)
p117	现在三点。	Xiàn zài sān diǎn.	It's three o'clock.	Son las tres.	verified	claude-blind,claude-review	
p118	现在十点了。	Xiàn zài shí diǎn le.	It's ten o'clock already.	Ya son las diez.	verified	claude-blind,claude-review	
p119	你几岁？	Nǐ jǐ suì?	How old are you?	¿Cuántos años tienes?	verified	claude-blind,claude-review	
p120	你多大？	Nǐ duō dà?	How old are you?	¿Qué edad tienes?	verified	claude-blind,claude-review	
p121	我八岁。	Wǒ bā suì.	I'm eight years old.	Tengo ocho años.	verified	claude-blind,claude-review	
p122	我有很多朋友。	Wǒ yǒu hěn duō péng you.	I have many friends.	Tengo muchos amigos.	verified	claude-blind,claude-review	
p123	我有三个朋友。	Wǒ yǒu sān gè péng you.	I have three friends.	Tengo tres amigos.	verified	claude-blind,claude-review	
p124	我家有五个人。	Wǒ jiā yǒu wǔ gè rén.	There are five people in my family.	En mi familia somos cinco.	verified	claude-blind,claude-review	
p125	我爸爸是医生。	Wǒ bà ba shì yī shēng.	My dad is a doctor.	Mi papá es médico.	verified	claude-blind,claude-review	
p126	我妈妈是老师。	Wǒ mā ma shì lǎo shī.	My mom is a teacher.	Mi mamá es maestra.	verified	claude-blind,claude-review	
p127	我是学生。	Wǒ shì xué sheng.	I'm a student.	Soy estudiante.	verified	claude-blind,claude-review	
p128	我们是同学。	Wǒ men shì tóng xué.	We are classmates.	Somos compañeros de clase.	verified	claude-blind,claude-review	
p129	他是我的老师。	Tā shì wǒ de lǎo shī.	He is my teacher.	Él es mi maestro.	verified	claude-blind,claude-review	
p130	她是我的同学。	Tā shì wǒ de tóng xué.	She is my classmate.	Ella es mi compañera de clase.	verified	claude-blind,claude-review	
p131	他是谁？	Tā shì shéi?	Who is he?	¿Quién es él?	verified	claude-blind,claude-review	
p132	她是谁？	Tā shì shéi?	Who is she?	¿Quién es ella?	verified	claude-blind,claude-review	
p133	她很漂亮。	Tā hěn piào liang.	She is very pretty.	Ella es muy bonita.	verified	claude-blind,claude-review	
p134	他是中国人。	Tā shì zhōng guó rén.	He is Chinese.	Él es chino.	verified	claude-blind,claude-review	
p135	你是中国人吗？	Nǐ shì zhōng guó rén ma?	Are you Chinese?	¿Eres chino?	verified	claude-blind,claude-review	
p136	我会说汉语。	Wǒ huì shuō hàn yǔ.	I can speak Chinese.	Sé hablar chino.	verified	claude-blind,claude-review	
p137	我会说一点儿汉语。	Wǒ huì shuō yì diǎnr hàn yǔ.	I can speak a little Chinese.	Sé hablar un poco de chino.	verified	claude-blind,claude-review	
p138	你会说汉语吗？	Nǐ huì shuō hàn yǔ ma?	Can you speak Chinese?	¿Sabes hablar chino?	verified	claude-blind,claude-review	
p139	我在学习汉语。	Wǒ zài xué xí hàn yǔ.	I'm studying Chinese.	Estoy estudiando chino.	verified	claude-blind,claude-review	
p140	这个字怎么写？	Zhè ge zì zěn me xiě?	How do you write this character?	¿Cómo se escribe este carácter?	verified	claude-blind,claude-review	
p141	我会写这个字。	Wǒ huì xiě zhè ge zì.	I can write this character.	Sé escribir este carácter.	verified	claude-blind,claude-review	
p142	我想去北京。	Wǒ xiǎng qù běi jīng.	I want to go to Beijing.	Quiero ir a Beijing.	verified	claude-blind,claude-review	
p143	北京很大。	Běi jīng hěn dà.	Beijing is very big.	Beijing es muy grande.	verified	claude-blind,claude-review	
p144	我想去中国。	Wǒ xiǎng qù zhōng guó.	I want to go to China.	Quiero ir a China.	verified	claude-blind,claude-review	
p145	中国很大。	Zhōng guó hěn dà.	China is very big.	China es muy grande.	verified	claude-blind,claude-review	
p146	我住在北京。	Wǒ zhù zài běi jīng.	I live in Beijing.	Vivo en Beijing.	verified	claude-blind,claude-review	
p147	你住在哪儿？	Nǐ zhù zài nǎr?	Where do you live?	¿Dónde vives?	verified	claude-blind,claude-review	
p148	我坐飞机去北京。	Wǒ zuò fēi jī qù běi jīng.	I'm flying to Beijing.	Voy a Beijing en avión.	verified	claude-blind,claude-review	
p149	我坐出租车去。	Wǒ zuò chū zū chē qù.	I'll go by taxi.	Voy en taxi.	verified	claude-blind,claude-review	
p150	我们去商店。	Wǒ men qù shāng diàn.	We're going to the shop.	Vamos a la tienda.	verified	claude-blind,claude-review	
p151	你想买什么？	Nǐ xiǎng mǎi shén me?	What do you want to buy?	¿Qué quieres comprar?	verified	claude-blind,claude-review	
p152	我想买一本书。	Wǒ xiǎng mǎi yì běn shū.	I want to buy a book.	Quiero comprar un libro.	verified	claude-blind,claude-review	
p153	我想买衣服。	Wǒ xiǎng mǎi yī fu.	I want to buy clothes.	Quiero comprar ropa.	verified	claude-blind,claude-review	
p154	这个多少钱？	Zhè ge duō shao qián?	How much is this?	¿Cuánto cuesta esto?	verified	claude-blind,claude-review	
p155	三块钱。	Sān kuài qián.	Three yuan.	Tres yuanes.	verified	claude-blind,claude-review	
p156	太多了！	Tài duō le!	That's too much!	¡Es demasiado!	verified	claude-blind,claude-review	
p157	我没有钱。	Wǒ méi yǒu qián.	I don't have money.	No tengo dinero.	verified	claude-blind,claude-review	
p158	我有一点儿钱。	Wǒ yǒu yì diǎnr qián.	I have a little money.	Tengo un poco de dinero.	verified	claude-blind,claude-review	
p159	我喜欢猫。	Wǒ xǐ huan māo.	I like cats.	Me gustan los gatos.	verified	claude-blind,claude-review	
p160	我喜欢狗。	Wǒ xǐ huan gǒu.	I like dogs.	Me gustan los perros.	verified	claude-blind,claude-review	
p161	猫在桌子下面。	Māo zài zhuō zi xià mian.	The cat is under the table.	El gato está debajo de la mesa.	verified	claude-blind,claude-review	
p162	狗在椅子上。	Gǒu zài yǐ zi shang.	The dog is on the chair.	El perro está en la silla.	verified	claude-blind,claude-review	
p163	书在桌子上。	Shū zài zhuō zi shang.	The book is on the table.	El libro está en la mesa.	verified	claude-blind,claude-review	
p164	你看见我的书了吗？	Nǐ kàn jiàn wǒ de shū le ma?	Have you seen my book?	¿Has visto mi libro?	verified	claude-blind,claude-review	
p165	我在看书。	Wǒ zài kàn shū.	I'm reading a book.	Estoy leyendo un libro.	verified	claude-blind,claude-review	
p166	我喜欢看书。	Wǒ xǐ huan kàn shū.	I like reading.	Me gusta leer.	verified	claude-blind,claude-review	
p167	我喜欢看电影。	Wǒ xǐ huan kàn diàn yǐng.	I like watching films.	Me gusta ver películas.	verified	claude-blind,claude-review	
p168	我们去看电影。	Wǒ men qù kàn diàn yǐng.	We're going to see a film.	Vamos a ver una película.	verified	claude-blind,claude-review	
p169	你喜欢看电视吗？	Nǐ xǐ huan kàn diàn shì ma?	Do you like watching TV?	¿Te gusta ver televisión?	verified	claude-blind,claude-review	
p170	我在看电视。	Wǒ zài kàn diàn shì.	I'm watching TV.	Estoy viendo televisión.	verified	claude-blind,claude-review	
p171	电脑在哪儿？	Diàn nǎo zài nǎr?	Where is the computer?	¿Dónde está la computadora?	verified	claude-blind,claude-review	
p172	我想打电话。	Wǒ xiǎng dǎ diàn huà.	I want to make a phone call.	Quiero hacer una llamada.	verified	claude-blind,claude-review	
p173	请坐。	Qǐng zuò.	Please sit.	Siéntate, por favor.	verified	claude-blind,claude-review	
p174	请喝茶。	Qǐng hē chá.	Please have some tea.	Toma un poco de té, por favor.	verified	claude-blind,claude-review	
p175	你喝什么？	Nǐ hē shén me?	What would you like to drink?	¿Qué quieres tomar?	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading is an equivalent Spanish rendering (p052: 我睡觉了 is 'going to bed', as adjudicated for the English)
p176	我喝水。	Wǒ hē shuǐ.	I'll drink water.	Voy a tomar agua.	verified	claude-blind,claude-review	
p177	我喜欢喝茶。	Wǒ xǐ huan hē chá.	I like drinking tea.	Me gusta tomar té.	verified	claude-blind,claude-review	
p178	我想回家。	Wǒ xiǎng huí jiā.	I want to go home.	Quiero ir a casa.	verified	claude-blind,claude-review	
p179	他去医院了。	Tā qù yī yuàn le.	He went to the hospital.	Él fue al hospital.	verified	claude-blind,claude-review	
p180	她是医生。	Tā shì yī shēng.	She is a doctor.	Ella es médica.	verified	claude-blind,claude-review	
p181	我不认识他。	Wǒ bú rèn shi tā.	I don't know him.	No lo conozco.	verified	claude-blind,claude-review	
p182	你认识她吗？	Nǐ rèn shi tā ma?	Do you know her?	¿La conoces?	verified	claude-blind,claude-review	
p183	明天我去学校。	Míng tiān wǒ qù xué xiào.	Tomorrow I'm going to school.	Mañana voy a la escuela.	verified	claude-blind,claude-review	
p184	我们都是朋友。	Wǒ men dōu shì péng you.	We are all friends.	Todos somos amigos.	verified	claude-blind,claude-review	
p185	我们都很好。	Wǒ men dōu hěn hǎo.	We are all fine.	Todos estamos bien.	verified	claude-blind,claude-review	
p186	昨天我很高兴。	Zuó tiān wǒ hěn gāo xìng.	I was very happy yesterday.	Ayer estaba muy feliz.	verified	claude-blind,claude-review	
p187	我在家。	Wǒ zài jiā.	I'm at home.	Estoy en casa.	verified	claude-blind,claude-review	
p188	我在学校。	Wǒ zài xué xiào.	I'm at school.	Estoy en la escuela.	verified	claude-blind,claude-review	
p189	一，二，三！	Yī, èr, sān!	One, two, three!	¡Uno, dos, tres!	verified	claude-blind,claude-review	
p190	四，五，六！	Sì, wǔ, liù!	Four, five, six!	¡Cuatro, cinco, seis!	verified	claude-blind,claude-review	
p191	七，八，九，十！	Qī, bā, jiǔ, shí!	Seven, eight, nine, ten!	¡Siete, ocho, nueve, diez!	verified	claude-blind,claude-review	
p192	我有十个苹果。	Wǒ yǒu shí gè píng guǒ.	I have ten apples.	Tengo diez manzanas.	verified	claude-blind,claude-review	
p193	我想吃八个苹果。	Wǒ xiǎng chī bā gè píng guǒ.	I want to eat eight apples.	Quiero comer ocho manzanas.	verified	claude-blind,claude-review	
p194	你有几个苹果？	Nǐ yǒu jǐ gè píng guǒ?	How many apples do you have?	¿Cuántas manzanas tienes?	verified	claude-blind,claude-review	
p195	这是我的桌子。	Zhè shì wǒ de zhuō zi.	This is my table.	Esta es mi mesa.	verified	claude-blind,claude-review	
p196	那是你的椅子。	Nà shì nǐ de yǐ zi.	That is your chair.	Esa es tu silla.	verified	claude-blind,claude-review	
p197	这些是什么？	Zhè xiē shì shén me?	What are these?	¿Qué son estos?	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading is an equivalent Spanish rendering (p052: 我睡觉了 is 'going to bed', as adjudicated for the English)
p198	那些是我的书。	Nà xiē shì wǒ de shū.	Those are my books.	Esos son mis libros.	verified	claude-blind,claude-review	
p199	你喜欢什么？	Nǐ xǐ huan shén me?	What do you like?	¿Qué te gusta?	verified	claude-blind,claude-review	
p200	我喜欢水果。	Wǒ xǐ huan shuǐ guǒ.	I like fruit.	Me gusta la fruta.	verified	claude-blind,claude-review	
p201	这个很大。	Zhè ge hěn dà.	This is very big.	Esto es muy grande.	verified	claude-blind,claude-review	
p202	那个很小。	Nà ge hěn xiǎo.	That one is very small.	Eso es muy pequeño.	verified	claude-blind,claude-review	
p203	我很小。	Wǒ hěn xiǎo.	I'm very small.	Soy muy pequeño.	verified	claude-blind,claude-review	
p204	你很大。	Nǐ hěn dà.	You're very big.	Eres muy grande.	verified	claude-blind,claude-review	
p205	这是一个杯子。	Zhè shì yí gè bēi zi.	This is a cup.	Esto es una taza.	verified	claude-blind,claude-review	
p206	请喝一杯茶。	Qǐng hē yì bēi chá.	Please have a cup of tea.	Toma una taza de té, por favor.	verified	claude-blind,claude-review	
p207	我想喝一杯水。	Wǒ xiǎng hē yì bēi shuǐ.	I want a glass of water.	Quiero un vaso de agua.	verified	claude-blind,claude-review	
p208	他在工作。	Tā zài gōng zuò.	He is working.	Él está trabajando.	verified	claude-blind,claude-review	
p209	她在学习。	Tā zài xué xí.	She is studying.	Ella está estudiando.	verified	claude-blind,claude-review	
p210	我妈妈在做饭。	Wǒ mā ma zài zuò fàn.	My mom is cooking.	Mi mamá está cocinando.	verified	claude-blind,claude-review	
p211	我下午工作。	Wǒ xià wǔ gōng zuò.	I work in the afternoon.	Trabajo en la tarde.	verified	claude-blind,claude-review	
p212	中午我在家吃饭。	Zhōng wǔ wǒ zài jiā chī fàn.	I eat at home at noon.	Al mediodía como en casa.	verified	claude-blind,claude-review	
p213	他们是谁？	Tā men shì shéi?	Who are they?	¿Quiénes son ellos?	verified	claude-blind,claude-review	
p214	他们是我的朋友。	Tā men shì wǒ de péng you.	They are my friends.	Ellos son mis amigos.	verified	claude-blind,claude-review	
p215	我有一个女儿。	Wǒ yǒu yí gè nǚ ér.	I have a daughter.	Tengo una hija.	verified	claude-blind,claude-review	
p216	他有一个儿子。	Tā yǒu yí gè ér zi.	He has a son.	Él tiene un hijo.	verified	claude-blind,claude-review	
p217	先生，你好！	Xiān sheng, nǐ hǎo!	Hello, sir!	¡Hola, señor!	verified	claude-blind,claude-review	
p218	小姐，你好！	Xiǎo jiě, nǐ hǎo!	Hello, miss!	¡Hola, señorita!	verified	claude-blind,claude-review	
