id	script	reading	english	gloss	gloss_reading	status	checks	note
h3x011	这个瓶子里是什么？｜是饮料，很甜。	Zhè ge píng zi lǐ shì shén me? | Shì yǐn liào, hěn tián.	What's in this bottle? | It's a drink, and it's very sweet.	مَاذَا فِي هٰذِهِ الزُّجَاجَةِ؟ | مَشْرُوبٌ، وَهُوَ حُلْوٌ جِدًّا.	Mādhā fī hādhihi az-zujāja? | Mashrūb, wahuwa ḥulwun jiddan.	verified	claude-blind,claude-review	
h3x012	你想吃面条还是面包？｜我想吃面包，然后喝牛奶。	Nǐ xiǎng chī miàn tiáo hái shì miàn bāo? | Wǒ xiǎng chī miàn bāo, rán hòu hē niú nǎi.	Do you want noodles or bread? | Bread, and then I'll have some milk.	هَلْ تُرِيدُ نُودِلْزَ أَمْ خُبْزًا؟ | أُرِيدُ خُبْزًا، ثُمَّ أَشْرَبُ حَلِيبًا.	Hal turīdu nūdilza am khubzan? | Urīdu khubzan, thumma ashrabu ḥalīban.	verified	claude-blind,claude-review	
h3x013	好久不见！｜是啊，你最近好吗？｜我很好，谢谢。	Hǎo jiǔ bú jiàn! | Shì a, nǐ zuì jìn hǎo ma? | Wǒ hěn hǎo, xiè xie.	Long time no see! | I know! How have you been lately? | I'm good, thanks.	لَمْ نَلْتَقِ مُنْذُ وَقْتٍ طَوِيلٍ! | نَعَمْ، كَيْفَ حَالُكَ مُؤَخَّرًا؟ | أَنَا بِخَيْرٍ، شُكْرًا.	Lam naltaqi mundhu waqtin ṭawīl! | Naʿam, kayfa ḥāluka muʾakhkharan? | Anā bikhayr, shukran.	verified	claude-blind,claude-review	
h3x014	早上好！你今天来得真早。｜我一直起得很早。	Zǎo shang hǎo! Nǐ jīn tiān lái de zhēn zǎo. | Wǒ yì zhí qǐ de hěn zǎo.	Good morning! You came so early today. | I always get up early.	صَبَاحُ الْخَيْرِ! جِئْتَ مُبَكِّرًا جِدًّا الْيَوْمَ. | أَنَا أَسْتَيْقِظُ مُبَكِّرًا دَائِمًا.	Ṣabāḥu al-khayr! Jiʾta mubakkiran jiddan al-yawm. | Anā astayqiẓu mubakkiran dāʾiman.	verified	claude-blind,claude-review	
h3x015	你好，我是你的新邻居。｜欢迎！我们做朋友吧。	Nǐ hǎo, wǒ shì nǐ de xīn lín jū. | Huān yíng! Wǒ men zuò péng you ba.	Hello, I'm your new neighbor. | Welcome! Let's be friends.	مَرْحَبًا، أَنَا جَارُكَ الْجَدِيدُ. | أَهْلًا وَسَهْلًا! لِنَكُنْ صَدِيقَيْنِ.	Marḥaban, anā jāruka al-jadīd. | Ahlan wasahlan! Linakun ṣadīqayn.	verified	claude-blind,claude-review	
h3x016	你好！我们是第一次见面吧？｜对，很高兴认识你。	Nǐ hǎo! Wǒ men shì dì yī cì jiàn miàn ba? | Duì, hěn gāo xìng rèn shi nǐ.	Hi! This is our first time meeting, right? | Yes, nice to meet you.	مَرْحَبًا! هٰذِهِ أَوَّلُ مَرَّةٍ نَلْتَقِي فِيهَا، أَلَيْسَ كَذٰلِكَ؟ | نَعَمْ، سُعِدْتُ بِمَعْرِفَتِكَ.	Marḥaban! Hādhihi awwalu marratin naltaqī fīhā, alaysa kadhālik? | Naʿam, suʿidtu bimaʿrifatik.	verified	claude-blind,claude-review	
h3x017	你好，你是校长吗？｜不是，我是新来的。	Nǐ hǎo, nǐ shì xiào zhǎng ma? | Bú shì, wǒ shì xīn lái de.	Hello, are you the principal? | No, I'm new here.	مَرْحَبًا، هَلْ أَنْتَ مُدِيرُ الْمَدْرَسَةِ؟ | لَا، أَنَا جَدِيدٌ هُنَا.	Marḥaban, hal anta mudīru al-madrasa? | Lā, anā jadīdun hunā.	verified	claude-blind,claude-review	
h3x018	你去哪儿了？我等了你一会儿。｜对不起，我遇到朋友了。	Nǐ qù nǎr le? Wǒ děng le nǐ yí huìr. | Duì bu qǐ, wǒ yù dào péng you le.	Where did you go? I waited for you a while. | Sorry, I ran into a friend.	إِلَى أَيْنَ ذَهَبْتَ؟ اِنْتَظَرْتُكَ قَلِيلًا. | آسِفٌ، قَابَلْتُ صَدِيقًا.	Ilā ayna dhahabt? Intaẓartuka qalīlan. | Āsif, qābaltu ṣadīqan.	verified	claude-blind,claude-review	
h3x019	你的帽子真可爱！｜谢谢，是奶奶给我的。	Nǐ de mào zi zhēn kě ài! | Xiè xie, shì nǎi nai gěi wǒ de.	Your hat is so cute! | Thanks, my grandma gave it to me.	مَا أَلْطَفَ قُبَّعَتَكَ! | شُكْرًا، أَعْطَتْنِيهَا جَدَّتِي.	Mā alṭafa qubbaʿatak! | Shukran, aʿṭatnīhā jaddatī.	verified	claude-blind,claude-review	
h3x020	再见，我要回家了。｜好，路上小心！	Zài jiàn, wǒ yào huí jiā le. | Hǎo, lù shang xiǎo xīn!	Bye, I'm going home. | Okay, be careful on the way!	مَعَ السَّلَامَةِ، سَأَذْهَبُ إِلَى الْبَيْتِ. | حَسَنًا، اِنْتَبِهْ فِي الطَّرِيقِ!	Maʿa as-salāma, saʾadhhabu ilā al-bayt. | Ḥasanan, intabih fī aṭ-ṭarīq!	verified	claude-blind,claude-review	
h3x021	今天刮风了。｜是啊，我的帽子飞走了！	Jīn tiān guā fēng le. | Shì a, wǒ de mào zi fēi zǒu le!	It's windy today. | Yeah, my hat blew away!	الرِّيحُ تَهُبُّ الْيَوْمَ. | نَعَمْ، طَارَتْ قُبَّعَتِي!	Ar-rīḥu tahubbu al-yawm. | Naʿam, ṭārat qubbaʿatī!	verified	claude-blind,claude-review	
h3x022	今天太阳很大。｜是啊，我想去树下休息。	Jīn tiān tài yáng hěn dà. | Shì a, wǒ xiǎng qù shù xià xiū xi.	The sun is strong today. | Yeah, I want to rest under a tree.	الشَّمْسُ قَوِيَّةٌ الْيَوْمَ. | نَعَمْ، أُرِيدُ أَنْ أَذْهَبَ لِأَسْتَرِيحَ تَحْتَ شَجَرَةٍ.	Ash-shamsu qawiyyatun al-yawm. | Naʿam, urīdu an adhhaba liʾastarīḥa taḥta shajara.	verified	claude-blind,claude-review	
h3x023	外面下雨了，你带伞了吗？｜带了，我的伞是蓝的。	Wài mian xià yǔ le, nǐ dài sǎn le ma? | Dài le, wǒ de sǎn shì lán de.	It's raining outside, did you bring an umbrella? | I did, mine is blue.	السَّمَاءُ تُمْطِرُ فِي الْخَارِجِ، هَلْ أَخَذْتَ مِظَلَّةً؟ | نَعَمْ، مِظَلَّتِي زَرْقَاءُ.	As-samāʾu tumṭiru fī al-khārij, hal akhadhta miẓalla? | Naʿam, miẓallatī zarqāʾ.	verified	claude-blind,claude-review	
h3x024	现在是什么季节？｜是秋天，天气很舒服。	Xiàn zài shì shén me jì jié? | Shì qiū tiān, tiān qì hěn shū fu.	What season is it now? | Autumn, and the weather is nice.	فِي أَيِّ فَصْلٍ نَحْنُ الْآنَ؟ | فِي الْخَرِيفِ، وَالْجَوُّ مُرِيحٌ.	Fī ayyi faṣlin naḥnu al-ʾān? | Fī al-kharīf, wa-l-jawwu murīḥ.	verified	claude-blind,claude-review	
h3x025	今天真热，我想开空调。｜好，我马上去开。	Jīn tiān zhēn rè, wǒ xiǎng kāi kōng tiáo. | Hǎo, wǒ mǎ shàng qù kāi.	It's so hot today, I want to turn on the air conditioner. | Okay, I'll go do it right now.	الْجَوُّ حَارٌّ جِدًّا الْيَوْمَ، أُرِيدُ أَنْ أُشَغِّلَ الْمُكَيِّفَ. | حَسَنًا، سَأَذْهَبُ وَأُشَغِّلُهُ الْآنَ.	Al-jawwu ḥārrun jiddan al-yawm, urīdu an ushaghghila al-mukayyif. | Ḥasanan, saʾadhhabu waʾushaghghiluhu al-ʾān.	verified	claude-blind,claude-review	
h3x026	今天天气怎么样？｜不冷也不热，很舒服。	Jīn tiān tiān qì zěn me yàng? | Bù lěng yě bú rè, hěn shū fu.	How's the weather today? | Not cold, not hot, very pleasant.	كَيْفَ الْجَوُّ الْيَوْمَ؟ | لَا بَارِدٌ وَلَا حَارٌّ، مُرِيحٌ جِدًّا.	Kayfa al-jawwu al-yawm? | Lā bāridun walā ḥārr, murīḥun jiddan.	verified	claude-blind,claude-review	
h3x027	你怎么感冒了？｜昨天很冷，我忘了多穿衣服。	Nǐ zěn me gǎn mào le? | Zuó tiān hěn lěng, wǒ wàng le duō chuān yī fu.	Why did you catch a cold? | It was cold yesterday and I forgot to wear more clothes.	لِمَاذَا أُصِبْتَ بِالزُّكَامِ؟ | كَانَ الْجَوُّ بَارِدًا أَمْسِ، وَنَسِيتُ أَنْ أَلْبَسَ أَكْثَرَ.	Limādhā uṣibta bi-z-zukām? | Kāna al-jawwu bāridan ams, wanasītu an albasa akthar.	verified	claude-blind,claude-review	
h3x028	明天会下雪吗？｜可能会，冬天快到了。｜太好了，我想玩雪！	Míng tiān huì xià xuě ma? | Kě néng huì, dōng tiān kuài dào le. | Tài hǎo le, wǒ xiǎng wán xuě!	Will it snow tomorrow? | Maybe, winter is almost here. | Great, I want to play in the snow!	هَلْ سَيَنْزِلُ الثَّلْجُ غَدًا؟ | رُبَّمَا، الشِّتَاءُ قَرِيبٌ. | رَائِعٌ، أُرِيدُ أَنْ أَلْعَبَ بِالثَّلْجِ!	Hal sayanzilu ath-thalju ghadan? | Rubbamā, ash-shitāʾu qarīb. | Rāʾiʿ, urīdu an alʿaba bi-th-thalj!	verified	claude-blind,claude-review	
h3x029	你怎么还不睡觉？｜我睡不着，我有点儿害怕。｜别怕，我在这儿。	Nǐ zěn me hái bú shuì jiào? | Wǒ shuì bù zhe, wǒ yǒu diǎnr hài pà. | Bié pà, wǒ zài zhèr.	Why aren't you asleep yet? | I can't sleep, I'm a little scared. | Don't be scared, I'm here.	لِمَاذَا لَمْ تَنَمْ بَعْدُ؟ | لَا أَسْتَطِيعُ النَّوْمَ، أَنَا خَائِفٌ قَلِيلًا. | لَا تَخَفْ، أَنَا هُنَا.	Limādhā lam tanam baʿd? | Lā astaṭīʿu an-nawm, anā khāʾifun qalīlan. | Lā takhaf, anā hunā.	verified	claude-blind,claude-review	
h3x030	你几点睡觉？｜我一般十点睡。｜我也是。	Nǐ jǐ diǎn shuì jiào? | Wǒ yì bān shí diǎn shuì. | Wǒ yě shì.	What time do you go to bed? | Usually at ten. | Me too.	مَتَى تَنَامُ؟ | عَادَةً فِي الْعَاشِرَةِ. | وَأَنَا أَيْضًا.	Matā tanām? | ʿĀdatan fī al-ʿāshira. | Waʾanā ayḍan.	verified	claude-blind,claude-review	
h3x031	你看起来很累。｜是啊，今天我练习了很久。	Nǐ kàn qǐ lái hěn lèi. | Shì a, jīn tiān wǒ liàn xí le hěn jiǔ.	You look tired. | Yeah, I practiced for a long time today.	تَبْدُو مُتْعَبًا. | نَعَمْ، تَدَرَّبْتُ طَوِيلًا الْيَوْمَ.	Tabdū mutʿaban. | Naʿam, tadarrabtu ṭawīlan al-yawm.	verified	claude-blind,claude-review	
h3x032	月亮出来了，我们睡觉吧。｜好，晚安。	Yuè liang chū lái le, wǒ men shuì jiào ba. | Hǎo, wǎn ān.	The moon is out, let's go to sleep. | Okay, good night.	طَلَعَ الْقَمَرُ، لِنَنَمْ. | حَسَنًا، تُصْبِحُ عَلَى خَيْرٍ.	Ṭalaʿa al-qamar, linanam. | Ḥasanan, tuṣbiḥu ʿalā khayr.	verified	claude-blind,claude-review	
h3x033	我想睡觉了。｜再玩一会儿，好吗？｜不行，明天还要爬山。	Wǒ xiǎng shuì jiào le. | Zài wán yí huìr, hǎo ma? | Bù xíng, míng tiān hái yào pá shān.	I'm sleepy. | Play a little longer, okay? | No, we have to climb the mountain tomorrow.	أَشْعُرُ بِالنُّعَاسِ. | لِنَلْعَبْ قَلِيلًا بَعْدُ، حَسَنًا؟ | لَا، يَجِبُ أَنْ نَتَسَلَّقَ الْجَبَلَ غَدًا.	Ashʿuru bi-n-nuʿās. | Linalʿab qalīlan baʿd, ḥasanan? | Lā, yajibu an natasallaqa al-jabala ghadan.	verified	claude-blind,claude-review	
h3x034	你怎么这么累？｜我昨天做作业做到很晚。	Nǐ zěn me zhè me lèi? | Wǒ zuó tiān zuò zuò yè zuò dào hěn wǎn.	Why are you so tired? | I did my homework until very late yesterday.	لِمَاذَا أَنْتَ مُتْعَبٌ إِلَى هٰذَا الْحَدِّ؟ | حَلَلْتُ وَاجِبِي أَمْسِ حَتَّى وَقْتٍ مُتَأَخِّرٍ جِدًّا.	Limādhā anta mutʿabun ilā hādhā al-ḥadd? | Ḥalaltu wājibī amsi ḥattā waqtin mutaʾakhkhirin jiddan.	verified	claude-blind,claude-review	
h3x035	你在看什么？｜我在看照片，是我小时候的。	Nǐ zài kàn shén me? | Wǒ zài kàn zhào piàn, shì wǒ xiǎo shí hou de.	What are you looking at? | A photo from when I was little.	مَاذَا تَنْظُرُ إِلَيْهِ؟ | أَنْظُرُ إِلَى صُورَةٍ مِنْ طُفُولَتِي.	Mādhā tanẓuru ilayh? | Anẓuru ilā ṣūratin min ṭufūlatī.	verified	claude-blind,claude-review	
h3x036	你喜欢音乐吗？｜喜欢，我特别喜欢唱歌。	Nǐ xǐ huan yīn yuè ma? | Xǐ huan, wǒ tè bié xǐ huan chàng gē.	Do you like music? | Yes, I especially love singing.	هَلْ تُحِبُّ الْمُوسِيقَى؟ | نَعَمْ، أُحِبُّ الْغِنَاءَ كَثِيرًا.	Hal tuḥibbu al-mūsīqā? | Naʿam, uḥibbu al-ghināʾa kathīran.	verified	claude-blind,claude-review	
h3x037	你的脚疼吗？｜有一点儿疼，我想休息。	Nǐ de jiǎo téng ma? | Yǒu yì diǎnr téng, wǒ xiǎng xiū xi.	Does your foot hurt? | A little, I want to rest.	هَلْ قَدَمُكَ تُؤْلِمُكَ؟ | قَلِيلًا، أُرِيدُ أَنْ أَسْتَرِيحَ.	Hal qadamuka tuʾlimuk? | Qalīlan, urīdu an astarīḥ.	verified	claude-blind,claude-review	
h3x038	周末你想做什么？｜我想去公园玩。｜好，我也去！	Zhōu mò nǐ xiǎng zuò shén me? | Wǒ xiǎng qù gōng yuán wán. | Hǎo, wǒ yě qù!	What do you want to do this weekend? | I want to go play in the park. | Okay, I'm coming too!	مَاذَا تُرِيدُ أَنْ تَفْعَلَ فِي نِهَايَةِ الْأُسْبُوعِ؟ | أُرِيدُ أَنْ أَذْهَبَ لِأَلْعَبَ فِي الْحَدِيقَةِ. | حَسَنًا، سَأَذْهَبُ مَعَكَ!	Mādhā turīdu an tafʿala fī nihāyati al-ʾusbūʿ? | Urīdu an adhhaba liʾalʿaba fī al-ḥadīqa. | Ḥasanan, saʾadhhabu maʿak!	verified	claude-blind,claude-review	
h3x039	你会游泳吗？｜会一点儿，我在努力学。	Nǐ huì yóu yǒng ma? | Huì yì diǎnr, wǒ zài nǔ lì xué.	Can you swim? | A little, I'm working hard to learn.	هَلْ تَعْرِفُ السِّبَاحَةَ؟ | قَلِيلًا، وَأَنَا أَجْتَهِدُ فِي التَّعَلُّمِ.	Hal taʿrifu as-sibāḥa? | Qalīlan, waʾanā ajtahidu fī at-taʿallum.	verified	claude-blind,claude-review	
h3x040	你为什么哭了？｜我的球坏了。｜别难过，我们再买一个。	Nǐ wèi shén me kū le? | Wǒ de qiú huài le. | Bié nán guò, wǒ men zài mǎi yí gè.	Why are you crying? | My ball is broken. | Don't be sad, we'll buy another one.	لِمَاذَا تَبْكِي؟ | كُرَتِي انْكَسَرَتْ. | لَا تَحْزَنْ، سَنَشْتَرِي وَاحِدَةً أُخْرَى.	Limādhā tabkī? | Kuratī inkasarat. | Lā taḥzan, sanashtarī wāḥidatan ukhrā.	verified	claude-blind,claude-review	
h3x041	你看，天上有一只鸟！｜它飞得真高！	Nǐ kàn, tiān shàng yǒu yì zhī niǎo! | Tā fēi de zhēn gāo!	Look, there's a bird in the sky! | It flies so high!	اُنْظُرْ، فِي السَّمَاءِ عُصْفُورٌ! | مَا أَعْلَى طَيَرَانَهُ!	Unẓur, fī as-samāʾi ʿuṣfūr! | Mā aʿlā ṭayarānah!	verified	claude-blind,claude-review	
h3x042	你能帮忙吗？｜当然可以，你要我做什么？	Nǐ néng bāng máng ma? | Dāng rán kě yǐ, nǐ yào wǒ zuò shén me?	Can you help? | Of course, what do you need me to do?	هَلْ تُسَاعِدُنِي؟ | طَبْعًا، مَاذَا تُرِيدُ أَنْ أَفْعَلَ؟	Hal tusāʿidunī? | Ṭabʿan, mādhā turīdu an afʿal?	verified	claude-blind,claude-review	
h3x043	你会说中文吗？｜会一点儿，我在学。｜你说得很清楚！	Nǐ huì shuō zhōng wén ma? | Huì yì diǎnr, wǒ zài xué. | Nǐ shuō de hěn qīng chǔ!	Can you speak Chinese? | A little, I'm learning. | You speak very clearly!	هَلْ تَتَكَلَّمُ الصِّينِيَّةَ؟ | قَلِيلًا، أَنَا أَتَعَلَّمُهَا. | كَلَامُكَ وَاضِحٌ جِدًّا!	Hal tatakallamu aṣ-ṣīniyya? | Qalīlan, anā ataʿallamuhā. | Kalāmuka wāḍiḥun jiddan!	verified	claude-blind,claude-review	
h3x044	这只熊猫真胖！｜是啊，它每天吃很多东西。	Zhè zhī xióng māo zhēn pàng! | Shì a, tā měi tiān chī hěn duō dōng xi.	This panda is so chubby! | Yeah, it eats a lot every day.	دُبُّ الْبَانْدَا هٰذَا سَمِينٌ جِدًّا! | نَعَمْ، يَأْكُلُ كَثِيرًا كُلَّ يَوْمٍ.	Dubbu al-bāndā hādhā samīnun jiddan! | Naʿam, yaʾkulu kathīran kulla yawm.	verified	claude-blind,claude-review	
h3x045	你的照相机在哪儿？｜在我的包里。｜借我用一下，好吗？	Nǐ de zhào xiàng jī zài nǎr? | Zài wǒ de bāo lǐ. | Jiè wǒ yòng yí xià, hǎo ma?	Where's your camera? | In my bag. | Can I borrow it for a bit?	أَيْنَ كَامِيرَاكَ؟ | فِي حَقِيبَتِي. | أَعِرْنِي إِيَّاهَا قَلِيلًا، حَسَنًا؟	Ayna kāmīrāk? | Fī ḥaqībatī. | Aʿirnī iyyāhā qalīlan, ḥasanan?	verified	claude-blind,claude-review	
h3x046	我可以借你的书吗？｜可以，你要记得还我。｜一定！	Wǒ kě yǐ jiè nǐ de shū ma? | Kě yǐ, nǐ yào jì de hái wǒ. | Yí dìng!	Can I borrow your book? | Sure, remember to give it back. | I will!	هَلْ يُمْكِنُنِي أَنْ أَسْتَعِيرَ كِتَابَكَ؟ | طَبْعًا، وَتَذَكَّرْ أَنْ تُعِيدَهُ إِلَيَّ. | بِالتَّأْكِيدِ!	Hal yumkinunī an astaʿīra kitābak? | Ṭabʿan, watadhakkar an tuʿīdahu ilayy. | Bi-t-taʾkīd!	verified	claude-blind,claude-review	
h3x047	你今天为什么这么高兴？｜因为我的成绩很好！	Nǐ jīn tiān wèi shén me zhè me gāo xìng? | Yīn wèi wǒ de chéng jì hěn hǎo!	Why are you so happy today? | Because my grades are great!	لِمَاذَا أَنْتَ سَعِيدٌ جِدًّا الْيَوْمَ؟ | لِأَنَّ دَرَجَاتِي جَيِّدَةٌ جِدًّا!	Limādhā anta saʿīdun jiddan al-yawm? | Liʾanna darajātī jayyidatun jiddan!	verified	claude-blind,claude-review	
h3x049	你在玩什么游戏？｜一个新游戏，很难。｜我可以试一下吗？	Nǐ zài wán shén me yóu xì? | Yí gè xīn yóu xì, hěn nán. | Wǒ kě yǐ shì yí xià ma?	What game are you playing? | A new one, it's hard. | Can I try it?	أَيَّةَ لُعْبَةٍ تَلْعَبُ؟ | لُعْبَةٌ جَدِيدَةٌ، وَهِيَ صَعْبَةٌ. | هَلْ يُمْكِنُنِي أَنْ أُجَرِّبَ؟	Ayyata luʿbatin talʿab? | Luʿbatun jadīda, wahiya ṣaʿba. | Hal yumkinunī an ujarrib?	verified	claude-blind,claude-review	
h3x050	你为什么不说话？｜我在想办法，怎么才能爬上去。	Nǐ wèi shén me bù shuō huà? | Wǒ zài xiǎng bàn fǎ, zěn me cái néng pá shàng qù.	Why aren't you talking? | I'm figuring out how to climb up there.	لِمَاذَا لَا تَتَكَلَّمُ؟ | أُفَكِّرُ فِي طَرِيقَةٍ لِأَصْعَدَ إِلَى هُنَاكَ.	Limādhā lā tatakallam? | Ufakkiru fī ṭarīqatin liʾaṣʿada ilā hunāk.	verified	claude-blind,claude-review	
h3x051	你的自行车真漂亮！｜谢谢，我每天都骑它。	Nǐ de zì xíng chē zhēn piào liang! | Xiè xie, wǒ měi tiān dōu qí tā.	Your bike is so pretty! | Thanks, I ride it every day.	مَا أَجْمَلَ دَرَّاجَتَكَ! | شُكْرًا، أَرْكَبُهَا كُلَّ يَوْمٍ.	Mā ajmala darrājatak! | Shukran, arkabuhā kulla yawm.	verified	claude-blind,claude-review	
h3x052	这本书是关于什么的？｜是关于一只熊猫的故事。	Zhè běn shū shì guān yú shén me de? | Shì guān yú yì zhī xióng māo de gù shì.	What is this book about? | It's a story about a panda.	عَمَّ يَتَحَدَّثُ هٰذَا الْكِتَابُ؟ | إِنَّهُ قِصَّةٌ عَنْ دُبِّ بَانْدَا.	ʿAmma yataḥaddathu hādhā al-kitāb? | Innahu qiṣṣatun ʿan dubbi bandā.	verified	claude-blind,claude-review	
h3x053	你在写什么？｜我在给爷爷写信。	Nǐ zài xiě shén me? | Wǒ zài gěi yé ye xiě xìn.	What are you writing? | I'm writing a letter to my grandpa.	مَاذَا تَكْتُبُ؟ | أَكْتُبُ رِسَالَةً إِلَى جَدِّي.	Mādhā taktub? | Aktubu risālatan ilā jaddī.	verified	claude-blind,claude-review	
h3x054	你的裙子是新的吗？｜不是，是我以前买的。	Nǐ de qún zi shì xīn de ma? | Bú shì, shì wǒ yǐ qián mǎi de.	Is your skirt new? | No, I bought it a while ago.	هَلْ تَنُّورَتُكَ جَدِيدَةٌ؟ | لَا، اِشْتَرَيْتُهَا مِنْ قَبْلُ.	Hal tannūratuka jadīda? | Lā, ishtaraytuhā min qabl.	verified	claude-blind,claude-review	
h3x055	你怎么了？｜我的腿走不动了。	Nǐ zěn me le? | Wǒ de tuǐ zǒu bú dòng le.	What's wrong? | My legs can't walk any more.	مَا بِكَ؟ | رِجْلَايَ لَا تَسْتَطِيعَانِ الْمَشْيَ بَعْدَ الْآنَ.	Mā bik? | Rijlāya lā tastaṭīʿāni al-mashya baʿda al-ʾān.	verified	claude-blind,claude-review	
h3x056	你听到声音了吗？｜听到了，是有人在唱歌。	Nǐ tīng dào shēng yīn le ma? | Tīng dào le, shì yǒu rén zài chàng gē.	Did you hear that sound? | I did, someone is singing.	هَلْ سَمِعْتَ ذٰلِكَ الصَّوْتَ؟ | نَعَمْ، أَحَدٌ يُغَنِّي.	Hal samiʿta dhālika aṣ-ṣawt? | Naʿam, aḥadun yughannī.	verified	claude-blind,claude-review	
