id	script	reading	english	gloss	gloss_reading	status	checks	note
h3w017	鼻子	bí zi	nose	أَنْفٌ	Anf	verified	claude-blind,claude-review	
h3w018	比较	bǐ jiào	rather; relatively	إِلَى حَدٍّ مَا؛ نِسْبِيًّا	Ilā ḥaddin mā; nisbiyyan	verified	claude-blind,claude-review	
h3w019	比赛	bǐ sài	match; competition	مُبَارَاةٌ؛ مُسَابَقَةٌ	Mubārāh; musābaqa	verified	claude-blind,claude-review	
h3w020	笔记本	bǐ jì běn	notebook	دَفْتَرٌ	Daftar	verified	claude-blind,claude-review	
h3w021	必须	bì xū	must	يَجِبُ	Yajib	verified	claude-blind,claude-review	
h3w022	变化	biàn huà	change	تَغَيُّرٌ	Taghayyur	verified	claude-blind,claude-review	
h3w023	别人	bié rén	other people	الْآخَرُونَ	Al-ʾākharūn	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w024	冰箱	bīng xiāng	refrigerator	ثَلَّاجَةٌ	Thallāja	verified	claude-blind,claude-review	
h3w025	不但…而且	bú dàn … ér qiě	not only… but also	لَيْسَ فَقَطْ، بَلْ أَيْضًا	Laysa faqaṭ, bal ayḍan	verified	claude-blind,claude-review	
h3w026	菜单	cài dān	menu	قَائِمَةُ الطَّعَامِ	Qāʾimatu aṭ-ṭaʿām	verified	claude-blind,claude-review	
h3w027	才	cái	only then; not until	حِينَئِذٍ فَقَطْ؛ لَيْسَ قَبْلَ ذٰلِكَ	Ḥīnaʾidhin faqaṭ; laysa qabla dhālik	conflict		reviewer proposed a fix (second part was an incomplete phrase); blind reading was "only then; not before" · re-check next round
h3w028	参加	cān jiā	to take part in	شَارَكَ	Shārak	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w029	草	cǎo	grass	عُشْبٌ	ʿUshb	verified	claude-blind,claude-review	
h3w030	层	céng	floor; layer	طَابِقٌ؛ طَبَقَةٌ	Ṭābiq; ṭabaqa	verified	claude-blind,claude-review	
h3w031	差	chà	to be short of; poor	نَقَصَ؛ سَيِّئٌ	Naqaṣ; sayyiʾ	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w032	超市	chāo shì	supermarket	سُوبَرْمَارْكِتٌ	Sūbarmārkit	verified	claude-blind,claude-review	
h3w033	衬衫	chèn shān	shirt	قَمِيصٌ	Qamīṣ	verified	claude-blind,claude-review	
h3w034	成绩	chéng jì	result; grade	نَتِيجَةٌ؛ عَلَامَةٌ	Natīja; ʿalāma	verified	claude-blind,claude-review	
h3w035	城市	chéng shì	city	مَدِينَةٌ	Madīna	verified	claude-blind,claude-review	
h3w036	迟到	chí dào	to be late	تَأَخَّرَ	Taʾakhkhar	verified	claude-blind,claude-review	
h3w037	出现	chū xiàn	to appear	ظَهَرَ	Ẓahar	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w038	除了	chú le	besides; except	بِالْإِضَافَةِ إِلَى؛ مَا عَدَا	Bi-l-ʾiḍāfati ilā; mā ʿadā	verified	claude-blind,claude-review	
h3w039	厨房	chú fáng	kitchen	مَطْبَخٌ	Maṭbakh	verified	claude-blind,claude-review	
h3w041	春	chūn	spring	رَبِيعٌ	Rabīʿ	verified	claude-blind,claude-review	
h3w042	词语	cí yǔ	word; phrase	كَلِمَةٌ؛ عِبَارَةٌ	Kalima; ʿibāra	verified	claude-blind,claude-review	
h3w043	聪明	cōng ming	clever	ذَكِيٌّ	Dhakiyy	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w044	打扫	dǎ sǎo	to clean	نَظَّفَ	Naẓẓaf	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w045	打算	dǎ suàn	to plan	نَوَى	Nawā	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w046	带	dài	to bring; to take	أَحْضَرَ؛ أَخَذَ	Aḥḍar; akhadh	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w047	担心	dān xīn	to worry	قَلِقَ	Qaliq	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w048	蛋糕	dàn gāo	cake	كَعْكَةٌ	Kaʿka	verified	claude-blind,claude-review	
h3w049	当然	dāng rán	of course	بِالطَّبْعِ	Bi-ṭ-ṭabʿ	verified	claude-blind,claude-review	
h3w050	地	de	(adverbial particle)	(أَدَاةٌ تَصِفُ الْفِعْلَ)	(adātun taṣifu al-fiʿl)	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w051	灯	dēng	lamp; light	مِصْبَاحٌ؛ ضَوْءٌ	Miṣbāḥ; ḍawʾ	verified	claude-blind,claude-review	
h3w052	地方	dì fang	place	مَكَانٌ	Makān	verified	claude-blind,claude-review	
h3w053	地铁	dì tiě	subway	مِتْرُو	Mitrū	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w054	地图	dì tú	map	خَرِيطَةٌ	Kharīṭa	verified	claude-blind,claude-review	
h3w055	电梯	diàn tī	elevator	مِصْعَدٌ	Miṣʿad	verified	claude-blind,claude-review	
h3w056	电子邮件	diàn zǐ yóu jiàn	email	بَرِيدٌ إِلِكْتْرُونِيٌّ	Barīdun iliktrūniyy	verified	claude-blind,claude-review	
h3w057	东	dōng	east	شَرْقٌ	Sharq	verified	claude-blind,claude-review	
h3w058	冬	dōng	winter	شِتَاءٌ	Shitāʾ	verified	claude-blind,claude-review	
h3w059	动物	dòng wù	animal	حَيَوَانٌ	Ḥayawān	verified	claude-blind,claude-review	
h3w060	短	duǎn	short (of length)	قَصِيرٌ	Qaṣīr	verified	claude-blind,claude-review	
h3w061	段	duàn	(measure word for sections)	(كَلِمَةُ عَدٍّ لِلْأَجْزَاءِ)	(kalimatu ʿaddin li-l-ʾajzāʾ)	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w062	锻炼	duàn liàn	to exercise	مَارَسَ الرِّيَاضَةَ	Mārasa ar-riyāḍa	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w063	多么	duō me	how (in exclamations)	(أَدَاةُ التَّعَجُّبِ)	(adātu at-taʿajjub)	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w064	饿	è	hungry	جَائِعٌ	Jāʾiʿ	verified	claude-blind,claude-review	
h3w065	而	ér	and yet; but	لٰكِنْ؛ بَيْنَمَا	Lākin; baynamā	verified	claude-blind,claude-review	
h3w066	耳朵	ěr duo	ear	أُذُنٌ	Udhun	verified	claude-blind,claude-review	
h3w067	发	fā	to send	أَرْسَلَ	Arsal	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w068	发烧	fā shāo	to have a fever	أُصِيبَ بِالْحُمَّى	Uṣība bi-l-ḥummā	verified	claude-blind,claude-review	
h3w069	发现	fā xiàn	to discover	اكْتَشَفَ	Iktashaf	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w070	方便	fāng biàn	convenient	مُنَاسِبٌ؛ سَهْلٌ	Munāsib; sahl	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w071	放	fàng	to put	وَضَعَ	Waḍaʿ	verified	claude-blind,claude-review	
h3w072	放心	fàng xīn	to rest assured	اطْمَأَنَّ	Iṭmaʾann	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w073	分	fēn	to divide; minute	قَسَمَ؛ دَقِيقَةٌ	Qasam; daqīqa	verified	claude-blind,claude-review	
h3w074	复习	fù xí	to review	رَاجَعَ	Rājaʿ	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w075	干净	gān jìng	clean	نَظِيفٌ	Naẓīf	verified	claude-blind,claude-review	
h3w076	感冒	gǎn mào	a cold; to catch a cold	زُكَامٌ؛ أُصِيبَ بِالزُّكَامِ	Zukām; uṣība bi-z-zukām	verified	claude-blind,claude-review	
h3w077	感兴趣	gǎn xìng qù	to be interested	مُهْتَمٌّ	Muhtamm	verified	claude-blind,claude-review	
h3w078	刚才	gāng cái	just now	قَبْلَ قَلِيلٍ	Qabla qalīl	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w079	根据	gēn jù	according to	وِفْقًا لِـ	Wifqan l	conflict		reworded by claude-adjudicated: 根据 is according to; حسب read as calculated - re-check next round
h3w080	跟	gēn	with; to follow	مَعَ؛ تَبِعَ	Maʿ; tabiʿ	verified	claude-blind,claude-review	
h3w081	更	gèng	even more	أَكْثَرُ؛ أَشَدُّ	Akthar; ashadd	verified	claude-blind,claude-review	
h3w082	公园	gōng yuán	park	حَدِيقَةٌ	Ḥadīqa	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w083	故事	gù shì	story	قِصَّةٌ	Qiṣṣa	verified	claude-blind,claude-review	
h3w084	刮风	guā fēng	to be windy	هَبَّتِ الرِّيحُ	Habbati ar-rīḥ	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w085	关	guān	to close; to turn off	أَغْلَقَ؛ أَطْفَأَ	Aghlaq; aṭfaʾ	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w086	关系	guān xi	relationship	عَلَاقَةٌ	ʿAlāqa	verified	claude-blind,claude-review	
h3w087	关心	guān xīn	to care about	اهْتَمَّ	Ihtamm	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w088	关于	guān yú	about	حَوْلَ؛ بِشَأْنِ	Ḥawl; bishaʾn	verified	claude-blind,claude-review	
h3w089	国家	guó jiā	country	دَوْلَةٌ؛ بَلَدٌ	Dawla; balad	verified	claude-blind,claude-review	
h3w090	过去	guò qù	the past; to go over	الْمَاضِي؛ مَرَّ	Al-māḍī; marr	verified	claude-blind,claude-review	
h3w091	还是	hái shì	or; still	أَمْ؛ مَا زَالَ	Am; mā zāl	verified	claude-blind,claude-review	
h3w092	害怕	hài pà	to be afraid	خَافَ	Khāf	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w093	黑板	hēi bǎn	blackboard	سَبُّورَةٌ	Sabbūra	verified	claude-blind,claude-review	
h3w094	后来	hòu lái	afterwards	فِيمَا بَعْدُ	Fīmā baʿd	verified	claude-blind,claude-review	
h3w095	护照	hù zhào	passport	جَوَازُ سَفَرٍ	Jawāzu safar	verified	claude-blind,claude-review	
h3w096	花	huā	flower; to spend	زَهْرَةٌ؛ أَنْفَقَ	Zahra; anfaq	verified	claude-blind,claude-review	
h3w097	画	huà	to draw; painting	رَسَمَ؛ لَوْحَةٌ	Rasam; lawḥa	verified	claude-blind,claude-review	
h3w098	坏	huài	bad; broken	سَيِّئٌ؛ مُعَطَّلٌ	Sayyiʾ; muʿaṭṭal	verified	claude-blind,claude-review	
h3w099	环境	huán jìng	environment	بِيئَةٌ	Bīʾa	verified	claude-blind,claude-review	
h3w100	换	huàn	to change	غَيَّرَ	Ghayyar	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w101	黄河	huáng hé	the Yellow River	النَّهْرُ الْأَصْفَرُ	An-nahru al-ʾaṣfar	verified	claude-blind,claude-review	
h3w102	会议	huì yì	meeting	اجْتِمَاعٌ	Ijtimāʿ	verified	claude-blind,claude-review	
h3w103	或者	huò zhě	or	أَوْ	Aw	verified	claude-blind,claude-review	
h3w104	几乎	jī hū	almost	تَقْرِيبًا	Taqrīban	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w105	机会	jī huì	opportunity	فُرْصَةٌ	Furṣa	verified	claude-blind,claude-review	
h3w106	极	jí	extremely	لِلْغَايَةِ؛ جِدًّا	Li-l-ghāya; jiddan	verified	claude-blind,claude-review	
h3w107	记得	jì de	to remember	تَذَكَّرَ	Tadhakkar	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w108	季节	jì jié	season	فَصْلٌ؛ مَوْسِمٌ	Faṣl; mawsim	verified	claude-blind,claude-review	
h3w109	检查	jiǎn chá	to check	فَحَصَ	Faḥaṣ	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w110	简单	jiǎn dān	simple	بَسِيطٌ	Basīṭ	verified	claude-blind,claude-review	
h3w111	健康	jiàn kāng	healthy	سَلِيمٌ	Salīm	verified	claude-blind,claude-review	
h3w112	见面	jiàn miàn	to meet	اِلْتَقَى	Iltaqā	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w113	讲	jiǎng	to speak; to tell	تَحَدَّثَ؛ رَوَى	Taḥaddath; rawā	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w114	教	jiāo	to teach	عَلَّمَ	ʿAllam	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w115	角	jiǎo	corner; (a tenth of a yuan)	زَاوِيَةٌ؛ عُشْرُ يُوَانٍ	Zāwiya; ʿushru yuwān	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w116	脚	jiǎo	foot	قَدَمٌ	Qadam	verified	claude-blind,claude-review	
h3w117	接	jiē	to receive; to pick up	اسْتَقْبَلَ؛ اصْطَحَبَ	Istaqbal; iṣṭaḥab	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w118	街道	jiē dào	street	شَارِعٌ	Shāriʿ	verified	claude-blind,claude-review	
h3w119	节目	jié mù	programme	بَرْنَامَجٌ	Barnāmaj	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w120	节日	jié rì	festival	عِيدٌ	ʿĪd	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w121	结婚	jié hūn	to get married	تَزَوَّجَ	Tazawwaj	verified	claude-blind,claude-review	
h3w122	结束	jié shù	to end	انْتَهَى	Intahā	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w123	解决	jiě jué	to solve	حَلَّ	Ḥall	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w124	借	jiè	to borrow; to lend	اسْتَعَارَ؛ أَعَارَ	Istaʿār; aʿār	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w125	经常	jīng cháng	often	غَالِبًا	Ghāliban	verified	claude-blind,claude-review	
h3w126	经过	jīng guò	to pass through	مَرَّ	Marr	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w127	经理	jīng lǐ	manager	مُدِيرٌ	Mudīr	verified	claude-blind,claude-review	
h3w128	久	jiǔ	for a long time	لِوَقْتٍ طَوِيلٍ	Liwaqtin ṭawīl	conflict		reviewer proposed a fix (久 = for a long time, not "since a long time" (مُنْذُ)); blind reading was "for a long time" · re-check next round
h3w129	旧	jiù	old (of things)	قَدِيمٌ	Qadīm	verified	claude-blind,claude-review	
h3w130	句子	jù zi	sentence	جُمْلَةٌ	Jumla	verified	claude-blind,claude-review	
h3w131	决定	jué dìng	to decide	قَرَّرَ	Qarrar	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w132	可爱	kě ài	lovely	لَطِيفٌ	Laṭīf	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w133	渴	kě	thirsty	عَطْشَانُ	ʿAṭshān	verified	claude-blind,claude-review	
h3w134	刻	kè	quarter of an hour	رُبْعُ سَاعَةٍ	Rubʿu sāʿa	verified	claude-blind,claude-review	
h3w135	客人	kè rén	guest	ضَيْفٌ	Ḍayf	verified	claude-blind,claude-review	
h3w136	空调	kōng tiáo	air conditioning	مُكَيِّفُ هَوَاءٍ	Mukayyifu hawāʾ	verified	claude-blind,claude-review	
h3w137	口	kǒu	mouth; (measure word for family members)	فَمٌ؛ (كَلِمَةُ عَدٍّ لِأَفْرَادِ الْأُسْرَةِ)	Fam; (kalimatu ʿaddin liʾafrādi al-ʾusra)	verified	claude-blind,claude-review	
h3w138	哭	kū	to cry	بَكَى	Bakā	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w139	裤子	kù zi	trousers	بَنْطَلُونٌ	Banṭalūn	verified	claude-blind,claude-review	
h3w140	筷子	kuài zi	chopsticks	عِيدَانُ الطَّعَامِ	ʿĪdānu aṭ-ṭaʿām	verified	claude-blind,claude-review	
h3w141	蓝	lán	blue	أَزْرَقُ	Azraq	verified	claude-blind,claude-review	
h3w142	老	lǎo	old	كَبِيرٌ فِي السِّنِّ	Kabīrun fī as-sinn	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w143	离开	lí kāi	to leave	غَادَرَ	Ghādar	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w144	力气	lì qi	strength	قُوَّةٌ	Quwwa	verified	claude-blind,claude-review	
h3w145	厉害	lì hài	formidable; impressive	رَائِعٌ؛ قَوِيٌّ	Rāʾiʿ; qawiyy	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w146	例如	lì rú	for example	مَثَلًا	Mathalan	verified	claude-blind,claude-review	
h3w147	脸	liǎn	face	وَجْهٌ	Wajh	verified	claude-blind,claude-review	
h3w148	练习	liàn xí	to practise	تَدَرَّبَ	Tadarrab	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w149	辆	liàng	(measure word for vehicles)	(كَلِمَةُ عَدٍّ لِلسَّيَّارَاتِ)	(kalimatu ʿaddin li-s-sayyārāt)	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w150	了解	liǎo jiě	to understand	عَلِمَ؛ فَهِمَ	ʿAlim; fahim	conflict		reworded by claude-adjudicated: 了解 is to know about/understand; تفهّم reads as sympathize - re-check next round
h3w151	邻居	lín jū	neighbour	جَارٌ	Jār	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w152	另外	lìng wài	in addition	عِلَاوَةً عَلَى ذٰلِكَ	ʿIlāwatan ʿalā dhālik	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w153	留	liú	to stay; to keep	بَقِيَ؛ احْتَفَظَ	Baqiy; iḥtafaẓ	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w154	楼	lóu	building; floor	مَبْنًى؛ طَابِقٌ	Mabnā; ṭābiq	verified	claude-blind,claude-review	
h3w155	绿	lǜ	green	أَخْضَرُ	Akhḍar	verified	claude-blind,claude-review	
h3w156	马上	mǎ shàng	immediately	فَوْرًا	Fawran	verified	claude-blind,claude-review	
h3w157	满意	mǎn yì	satisfied	رَاضٍ	Rāḍ	verified	claude-blind,claude-review	
h3w158	帽子	mào zi	hat	قُبَّعَةٌ	Qubbaʿa	verified	claude-blind,claude-review	
h3w159	米	mǐ	metre; rice	مِتْرٌ؛ أُرْزٌ	Mitr; urz	verified	claude-blind,claude-review	
h3w160	面包	miàn bāo	bread	خُبْزٌ	Khubz	verified	claude-blind,claude-review	
h3w161	明白	míng bái	to understand	فَهِمَ	Fahim	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w162	拿	ná	to take; to hold	أَخَذَ؛ أَمْسَكَ	Akhadh; amsak	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w163	奶奶	nǎi nai	grandmother (father's mother)	جَدَّةٌ	Jadda	verified	claude-blind,claude-review	
h3w164	南	nán	south	جَنُوبٌ	Janūb	verified	claude-blind,claude-review	
h3w165	难过	nán guò	sad	حَزِينٌ	Ḥazīn	verified	claude-blind,claude-review	
h3w166	年级	nián jí	school year; grade	سَنَةٌ دِرَاسِيَّةٌ؛ مَرْحَلَةٌ	Sanatun dirāsiyya; marḥala	verified	claude-blind,claude-review	
h3w167	年轻	nián qīng	young	شَابٌّ	Shābb	verified	claude-blind,claude-review	
h3w168	鸟	niǎo	bird	طَائِرٌ	Ṭāʾir	verified	claude-blind,claude-review	
h3w169	努力	nǔ lì	hard-working; to strive	مُجْتَهِدٌ؛ اجْتَهَدَ	Mujtahid; ijtahad	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w170	爬山	pá shān	to climb a mountain	تَسَلَّقَ الْجَبَلَ	Tasallaqa al-jabal	verified	claude-blind,claude-review	
h3w171	盘子	pán zi	plate	طَبَقٌ	Ṭabaq	verified	claude-blind,claude-review	
h3w172	胖	pàng	fat; plump	سَمِينٌ	Samīn	verified	claude-blind,claude-review	
h3w173	皮鞋	pí xié	leather shoes	حِذَاءٌ جِلْدِيٌّ	Ḥidhāʾun jildiyy	verified	claude-blind,claude-review	
h3w174	啤酒	pí jiǔ	beer	بِيرَةٌ	Bīra	verified	claude-blind,claude-review	
h3w175	瓶子	píng zi	bottle	زُجَاجَةٌ	Zujāja	verified	claude-blind,claude-review	
h3w176	其实	qí shí	in fact	فِي الْوَاقِعِ	Fī al-wāqiʿ	verified	claude-blind,claude-review	
h3w177	其他	qí tā	other	آخَرُ	Ākhar	verified	claude-blind,claude-review	
h3w178	起飞	qǐ fēi	to take off	أَقْلَعَ	Aqlaʿ	verified	claude-blind,claude-review	
h3w179	清楚	qīng chǔ	clear	وَاضِحٌ	Wāḍiḥ	verified	claude-blind,claude-review	
h3w180	请假	qǐng jià	to ask for leave	طَلَبَ إِجَازَةً	Ṭalaba ijāza	verified	claude-blind,claude-review	
h3w181	秋	qiū	autumn	خَرِيفٌ	Kharīf	verified	claude-blind,claude-review	
h3w182	裙子	qún zi	skirt	تَنُّورَةٌ	Tannūra	verified	claude-blind,claude-review	
h3w183	然后	rán hòu	then; afterwards	ثُمَّ؛ بَعْدَ ذٰلِكَ	Thumm; baʿda dhālik	verified	claude-blind,claude-review	
h3w184	热情	rè qíng	warm; enthusiastic	وَدُودٌ؛ مُتَحَمِّسٌ	Wadūd; mutaḥammis	verified	claude-blind,claude-review	
h3w185	认为	rèn wéi	to think; to consider	اعْتَقَدَ	Iʿtaqad	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w186	认真	rèn zhēn	serious; conscientious	جَادٌّ؛ دَقِيقٌ	Jādd; daqīq	verified	claude-blind,claude-review	
h3w187	容易	róng yì	easy	سَهْلٌ	Sahl	verified	claude-blind,claude-review	
h3w188	如果	rú guǒ	if	إِذَا	Idhā	verified	claude-blind,claude-review	
h3w189	伞	sǎn	umbrella	مِظَلَّةٌ	Miẓalla	verified	claude-blind,claude-review	
h3w190	上网	shàng wǎng	to go online	تَصَفَّحَ الْإِنْتَرْنِتَ	Taṣaffaḥa al-ʾintarnit	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w191	生气	shēng qì	to be angry	غَضِبَ	Ghaḍib	verified	claude-blind,claude-review	
h3w192	声音	shēng yīn	sound; voice	صَوْتٌ	Ṣawt	verified	claude-blind,claude-review	
h3w193	世界	shì jiè	world	عَالَمٌ	ʿĀlam	verified	claude-blind,claude-review	
h3w194	试	shì	to try	جَرَّبَ	Jarrab	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
h3w195	瘦	shòu	thin	نَحِيفٌ	Naḥīf	verified	claude-blind,claude-review	
h3w196	叔叔	shū shu	uncle	عَمٌّ	ʿAmm	verified	claude-blind,claude-review	
h3w197	舒服	shū fu	comfortable	مُرِيحٌ	Murīḥ	verified	claude-blind,claude-review	
h3w198	树	shù	tree	شَجَرَةٌ	Shajara	verified	claude-blind,claude-review	
h3w199	数学	shù xué	maths	رِيَاضِيَّاتٌ	Riyāḍiyyāt	verified	claude-review,claude-adjudicated	settled by claude-adjudicated: blind reading means the same (past-tense citation form, or wording only)
